"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
16350793,,,,"N",,,,,"North of England P&I",,"05-Aug-2020",,,"05-Aug-2025",,,16722.87,187.7,"Y",,,"Norbulk Shpg. UK Ltd","United Kingdom","Del Monte","United States",,,,,,,,"China P.R.","United States",,,"Norbulk Shpg. UK Ltd","Huangpu Wenchong","CSSC"
16351282,,,,,,,,,,,,,,,,,7253.80,109.2,,,,"Indo Container Lines","Indonesia","Indo Container Lines","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Indo Container Lines","Nantong Tongmao","Nantong Tongmao"
16351329,,,,"Y",,,,,"Gard P&I",,"17-Jan-2020",1,"1 x Propeller Duct","17-Jan-2025",38.9,,19577.79,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",1860,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16351332,,,,"N",,,,,"Gard P&I",,"29-Jun-2020",1,"1 x Propeller Duct","29-Jun-2025",38.9,,19577.79,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",1860,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16351345,,,,"N",,,,,"Gard P&I",,"15-Sep-2020",1,"1 x Propeller Duct","15-Sep-2025",38.9,,19577.79,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",1860,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16351358,,,,"N",,,,,"Gard P&I",,"14-Dec-2020",1,"1 x Propeller Duct","14-Dec-2025",38.9,,19577.79,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",1860,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16351361,,,"Y","N",,,111654,106725,"Japan P&I",,"27-Jan-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","27-Jan-2026",,,52885.32,322.6,,,,"B. Schulte (Bermuda)","Bermuda","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Schulte Group","Imabari SB Marugame","Imabari Shipbuilding"
16351374,,,"Y","N",,,111654,106725,"North of England P&I",,"16-Mar-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","15-Mar-2026",,,52885.32,322.6,,,,"B. Schulte (H.K.)","Hong Kong","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Schulte Group","Imabari SB Marugame","Imabari Shipbuilding"
16351387,,,"Y","N",,,111654,106725,"Japan P&I",,"30-Jun-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","29-Jun-2026",,,52885.32,322.6,,,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Marugame","Imabari Shipbuilding"
16351390,,,"Y","N",,,111654,106725,"UK P&I Club",,"10-Aug-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","09-Aug-2026",,,52885.32,322.6,,,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Marugame","Imabari Shipbuilding"
16351408,,,"Y","N",,,111654,106725,"Japan P&I",,"11-Oct-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","10-Oct-2026",,,52885.32,322.6,,,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Marugame","Imabari Shipbuilding"
16351411,,,"Y","N",,,111654,106725,,,"22-Dec-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","21-Dec-2026",,,52885.32,322.6,,,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Marugame","Imabari Shipbuilding"
16351437,,,"Y","N",,,,89141,"Japan P&I",,"14-Dec-2020",1,"3 x Exhaust Gas Economiser - Osaka Boiler","14-Dec-2025",,,53349.75,322.6,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Hiroshima","Imabari Shipbuilding"
16351440,,,"Y","N",,,,89141,"North of England P&I",,"09-Feb-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","09-Feb-2026",,,53349.75,322.6,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Hiroshima","Imabari Shipbuilding"
16351453,,,"Y","N",,,,89141,"UK P&I Club",,"28-Mar-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","28-Mar-2026",,,53349.75,322.6,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Hiroshima","Imabari Shipbuilding"
16351466,,,"Y","N",,,,89141,"Japan P&I",,"24-May-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","24-May-2026",,,53349.75,322.6,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","Imabari SB Hiroshima","Imabari Shipbuilding"
16351745,,,"Y","N",,"Taiwan",,,"Gard P&I",,"01-Mar-2020",,,"01-Mar-2025",,,53208.00,318,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351758,,,"Y","N",,"Taiwan",,,"Gard P&I",,"07-Jun-2020",,,"07-Jun-2025",,,54025.26,318,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351761,,,"Y","N",,"Taiwan",,,"Gard P&I",,"09-Aug-2020",,,"09-Aug-2025",,,54025.26,318,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351774,,,"Y","N",,"Taiwan",,,"Gard P&I",,"28-Sep-2020",,,"27-Sep-2025",,,54025.26,318,"N",,,"Evergreen (U.K.)","United Kingdom","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351787,,,"Y","N",,"Taiwan",,,"Gard P&I",,"30-Oct-2020",,,"29-Oct-2025",,,54025.26,318,"N",,,"Evergreen (U.K.)","United Kingdom","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351790,,,"Y","N",,"Taiwan",,,"Gard P&I",,"14-Dec-2020",,,"14-Dec-2025",,,54025.26,318,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351808,,,"Y","N",,"Taiwan",,,"Gard P&I",,"18-Feb-2021",,,"17-Feb-2026",,,54025.26,318,"N",,,"Evergreen (U.K.)","United Kingdom","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16351811,,,"Y","N",,"Taiwan",,,"Gard P&I",,"26-Apr-2021",,,"25-Apr-2026",,,53208.00,318,"N",,,"Evergreen (U.K.)","United Kingdom","Evergreen Marine","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Evergreen Marine","Samsung HI","Samsung HI"
16352218,,,,,,,,,,,"04-Jan-2018",,,"03-Jan-2023",,,9883.01,129.5,"N",,,"Seoyang Shipping Co","South Korea","KMTC","South Korea",,,,,,,,"Japan","South Korea",,,"Seoyang Shipping Co","Hakata Zosen","Hakata Zosen"
16352647,,,,,,,,,,,,,,,,,7557.98,115,"N",,,"Xiangshan Xingning","China P.R.","Tanto Intim Line","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Xiangshan Xingning","Ningbo Boda SB","Ningbo Boda SB"
16352997,,"Y","Y",,,,147477,141493,"Standard Club P&I",,"03-Oct-2018",1,"1 x Exhaust Gas Economiser - Osaka Boiler, 2 x Exhaust Gas Economiser - Osaka Boiler","03-Oct-2023",,,63290.52,350,"N",,,"Fleet Ship Mgmt.","Singapore","Yang Ming Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Fleet Management","Imabari SB Hiroshima","Imabari Shipbuilding"
16353002,,"Y","Y",,,,147477,141493,"Japan P&I",,"20-Jan-2019",1,"1 x Exhaust Gas Economiser - Osaka Boiler, 2 x Exhaust Gas Economiser - Osaka Boiler","20-Jan-2024",,,63290.52,350,"N",,,"Fleet Ship Mgmt.","Singapore","Yang Ming Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Fleet Management","Imabari SB Hiroshima","Imabari Shipbuilding"
16353015,,"Y","Y","Y",,,,,"UK P&I Club",,"15-Mar-2019",2,"1 x Rudder Bulb, 2 x Exhaust Gas Economiser - Osaka Boiler, 1 x Exhaust Gas Economiser - Osaka Boiler","15-Mar-2024",,,80980.03,384.9,"N",,,,,"Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",14792,,,"Imabari SB Marugame","Imabari Shipbuilding"
16353060,,,,,,"Tokyo",,,"Japan P&I",,"19-Mar-2019",,,"18-Mar-2024",44,,14788.26,164.8,"N",,,"ITOCHU Corp","Japan","KMTC","South Korea",,,,,,,,"South Korea","South Korea",1240,,"ITOCHU Corp","Hyundai Mipo","Hyundai HI Group"
16353073,,,,,,"Tokyo",,,"Gard P&I",,"10-May-2019",,,"09-May-2024",,,14788.26,164.8,"N",,,"ITOCHU Corp","Japan","KMTC","South Korea",,,,,,,,"South Korea","South Korea",1240,,"ITOCHU Corp","Hyundai Mipo","Hyundai HI Group"
16353086,,,,,,,,,"Britannia P&I",,"25-Feb-2019",,,"24-Feb-2024",,,14788.26,163.55,"N",,,,,"KMTC","South Korea",,,,,,,,"South Korea","South Korea",1212,,,"Hyundai Mipo","Hyundai HI Group"
16353099,,,,,,,,,"Britannia P&I",,"28-Mar-2019",,,"27-Mar-2024",,,14788.26,163.55,"N",,,,,"KMTC","South Korea",,,,,,,,"South Korea","South Korea",1212,,,"Hyundai Mipo","Hyundai HI Group"
16353107,,,,"N",,,,,"Japan P&I",,"20-Jun-2019",,,"19-Jun-2024",,,14788.26,163.55,"N",,,,,"KMTC","South Korea",,,,,,,,"South Korea","South Korea",1212,,,"Hyundai Mipo","Hyundai HI Group"
16353110,,,,"N",,,,,"Gard P&I",,"03-Jul-2019",,,"02-Jul-2024",,,14788.26,163.55,"N",,,,,"KMTC","South Korea",,,,,,,,"South Korea","South Korea",1212,,,"Hyundai Mipo","Hyundai HI Group"
16354438,,,,,,,,,"Shipowners P&I",,"09-Feb-2018",,,"08-Feb-2023",,,8917.37,120.8,"Y",,,"Pelayaran Meratus","Indonesia","Pelayaran Meratus","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Pelayaran Meratus","Huanghai SB","Huanghai SB"
16354809,,,,"Y",,,,,"The Swedish Club P&I",,,,,,,,14446.18,169.2,"N",,,"Fleet Management","Hong Kong","TS Lines","Taiwan",,,,,,,,"Taiwan","Taiwan",1200,,"Fleet Management","CSBC (Kaohsiung)","CSBC Corporation"
16354812,,,,"Y",,,,,"The Swedish Club P&I",,"27-Dec-2019",,,"26-Dec-2024",,,14446.18,169.2,"N",,,"Fleet Management","Hong Kong","TS Lines","Taiwan",,,,,,,,"Taiwan","Taiwan",1200,,"Fleet Management","CSBC (Kaohsiung)","CSBC Corporation"
16355048,,,"Y","Y",,,,,"Steamship Mutual P&I",,"30-May-2019",,,"29-May-2024",,,60279.87,347,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",9520,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355051,,,"Y","Y",,,,,"Steamship Mutual P&I",,"13-Jun-2019",,,"12-Jun-2024",,,60279.87,347,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",9520,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355064,,,"Y","Y",,,,,"UK P&I Club",,"11-Jul-2019",,,"10-Jul-2024",,,60279.87,347,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",9520,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355077,,,"Y","Y",,,,,"Steamship Mutual P&I",,"14-Aug-2019",,,"13-Aug-2024",,,60279.87,347,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",9520,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355080,,,"Y","N",,,,,"Steamship Mutual P&I",,"11-Nov-2019",,,"10-Nov-2024",,,60279.87,347,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",9520,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355130,,,"Y","N",,,153789,139482,"Steamship Mutual P&I",,"22-Jan-2020",,,"21-Jan-2025",137.1,,62742.09,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",10555,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355143,,,"Y","N",,,153789,139482,"Steamship Mutual P&I",,"09-Mar-2020",,,"08-Mar-2025",,,62742.09,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",10555,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355156,,,"Y","N",,,153789,139482,"UK P&I Club",,"08-Jun-2020",,,"07-Jun-2025",,,62742.09,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",10555,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355169,,,"Y","N",,,153789,139482,"Steamship Mutual P&I",,"15-Jul-2020",,,"14-Jul-2025",,,62742.09,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",10555,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16355172,,,"Y","N",,,153789,139482,"UK P&I Club",,"21-Sep-2020",,,"20-Sep-2025",41.07,,62742.09,350,"N",,,"Zodiac Maritime","United Kingdom","ONE","Japan",,,41.07,,,,,"South Korea","Singapore",10555,,"Zodiac Maritime","Hyundai HI (Ulsan)","Hyundai HI Group"
16356166,,,"Y","N",,,,,"Gard P&I",,"11-Sep-2020",1,"1 x Rudder Bulb","31-Aug-2025",42.6,,21142.60,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",2310,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16356179,,,"Y","N",,,,,"Gard P&I",,"23-Nov-2020",1,"1 x Rudder Bulb","23-Nov-2025",,,21142.60,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",2310,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16356182,,,"Y","N",,,,,"Gard P&I",,"04-Jan-2021",1,"1 x Rudder Bulb","04-Jan-2026",,,21142.60,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",2310,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16356195,,,"Y","N",,,,,"Gard P&I",,"18-May-2021",1,"1 x Rudder Bulb","18-May-2026",,,21081.62,182.75,"Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",2310,,"John Swire & Sons","Huangpu Wenchong","CSSC"
16356203,,,"Y","N",,"NYSE",,,"Standard Club P&I",,"24-Jul-2020",1,"1 x Rudder Bulb","24-Jul-2025",,,52720.07,317.2,"N",,,"Costamare Shipping","Greece","Yang Ming Marine","Taiwan",,,,,,,,"China P.R.","Taiwan",,,"Costamare Shipping","Yangzi Xinfu SB","Yangzijiang Holdings"
16356216,,,"Y","N",,"NYSE",,,"Standard Club P&I",,"07-Aug-2020",1,"1 x Rudder Bulb","07-Aug-2025",,,52720.07,317.2,"N",,,"Costamare Shipping","Greece","Yang Ming Marine","Taiwan",,,,,,,,"China P.R.","Taiwan",,,"Costamare Shipping","Yangzi Xinfu SB","Yangzijiang Holdings"
16356229,,,"Y","N",,"NYSE",,,"Standard Club P&I",,"25-Sep-2020",1,"1 x Rudder Bulb","25-Sep-2025",,,52720.07,317.2,"N",,,"Costamare Shipping","Greece","Yang Ming Marine","Taiwan",,,,,,,,"China P.R.","Taiwan",,,"Costamare Shipping","Yangzi Xinfu SB","Yangzijiang Holdings"
16356232,,,"Y","N",,"NYSE",,,"Standard Club P&I",,"10-Feb-2021",1,"1 x Rudder Bulb","04-Feb-2026",,,52720.07,317.2,"N",,,"Costamare Shipping","Greece","Yang Ming Marine","Taiwan",,,,,,,,"China P.R.","Taiwan",,,"Costamare Shipping","Yangzi Xinfu SB","Yangzijiang Holdings"
16356245,,,"Y","N",,"NYSE",,,"Standard Club P&I",,"27-May-2021",1,"1 x Rudder Bulb","27-May-2026",,,52720.07,317.2,"N",,,"Costamare Shipping","Greece","Yang Ming Marine","Taiwan",,,,,,,,"China P.R.","Taiwan",,,"Costamare Shipping","Yangzi Xinfu SB","Yangzijiang Holdings"
16356511,,,"Y","N",,,114233,108533,"UK P&I Club",,"26-Jul-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","26-Jul-2026",,,53572.19,322.6,,,,"Fleet Ship Mgmt.","Singapore","Yang Ming Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Fleet Management","Imabari SB Hiroshima","Imabari Shipbuilding"
16356524,,,"Y","N",,,114233,108533,"Japan P&I",,"21-Sep-2021",1,"3 x Exhaust Gas Economiser - Osaka Boiler","21-Sep-2026",,,53572.19,322.6,,,,"Fleet Ship Mgmt.","Singapore","Yang Ming Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Fleet Management","Imabari SB Hiroshima","Imabari Shipbuilding"
16356753,,,,,,,,,,,"23-Mar-2018",,,"22-Mar-2023",,,9883.01,129.5,"N",,,"Meiho Kaiun","Japan","KMTC","South Korea",,,,,,,,"Japan","South Korea",,,"Meiho Kaiun","Hakata Zosen","Hakata Zosen"
16357297,,,,,,,,,,,,,,,,,9971.34,,,,,"Wuhan Newport","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"WPSD","WUT Guangda SB","WUT Guangda SB"
16357305,,,,,,,,,,,,,,,,,9971.34,,,,,"Wuhan Newport","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"WPSD","WUT Guangda SB","WUT Guangda SB"
16357550,,,,"N",,"Korea",,,"Korea P&I",,"08-Nov-2019",,,"07-Nov-2024",27.7,600,14918.67,164.88,,,,"POS SM Co Ltd","South Korea","Pan Ocean","South Korea",,,,,,,,"South Korea","South Korea",1213,,"Pan Ocean","Hyundai Mipo","Hyundai HI Group"
16357563,,,,"N",,"Korea",,,"Korea P&I",,"07-Jan-2020",,,"06-Jan-2025",27.7,600,14918.67,164.88,"N",,,"POS SM Co Ltd","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",1213,,"Pan Ocean","Hyundai Mipo","Hyundai HI Group"
16357763,,,"Y","N",,,153789,139482,"UK P&I Club",,"31-Jan-2021",,,"30-Jan-2026",,,62742.09,350,"N",,,"Zodiac Maritime","United Kingdom","ONE","Japan",,,,,,,,"South Korea","Singapore",10555,,"Zodiac Maritime","Hyundai HI (Ulsan)","Hyundai HI Group"
16357789,,,"Y","N",,,153789,139482,"Gard P&I",,"31-Mar-2021",,,"30-Mar-2026",,,62742.09,350,"N",,,"Zodiac Maritime","United Kingdom","ONE","Japan",,,,,,,,"South Korea","Singapore",10555,,"Zodiac Maritime","Hyundai HI (Ulsan)","Hyundai HI Group"
16357792,,,"Y","N",,,153789,139482,"UK P&I Club",,"30-Jul-2021",,,"29-Jul-2026",,,62742.09,350,"N",,,"Zodiac Maritime","United Kingdom","ONE","Japan",,,,,,,,"South Korea","Singapore",10555,,"Zodiac Maritime","Hyundai HI (Ulsan)","Hyundai HI Group"
16357992,,,"Y","N",,"Korea",,,"Britannia P&I",,"19-Mar-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","18-Mar-2026",,,63447.29,353.03,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358007,,,"Y","N",,"Korea",,,"Steamship Mutual P&I",,"26-Mar-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","25-Mar-2026",,,63447.29,353.03,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358010,,,"Y","N",,"Korea",,,"Korea P&I",,"30-Apr-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","29-Apr-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358023,,,"Y","N",,"Korea",,,"Steamship Mutual P&I",,"07-May-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","06-May-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358036,,,"Y","N",,"Korea",,,"Korea P&I",,"14-May-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","13-May-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358049,,,"Y","N",,"Korea",,,"Steamship Mutual P&I",,"28-May-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","27-May-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358052,,,"Y","N",,"Korea",,,"Korea P&I",,"18-Jun-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","17-Jun-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358065,,,"Y","N",,"Korea",,,"Korea P&I",,"25-Jun-2021",3,"1 x Hull Skating System - Jotun HullSkater, 1 x Rudder Bulb - HHI-EMD (HiMSEN) Hi-Rudder Bulb, 1 x Stator Fin - Pre Swirl - HHI-EMD (HiMSEN) Hi-PSD","24-Jun-2026",,,63447.29,350,"N",,,"HMM","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Hyundai HI (Ulsan)","Hyundai HI Group"
16358078,,"Y","Y","N",,"Korea",,,"Britannia P&I",,"24-Apr-2020",1,"1 x Exhaust Gas Economiser - Kangrim","23-Apr-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358081,,"Y","Y","N",,"Korea",,,"Korea P&I",,"22-May-2020",1,"1 x Exhaust Gas Economiser - Kangrim","21-May-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358094,,"Y","Y","N",,"Korea",,,"Britannia P&I",,"29-May-2020",1,"1 x Exhaust Gas Economiser - Kangrim","28-May-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358102,,"Y","Y","N",,"Korea",,,"Korea P&I",,"12-Jun-2020",1,"1 x Exhaust Gas Economiser - Kangrim","11-Jun-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358115,,"Y","Y","N",,"Korea",,,"Korea P&I",,"03-Jul-2020",1,"1 x Exhaust Gas Economiser - Kangrim","02-Jul-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358128,,"Y","Y","N",,"Korea",,,"Korea P&I",,"17-Jul-2020",1,"1 x Exhaust Gas Economiser - Kangrim","16-Jul-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358131,,"Y","Y","N",,"Korea",,,"North of England P&I",,"28-Aug-2020",1,"1 x Exhaust Gas Economiser - Kangrim","27-Aug-2025",,,83659.57,385.92,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Daewoo (DSME)","Daewoo (DSME)"
16358144,,"Y","Y","N",,"Korea",,,"Steamship Mutual P&I",,"08-May-2020",1,"1 x Exhaust Gas Economiser - Kangrim","07-May-2025",,,84660.54,378.1,"N",,,"HMM Ocean Service","South Korea","HMM","South Korea",,,,,,,,"South Korea","South Korea",,,"HMM","Samsung HI","Samsung HI"
