"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
16094536,,,"Y","Y",,"Taiwan",,80477,"North of England P&I",,"22-Oct-2017",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","22-Oct-2022",,,44604.54,318.2,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"Taiwan","Taiwan",6310,,"Yang Ming Marine","CSBC (Kaohsiung)","CSBC Corporation"
16094549,,,"Y","Y",,"Taiwan",,80477,"Britannia P&I",,"23-Dec-2017",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","23-Dec-2022",,,44604.54,318.2,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"Taiwan","Taiwan",6310,,"Yang Ming Marine","CSBC (Kaohsiung)","CSBC Corporation"
16094552,,,"Y",,,,,,"Gard P&I",,"20-Jun-2017",,,"22-Apr-2022",310,,56727.29,330.97,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","Singapore",7764,,"CMA CGM","Daewoo (DSME)","Daewoo (DSME)"
16094565,,,"Y",,,,,,"Steamship Mutual P&I",,"06-Sep-2017",,,"21-Jun-2022",310,,56727.29,330.97,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",7764,,"CMA CGM","Daewoo (DSME)","Daewoo (DSME)"
16094578,,,"Y",,,,,,"Steamship Mutual P&I",,"25-Nov-2017",,,"02-Sep-2022",310,,56727.29,330.97,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","Singapore",7764,,"CMA CGM","Daewoo (DSME)","Daewoo (DSME)"
16094581,,,"Y",,,,,,"Steamship Mutual P&I",,"01-Dec-2017",,,"28-Oct-2022",310,,56727.29,330.97,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",7764,,"CMA CGM","Daewoo (DSME)","Daewoo (DSME)"
16094594,,,"Y",,,,,,"Gard P&I",,"01-Dec-2016",,,"01-Dec-2021",250,,52090.87,334,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",,,"CMA CGM","Hyundai HI (Ulsan)","Hyundai HI Group"
16094602,,,"Y",,,,,,"Gard P&I",,"18-Oct-2021",,,"13-Dec-2026",250,,52090.87,334,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",,,"CMA CGM","Hyundai HI (Ulsan)","Hyundai HI Group"
16094615,,,"Y",,,,,,"Gard P&I",,"13-Jun-2017",,,"15-Apr-2022",250,,52090.87,334,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",,,"CMA CGM","Hyundai HI (Ulsan)","Hyundai HI Group"
16094628,,,"Y",,,,,,"Gard P&I",,"18-Jul-2017",,,"20-May-2022",250,,52090.87,334,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","Singapore",,,"CMA CGM","Hyundai HI (Ulsan)","Hyundai HI Group"
16095104,,,,,,"Malaysia",,,"Shipowners P&I",,,,,,,,9288.25,131,"N",,,"Shin Yang Shipping","Malaysia","Shin Yang Shipping","Malaysia",,,,,,,,"China P.R.","Malaysia",,,"Shin Yang Shipping","Ningbo Boda SB","Ningbo Boda SB"
16095296,,,,,,,,,"Skuld",,"15-Jun-2017",,,"27-Jun-2022",27,,8236.78,120.34,"N",,,"Peter Dohle","Germany","Eimskip","Iceland",,,,,,,,"China P.R.","Iceland",421,,"Peter Dohle","Shuntian Shungao","Jiangsu Guoxin"
16095304,,,,,,,,,"Standard Club P&I",,"28-Sep-2017",,,"26-Sep-2022",27,,8233.07,120.34,"N",,,"Marlow Ship Mngt.","Germany","W.E.C. Lines","Netherlands",,,,,,,,"China P.R.","Netherlands",421,,"Marlow Navigation","Shuntian Shungao","Jiangsu Guoxin"
16095317,,,,,,,,,"Gard P&I",,"11-Aug-2017",,,"29-Oct-2022",27,,8236.78,120.34,"N",,,"Steer Mar Shipmanage","Madeira","Grupa Sousa","Madeira",,,,,,,,"China P.R.","Madeira",421,,"Steer Mar Shipmanage","Shuntian Shungao","Jiangsu Guoxin"
16095320,,,,,,,,,"Standard Club P&I",,"06-Nov-2017",,,"15-Jan-2023",27,,8233.07,120.34,"N",,,"Marlow Ship Mngt.","Germany","DP World","U.A.E.",,,,,,,,"China P.R.","Denmark",421,,"Marlow Navigation","Shuntian Shungao","Jiangsu Guoxin"
16095346,,,,,,,,,"Skuld",,"14-Jun-2018",,,"01-Mar-2023",27,,8233.07,120.34,"N",,,"Kontor 17 Shpmngt","Germany","DP World","U.A.E.",,,,,,,,"China P.R.","Denmark",421,,"Kontor 17 Shpmngt","Shuntian Shungao","Jiangsu Guoxin"
16095359,,,,,,,,,"Ingosstrrakh",,"21-Sep-2018",,,"15-May-2023",27,,8236.78,120.34,"N",,,"Poseidon Shpg. Co.","Greece","Poseidon Shpg","Russia",,,,,,,,"China P.R.","Russia",421,,"Poseidon Shpg. Co.","Shuntian Shungao","Jiangsu Guoxin"
16095670,,,,,,,,,"Skuld",,"16-Apr-2020",,,"14-Jun-2025",142.8,,26506.33,247,"N",,,"Wilhelmsen Ahrenkiel","Germany","Antong Holdings","China P.R.",,,,,,,,"South Korea","China P.R.",2850,,"Wilhelmsen Ahrenkiel","Daewoo (DSME)","Daewoo (DSME)"
16095683,,"Y","Y","Y",,,,,"Britannia P&I",,"08-Dec-2019",2,"1 x Exhaust Gas Economiser - Kangrim EB45016, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","07-Dec-2024",247.3,,60494.86,350,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",9080,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
16095696,,"Y","Y","Y",,,,,"Britannia P&I",,"27-Jun-2020",2,"1 x Exhaust Gas Economiser - Kangrim EB45016, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","08-Jul-2025",247.3,,60494.86,350,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",9080,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
16095704,,"Y","Y","Y",,,,,"Britannia P&I",,"23-May-2020",2,"1 x Exhaust Gas Economiser - Kangrim EB45016, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","15-Aug-2025",247.3,,60494.86,350,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",9080,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
16095717,,"Y","Y","Y",,,,,"Britannia P&I",,"12-Jan-2020",2,"1 x Exhaust Gas Economiser - Kangrim EB45016, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","11-Jan-2025",247.3,,60494.86,350,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",9080,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
16095746,,,,,,,,,"The London P&I Club",,"22-Oct-2020",,,"10-Dec-2022",32,,7937.46,120.34,"N",,,"Dalian Zhida","China P.R.",,,,,,,,,,"China P.R.",,436,,"Dalian Zhida","Mawei SB (Mawei)","Fujian Shipbuilding"
16095759,,,,,,,,,"Steamship Mutual P&I",,"29-May-2018",,,"03-Feb-2023",32,,7937.46,120.34,"N",,,"Midocean IOM","Isle of Man","Eimskip","Iceland",,,,,,,,"China P.R.","Iceland",436,,"Midocean IOM","Mawei SB (Mawei)","Fujian Shipbuilding"
16095762,,,,,,,,,"Steamship Mutual P&I",,"24-Oct-2021",,,"07-Dec-2026",91,,25830.28,247.09,"N",,,"Technomar Shipping","Greece","Zim Integrated Shpg","Israel",,,,,,,,"China P.R.","Israel",2788,,"Technomar Shipping","Jiangsu New YZJ","Yangzijiang Holdings"
16095775,,,,,,,,,"Steamship Mutual P&I",,"26-Sep-2021",,,"14-Dec-2026",105,,25830.28,247.09,"N",,,"Technomar Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"China P.R.","Denmark",2788,,"Technomar Shipping","Jiangsu New YZJ","Yangzijiang Holdings"
16095788,,,,,,,,,"Gard P&I",,"15-Dec-2016",,,"15-May-2022",155,,25830.28,247.09,"N",,,"MSC","Switzerland","MSC","Italy",,,,,,,,"China P.R.","Switzerland",2781,,"MSC","Jiangsu New YZJ","Yangzijiang Holdings"
16095791,,,,,,,,,"Skuld",,"31-May-2017",,,"27-May-2022",34,,25830.28,247.09,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"China P.R.","France",2788,,"CMA CGM","Jiangsu New YZJ","Yangzijiang Holdings"
16095809,,,,"Y",,,,,"Steamship Mutual P&I",,"10-Nov-2021",,,"10-Dec-2023",36,,10364.38,142.43,"N",,,"Reederei Bernd Sibum","Germany","CMA CGM","France",,,,,,,,"Germany","France",740,,"Reederei Bernd Sibum","SSW Fahr","SSW Fahr"
16095920,,,"Y",,,"Tokyo",,,"Japan P&I",,"15-Sep-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","24-May-2025",170,,27502.12,250,"N",,,"K Line SM Singapore","Singapore","ONE","Japan",,,,,,,,"South Korea","Singapore",,,"K-Line","Hyundai HI (Ulsan)","Hyundai HI Group"
16095933,,,"Y",,,,,,"Britannia P&I",,"23-Aug-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","24-May-2025",170,,27502.12,250,"N",,,"Fukujin Kisen","Japan","ONE","Japan",,,,,,,,"South Korea","Singapore",,,"Fukujin Kisen","Hyundai HI (Ulsan)","Hyundai HI Group"
16095946,,,"Y",,,,,,"Japan P&I",,"13-Jul-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","26-Aug-2025",170,,27407.40,250,"N",,,"Fukujin Kisen","Japan","ONE","Japan",,,,,,,,"South Korea","Singapore",,,"Fukujin Kisen","Hyundai HI (Ulsan)","Hyundai HI Group"
16095959,,,"Y",,,,,,"Japan P&I",,"10-Aug-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","31-Aug-2025",170,,27502.12,250,"N",,,"Synergy Marine Pte","Singapore","Sinokor Merchant","South Korea",,,,,,,,"South Korea","South Korea",3088,,"Synergy Group","Hyundai HI (Ulsan)","Hyundai HI Group"
16095962,,,"Y",,,,,,"Gard P&I",,"17-Mar-2021",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","14-Apr-2026",170,,27502.12,250,"N",,,"Korea Marinecraft","South Korea","ONE","Japan",,,,,,,,"South Korea","Singapore",,,"Korea Marinecraft","Hyundai HI (Ulsan)","Hyundai HI Group"
16095975,,,"Y",,,,,,"Japan P&I",,"29-Jun-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","19-Aug-2025",170,,27407.40,250,"N",,,"Fleet Ship Mgmt.","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",,,"Fleet Management","Hyundai HI (Ulsan)","Hyundai HI Group"
16095988,,,"Y",,,"Tokyo",,,"Japan P&I",,"16-Sep-2020",1,"2 x Exhaust Gas Economiser - Aalborg Mission™ XW","16-Sep-2025",170,,27502.12,250,"N",,,"K-Line","Japan","ONE","Japan",,,,,,,,"South Korea","Singapore",,,"K-Line","Hyundai HI (Ulsan)","Hyundai HI Group"
16096077,,,"Y","Y",,,,,"Gard P&I",,"30-Aug-2020",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","18-Mar-2025",262.2,,63762.55,349.5,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",10656,,"Reederei C-P Offen","Daewoo (DSME)","Daewoo (DSME)"
16096080,,,"Y","Y",,,,,"Standard Club P&I",,"25-Mar-2020",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","31-Mar-2025",262.2,,63762.55,349.5,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",10640,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16096093,,,"Y","Y",,,,,"Gard P&I",,"03-May-2020",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","15-Jun-2025",262.2,,63762.55,349.5,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",10656,,"Reederei C-P Offen","Daewoo (DSME)","Daewoo (DSME)"
16096101,,,"Y","Y",,,,,"North of England P&I",,"18-Mar-2021",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","19-Dec-2025",262.2,,63762.55,349.5,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",10640,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16096114,,,"Y","Y",,,,,"Standard Club P&I",,"07-Oct-2020",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","21-Oct-2025",262.2,,63762.55,349.5,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",10656,,"Reederei C-P Offen","Daewoo (DSME)","Daewoo (DSME)"
16096127,,,"Y","Y",,,,,"UK P&I Club",,"23-Feb-2017",2,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS, 1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","22-Apr-2022",262.2,,63762.55,349.5,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",10640,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16096130,,,"Y","Y",,,,,"North of England P&I",,"10-Feb-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","14-Mar-2022",262.2,,61017.74,349.5,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",10656,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16096143,,,"Y","Y",,,,,"Gard P&I",,"20-Sep-2021",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year, 1 x Exhaust Gas Economiser - Aalborg Mission™ XS","30-Nov-2026",262.2,,61017.74,349.5,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",9232,,"Reederei C-P Offen","Daewoo (DSME)","Daewoo (DSME)"
16096156,,,"Y","Y",,,,,"North of England P&I",,"17-Apr-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","06-Jun-2022",262.2,,61017.74,349.5,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",10656,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16096972,,,,,,,,,"Gard P&I",,"28-Oct-2019",,,"04-Nov-2024",47.3,,14645.43,155.4,"N",,,"JR Ship Management","Netherlands","China COSCO Shipping","China P.R.",,,,,,,,"Germany","Hong Kong",1030,,"JR Shipping BV","J. J. Sietas","J. J. Sietas"
16097687,,,,,,,,,"North of England P&I",,"06-May-2019",,,"09-Jul-2024",47.3,,14581.99,155.4,"N",,,"Amisco Ltd","Estonia","China COSCO Shipping","China P.R.",,,,,,,,"Germany","Hong Kong",1030,,"Amisco Ltd","J. J. Sietas","J. J. Sietas"
16097795,,,,,,,,,"Japan P&I",,"15-May-2017",,,"10-Jul-2022",32.8,,9644.70,133.5,"N",,,"Magellan Solution","South Korea","Namsung Shipping","South Korea",,,,,,,,"South Korea","South Korea",655,,"Magellan Solution","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16098147,,,,"Y",,,34735,35038,"The Swedish Club P&I",,"06-Jul-2020",,,"04-Mar-2025",133.1,,26505.47,247,"N",,,"TS Lines","Taiwan","TS Lines","Taiwan",,,,,,,,"South Korea","Taiwan",2850,,"TS Lines","Daewoo (DSME)","Daewoo (DSME)"
16098150,,,,,,,34735,35038,"Skuld",,"09-Apr-2020",,,"06-May-2025",133.1,,26505.47,247,"N",,,"Quanzhou Ansheng","China P.R.","Antong Holdings","China P.R.",,,,,,,,"South Korea","China P.R.",2850,,"Antong Holdings","Daewoo (DSME)","Daewoo (DSME)"
16098163,,,,,,,34735,35038,"Britannia P&I",,"13-Jun-2020",,,"06-Jun-2025",133.1,,26505.47,247,"N",,,"KLC SM","South Korea","SM Group","South Korea",,,,,,,,"South Korea","South Korea",2850,,"SM Group","Daewoo (DSME)","Daewoo (DSME)"
16098176,,,,,,,34735,35038,"Britannia P&I",,"19-Jul-2020",,,"12-Apr-2025",133.1,,26505.47,247,"N",,,"Atlantic Lloyd","Germany","Shandong Lcang","China P.R.",,,,,,,,"South Korea","Hong Kong",2850,,"Asiatic Lloyd","Daewoo (DSME)","Daewoo (DSME)"
16098200,,,,,,,,,"The Swedish Club P&I",,"21-Oct-2016",,,"16-Apr-2022",79.2,,26196.88,248,"N",,,"Dioryx Maritime Corp","Greece","SM Group","South Korea",,,,,,,,"South Korea","South Korea",2810,,"Dioryx Maritime Corp","Hyundai Samho HI","Hyundai HI Group"
16098213,,,,,,,,,"Gard P&I",,"08-Oct-2017",,,"24-Jun-2022",79.2,,26196.88,248,"N",,,"FML Ship Mgmt.","Cyprus","Asyad Shipping","Oman",,,,,,,,"South Korea","Oman",2810,,"Fleet Management","Hyundai Samho HI","Hyundai HI Group"
16098363,,,,,,,,,"Britannia P&I",,"24-Jul-2018",,,"23-Jul-2023",60,,16461.95,167,"Y",,,"PIL","Singapore","PIL","Singapore",,,,,,,,"China P.R.","Singapore",,,"PIL","Dalian Shipbuilding","CSSC"
16098376,,,,,,,,,"Standard Club P&I",,"23-Jun-2019",,,"22-Jun-2024",60,,16461.95,167,"Y",,,"PIL","Singapore","PIL","Singapore",,,,,,,,"China P.R.","Singapore",,,"PIL","Dalian Shipbuilding","CSSC"
16098547,,,,"Y",,,,,"Standard Club P&I",,"23-Feb-2018",,,"11-Mar-2023",50,,16563.56,171,"N",,,"Kasif Kalkavan Group","Turkey","Kasif Kalkavan Group","Turkey",,,,,,,,"Turkey","Turkey",1325,,"Kasif Kalkavan Group","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098550,,,,,,,,,"Standard Club P&I",,"06-Feb-2018",,,"22-Mar-2023",50,,16563.56,171,"N",,,"Liberty Blue","Germany","Kasif Kalkavan Group","Turkey",,,,,,,,"Turkey","Turkey",1325,,"Liberty Blue","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098563,,,,,,,,,"Skuld",,"06-Sep-2018",,,"25-Nov-2023",50,,16563.56,171,"N",,,"Liberty Blue","Germany","Admiral Container","Malta",,,,,,,,"Turkey","Malta",1325,,"Liberty Blue","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098576,,,,"Y",,,,,"Standard Club P&I",,"26-Jan-2021",,,"26-Jan-2026",50,,16563.56,171,"N",,,"Kasif Kalkavan Group","Turkey","Kasif Kalkavan Group","Turkey",,,,,,,,"Turkey","Turkey",1325,,"Kasif Kalkavan Group","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098589,,,,"Y",,,,,"Standard Club P&I",,"05-Jul-2021",,,"25-Aug-2026",50,,16563.56,171,"N",,,"Kasif Kalkavan Group","Turkey","Kasif Kalkavan Group","Turkey",,,,,,,,"Turkey","Turkey",1325,,"Kasif Kalkavan Group","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098592,,,,"Y",,,,,"Standard Club P&I",,"17-Jun-2017",,,"07-May-2022",50,,16563.56,171,"N",,,"Kasif Kalkavan Group","Turkey","Kasif Kalkavan Group","Turkey",,,,,,,,"Turkey","Turkey",1325,,"Kasif Kalkavan Group","Sedef Gemi (Tuzla)","Sedef Gemi End."
16098639,,"Y","Y",,,,,,"Steamship Mutual P&I",,"09-Dec-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®","19-Dec-2026",259.2,,60471.34,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098642,,"Y","Y",,,,,,"The Swedish Club P&I",,"14-Dec-2016",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®","28-May-2022",259.2,,60471.34,350,"N",,,"Zeaborn Ship Mgmt","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"Zeaborn","Hyundai HI (Ulsan)","Hyundai HI Group"
16098655,,"Y","Y","Y",,"Hong Kong",,,"UK P&I Club",,"05-Nov-2016",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2014 installation year","10-Mar-2022",259.2,,60471.34,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098668,,"Y","Y",,,"Hong Kong",,,"UK P&I Club",,"15-Jan-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2014 installation year","28-May-2022",259.2,,60471.34,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098671,,"Y","Y",,,,,,"UK P&I Club",,"21-Apr-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2013 installation year","04-Jun-2022",259.2,,60471.34,350,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098684,,"Y","Y",,,"Hong Kong",,,"UK P&I Club",,"18-Jul-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2014 installation year","20-May-2022",259.2,,60471.34,350,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098697,,"Y","Y","Y",,,,,"Steamship Mutual P&I",,"28-Feb-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®","23-May-2022",259.2,,60471.34,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098705,,"Y","Y","Y",,,,,"UK P&I Club",,"23-Oct-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap®","28-Jun-2022",259.2,,60471.34,350,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",8970,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
16098868,,,,,,,,,"The London P&I Club",,"18-Aug-2020",,,"17-Aug-2025",65,,15058.04,165,"Y",,,"Dalian Zhida","China P.R.","Transfar Shipping","Singapore",,,,,,,,"China P.R.","Singapore",1290,,"Dalian Zhida","Guangzhou Wenchong","Guangzhou Wenchong"
16098871,,,,,,,,,"The London P&I Club",,"05-Dec-2020",,,"04-Nov-2025",75,,15053.57,165,"Y",,,"Dalian Zhida","China P.R.","Transfar Shipping","Singapore",,,,,,,,"China P.R.","Singapore",1274,,"Dalian Zhida","Guangzhou Wenchong","Guangzhou Wenchong"
16099531,,,,,,,,,"Steamship Mutual P&I",,"09-Oct-2020",,,"10-Oct-2025",52,,13806.17,152.63,"Y",,,"Midocean IOM","Isle of Man","A.P. Moller","Denmark",,,,,,,,"China P.R.","Denmark",925,,"Midocean IOM","Jiangsu Yangzijiang","Yangzijiang Holdings"
16099544,,,,,,,,,"Steamship Mutual P&I",,"25-Dec-2020",,,"27-Oct-2025",52,,13820.71,152.63,"Y",,,"Peter Dohle","Germany","Emirates Shpg Line","U.A.E.",,,,,,,,"China P.R.","U.A.E.",925,,"Peter Dohle","Jiangsu Yangzijiang","Yangzijiang Holdings"
16100275,,,,,,,,,,32.5,"01-Feb-2019",,,"31-Jan-2024",28,,8119.92,129.93,"Y",,,"Oyster Shipping Ltd.","Turkey",,,,,,,,,,"Turkey",,540,,"Net Denizcilik","Madenci Shipyard","Madenci Shipyard"
16100288,,,,,,,,,,32.5,"22-May-2014",,,"22-May-2019",28,,8119.92,129.93,"Y",,,"Flora Shipping Corp","Turkey",,,,,,,,,,"Turkey",,540,,"Flora Shipping Corp","Madenci Shipyard","Madenci Shipyard"
16100383,,,,,,,5618,10678,"West of England P&I",,"19-Jan-2017",,,"18-Mar-2022",38,,11633.59,135.45,"Y",,,"Gemadept","Vietnam","CMA CGM","France",,,,,,,,"Japan","France",774,,"Gemadept","Hakata Zosen","Hakata Zosen"
16100396,,,,,,,5618,10678,"West of England P&I",,"27-Oct-2021",,,"09-Oct-2026",38,,11666.99,135.45,"Y",,,"Gemadept","Vietnam","Yang Ming Marine","Taiwan",,,,,,,,"Japan","Taiwan",774,,"Gemadept","Hakata Zosen","Hakata Zosen"
16100554,,,,,,,,,"Japan P&I",,"30-Jun-2017",,,"29-Jun-2022",60.2,,14471.80,160.96,"N",,,"K Line SM Singapore","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",1180,,"K-Line","Imabari SB (Imabari)","Imabari Shipbuilding"
16100567,,,,,,,,,"Gard P&I",,"05-Mar-2018",,,"04-Mar-2023",60.2,,14471.80,160.96,"N",,,"Interasia Lines","Japan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Japan",1180,,"Wan Hai Lines","Imabari SB (Imabari)","Imabari Shipbuilding"
16100570,,,,,,,,,"UK P&I Club",,"04-Mar-2021",,,"13-Feb-2026",24.5,,14471.80,160.96,"Y",,,"Misuga Kaiun Co Ltd","Japan","Samudera Indonesia","Indonesia",,,24.5,54.5,,,,"Japan","Singapore",1180,,"Misuga Kaiun Co Ltd","Imabari SB (Imabari)","Imabari Shipbuilding"
16100583,,,,,,,,,"UK P&I Club",,"16-Sep-2021",,,"15-Aug-2026",22.52,,14471.80,160.96,"N",,,"Misuga Kaiun Co Ltd","Japan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Japan",1180,,"Misuga Kaiun Co Ltd","Imabari SB (Imabari)","Imabari Shipbuilding"
