"Listing"

"WFR Listing"
"Created 15 February 2022 21:19"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
16287114,9768930,"Tientsin",477913300,,"Hong Kong","Swire Bulk","Swire Bulk","John Swire & Sons","01-Aug-2016","20-Jan-2015","07-Jun-2014",,,,37657,29.8,10.55," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 6,780mkW total at 127rpm",9218,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",14.7,5,46994,"Bulk Carrier","Australasia (28.6 %)",20,179.97,,,,"United Kingdom","Imabari SB (Imabari)"
16287127,9768942,"Pan Fortune",440057000,"Tsingtao","South Korea","Pan Ocean","Pan Ocean","Pan Ocean","01-Sep-2016","20-Jan-2015","07-Jun-2014",,,,37657,29.8,10.55," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 6,780mkW total at 127rpm",9218,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",14.7,5,46994,"Bulk Carrier","West Coast North America (43.9 %)",20,179.97,,,,"South Korea","Imabari SB (Imabari)"
16287130,9768954,"Tunsin",477636600,,"Hong Kong",,"Swire Bulk","John Swire & Sons","01-Jan-2017","29-Aug-2016","07-Jun-2014",,,,37657,29.8,10.55," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 6,780mkW total at 127rpm",9218,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",14.7,5,46994,"Bulk Carrier","East Coast North America (19.4 %)",20,179.97,,,,"United Kingdom","Imabari SB (Imabari)"
16220140,9643453,"Handy Stranger",212366000,,"Cyprus","Grecomar SA","Grecomar SA","Grecomar SA","01-Jan-2014","27-Dec-2012","29-Aug-2011",,,,34753,30,10.02," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S50ME-B9.3 - 2-stroke 5-cyl. 500mm x2214mm bore/stroke 6,050mkW total at 99rpm",8226,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System (Pending) - PANASIA Glo-En™ P2000 at 2000cu.m/hr - 2024 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - PANASIA Glo-En™ P1500 at 1500cu.m/hr - 2024 installation year",,5,46951,"Bulk Carrier","East Coast South America (25.6 %)",20,182,,,,"Greece","Dae Sun Shipbuilding"
16406559,9925734,"N/B I-S Shipyard Imabari 248",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Mar-2022",,"01-Jan-2020",,,,37600,,," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier",,20,,,,,"Japan","I-S Shipyard"
16425671,9951886,"N/B I-S Shipyard Imabari S-A266",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Feb-2023",,"01-Aug-2020",,,,37600,,," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.5 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 5,920mkW total at 106rpm",8049,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier",,20,,,,,"Japan","I-S Shipyard"
16431285,9960174,"N/B I-S Shipyard Imabari S-A265",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Apr-2023",,"01-Aug-2020",,,,37600,,," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.5 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 5,920mkW total at 106rpm",8048,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier",,20,,,,,"Japan","I-S Shipyard"
16431298,9960186,"N/B I-S Shipyard Imabari S-A271",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Jun-2023",,"01-Jan-2021",,,,37600,,," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.5 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 5,920mkW total at 106rpm",8048,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier",,20,,,,,"Japan","I-S Shipyard"
16326006,9806316,"N/B I-S Shipyard Imabari 119",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Jan-2022",,"01-Dec-2015",,,,37600,29.8,10.54," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,46995,"Bulk Carrier",,20,179.9,,,,"Japan","I-S Shipyard"
16300514,9767704,"Gardno",311000556,,"Bahamas","Polish Steamship Co","Polish Steamship Co","Polish Steamship Co","01-Jun-2018","16-Nov-2015","05-Dec-2014",,,,36643,23.7,11.25," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.5 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 5,850mkW total at 85rpm",7954,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",14.5,6,42672,"Bulk Carrier","East Coast North America (31.1 %)",20,199.99,,,,"Poland","Jiangsu New YZJ"
16300527,9767716,"Jamno",311000577,,"Bahamas","Polish Steamship Co","Polish Steamship Co","Polish Steamship Co","01-Dec-2018","16-Nov-2015","05-Dec-2014",,,,36609,23.7,11.25," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.5 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 5,850mkW total at 85rpm",7954,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",13.8,6,42672,"Bulk Carrier","United Kingdom/Continent (43.1 %)",20,199.99,,,,"Poland","Jiangsu New YZJ"
16300530,9767728,"Narie",311000558,,"Bahamas","Polish Steamship Co","Polish Steamship Co","Polish Steamship Co","01-Dec-2018","26-Nov-2015","05-Dec-2014",,,,36648,23.7,11.25," 3 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.5 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 5,850mkW total at 85rpm",7954,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",13.8,6,42672,"Bulk Carrier","East Coast South America (43.9 %)",20,199.99,,,,"Poland","Jiangsu New YZJ"
16298123,9766164,"Federal Alster",538008901,,"Marshall Is.","Fednav","Intership Navigation","Hartmann AG","01-Sep-2016","10-Dec-2015","26-Mar-2014",,,,36583,23.70,11.25," 2 x Crane - MacGregor GLB 3626 (Centreline) SWL 30 tons, 2 x Crane - MacGregor GLB 3628 (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.2 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 8,600mkW total at 100rpm",11693,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,6,42777,"Bulk Carrier","East Coast North America (31.8 %)",20,199.77,,,,"Germany","New Times SB"
16298136,9766176,"Federal Ruhr",538008902,,"Marshall Is.","Fednav","Intership Navigation","Hartmann AG","01-Feb-2017","26-Nov-2015","26-Mar-2014",,,,36583,23.70,11.27," 2 x Crane - MacGregor GLB 3626 (Centreline) SWL 30 tons, 2 x Crane - MacGregor GLB 3628 (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.2 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 8,600mkW total at 100rpm",11693,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,6,42777,"Bulk Carrier","East Coast North America (56.0 %)",20,199.92,,,,"Germany","New Times SB"
16298149,9766188,"Federal Mosel",538008903,,"Marshall Is.","Fednav","Intership Navigation","Hartmann AG","01-Apr-2017","26-Nov-2015","26-Mar-2014",,,,36583,23.70,11.25," 2 x Crane - MacGregor GLB 3626 (Centreline) SWL 30 tons, 2 x Crane - MacGregor GLB 3628 (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G50ME-B9.2 - 2-stroke 5-cyl. 500mm x2500mm bore/stroke 8,600mkW total at 100rpm",11693,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P1000 at 1000cu.m/hr",,6,42777,"Bulk Carrier","East Coast North America (34.6 %)",20,199.77,,,,"Germany","New Times SB"
16173103,9571430,"Orient Mate",441980000,,"South Korea","Bokwang Shipping Co.","Bokwang Shipping Co.","Bokwang Shipping Co.","01-Jan-2014","27-Dec-2010","01-Aug-2009",,,,32470,30,9.7," 4 x Crane (Centreline) SWL 30 tons (grab fitted), 1 x Crane, Provision - Dongnam DMC SWL 3 tons, 1 x Gantry, Engine Room SWL 3 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6S46MC-C7.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,860mkW total at 129rpm",10687,"Fitted",,"1 x Exhaust Scrubber - SOx - 2020 installation year, 2 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr - 2022 installation year",,5,46178.2,"Bulk Carrier","East Asia (49.4 %)",20,180.86,,14,,"South Korea","Korea Yanase SB"
16173116,9571442,"Kotor",375074000,,"St. Vincent & G.","Dabinovic (Monaco)","Dabinovic (Monaco)","Dabinovic (Monaco)","01-Nov-2014","11-Apr-2011","01-Aug-2009",,,,32377,30,9.7," 4 x Crane (Centreline) SWL 30 tons (grab fitted), 1 x Gantry, Engine Room SWL 3 tons, 1 x Crane, Provision - Dongnam DMC SWL 3 tons",27,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6S46MC-C7.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,860mkW total at 129rpm",10687,,,"1 x BWTS - Ballast Water Treatment System - Bio-UV BIO-Sea® at 600cu.m/hr - 2019 installation year",,5,46178.2,"Bulk Carrier","Mediterranean / Black Sea (57.9 %)",20,179.98,,14,,"Monaco","Korea Yanase SB"
16235144,9667045,"Midland Trader",255806204,,"Madeira","Oldendorff Carriers","Oldendorff Carriers","Oldendorff Carriers","01-Jan-2019","22-Mar-2013","21-Jun-2012",,,,35166,29.97,10.1," 4 x Crane - Mitsubishi HI Mach SWL 35 tons (grab fitted), 1 x Crane, Provision (Port Aft), 8m. max. outreach",,,"VLS IFO",,"1 x Diesel - WinGD 5RT-flex50-D - 2-stroke 5-cyl. 500mm x2050mm bore/stroke 6,100mkW total at 124rpm",8294,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 800cu.m/hr",,5,45000,"Bulk Carrier","East Coast North America (30.5 %)",20,180,14.5,13.8,,"Germany","Samjin Shipbuilding"
16235157,9667057,"Hansa Baltica",255806205,,"Madeira","Oldendorff Carriers","Oldendorff Carriers","Oldendorff Carriers","01-Aug-2019","21-May-2013","21-Jun-2012",,,,35737,29.97,10.22," 4 x Crane - Mitsubishi HI Mach SWL 35 tons (grab fitted), 1 x Crane, Provision (Port Aft), 8m. max. outreach",,,"VLS IFO",,"1 x Diesel - WinGD 5RT-flex50-D - 2-stroke 5-cyl. 500mm x2050mm bore/stroke 8,725mkW total at 124rpm",11855,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 800cu.m/hr",,5,45000,"Bulk Carrier","Mediterranean / Black Sea (26.9 %)",20,180,14.5,13.8,,"Germany","Samjin Shipbuilding"
16266885,9711705,"Maestro Diamond",538006339,,"Marshall Is.","Maestro Shipping SA","Maestro Shipping SA","Maestro Shipping SA","01-May-2015","23-Jun-2014","01-Aug-2013",,,,36920,28.6,10.87," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.3 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System",,5,45790.8,"Open Hatch Carrier","East Coast North America (25.5 %)",20,177.8,15,14.5,,"Switzerland","Saiki Hvy. Ind."
16266898,9711717,"Maestro Pearl",538006340,,"Marshall Is.","Maestro Shipping SA","Maestro Shipping SA","Maestro Shipping SA","01-Jul-2015","23-Jun-2014","01-Aug-2013",,,,36920,28.6,10.87," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.3 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,"Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System",,5,45790.8,"Open Hatch Carrier","East Coast North America (50.0 %)",20,177.85,15,14.5,,"Switzerland","Saiki Hvy. Ind."
16189283,9606015,"Elpiniki",374575000,"Furness Portland","Panama",,"Silo Management SA","Silo Management SA","01-Jan-2014","22-Dec-2011","01-Jun-2010",,,,37045,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons at 26m.",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46MC-C8.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,,,,5,45790,"Open Hatch Carrier","East Coast South America (24.6 %)",20,177.8,,,,"Greece","Saiki Hvy. Ind."
16189296,9606027,"Furness Southern Cross",564761000,,"Singapore","Furness Withy","Grace Ocean","Mitsui & Co","01-Jun-2014","22-Dec-2011","01-Jun-2010",,,,37085,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons at 26m.",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46MC-C8.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,,,,5,45790,"Open Hatch Carrier","East Asia (36.5 %)",20,177.8,,,,"Japan","Saiki Hvy. Ind."
16189304,9606039,"ES Dignity",538008355,"Western Coronel","Marshall Is.","Glory Ships","Glory Ships","Erasmus Corp","01-Jul-2014","22-Dec-2011","01-Jun-2010",8291,,,37084,28.6,10.87," 4 x Crane (Centreline) SWL 30 tons at 26m. (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46MC-C8.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,,,,5,45790,"Open Hatch Carrier","East Coast South America (49.0 %)",20,177.85,14,13.5,,"Netherlands","Saiki Hvy. Ind."
16189317,9606041,"Shinsung Accord",441144000,"Western Callao","South Korea","Shinsung Shpg Co","Shinsung Shpg Co","Shinsung Shpg Co","01-Feb-2015","22-Dec-2011","01-Jun-2010",8312,,,37063,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons at 26m.",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46MC-C8.2 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,,"1 x BWTS - Ballast Water Treatment System - 2019 installation year",,5,45791,"Open Hatch Carrier","South East Asia (29.3 %)",20,177.8,14.4,14,,"South Korea","Saiki Hvy. Ind."
16220940,9649548,"Arklow Spray",250002903,,"Irish Republic","Arklow Shipping Ltd","Arklow Shipping Ltd","Arklow Shipping Ltd","01-Jan-2014","25-Jun-2013","01-Oct-2011",,,,34919,30,10," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S50ME-B9.2 - 2-stroke 5-cyl. 500mm x2214mm bore/stroke 6,050mkW total at 99rpm",8220,,"Eco – Electronic Engine","2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P800 at 800cu.m/hr",,5,46951,"Bulk Carrier","East Coast South America (43.5 %)",20,182,14,14,,"Ireland","Dae Sun Shipbuilding"
16153563,9526722,"Basic Challenger",353065000,,"Panama","Pacific Carriers","Doun Kisen","Doun Kisen","01-Dec-2014","23-Dec-2010","30-Jun-2008",,,,36936,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 6UEC45LSE - 2-stroke 6-cyl. 450mm x1840mm bore/stroke 7,470mkW total at 130rpm",10150,,,"1 x BWTS - Ballast Water Treatment System",15,5,45790,"Open Hatch Carrier","Australasia (34.4 %)",20,177.8,,,,"Japan","Saiki Hvy. Ind."
16248399,9691163,"Summit SW",356610000,,"Panama","Shih Wei Navigation","Shih Wei Navigation","Shih Wei Navigation","01-Sep-2014","09-Apr-2014","03-Apr-2013",,,,37055,28.6,10.87," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S46ME-B8.3 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 8,280mkW total at 129rpm",11250,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - 2019 installation year",,5,45790,"Open Hatch Carrier","South East Asia (38.1 %)",20,177.85,,,,"Taiwan","Saiki Hvy. Ind."
16262061,9711729,"Ken Shin",357533000,,"Panama","Inui Global Logistic","Inui Global Logistic","Inui Global Logistic","01-Nov-2014","06-Jun-2014","01-Jul-2013",,,,37057,28.6,10.87," 4 x Crane (Centreline) SWL 30 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6S46ME-B8.3 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Fuji Electric - 2019 installation year, BWTS - Ballast Water Treatment System",,5,45790,"Open Hatch Carrier","East Asia (38.7 %)",20,177.85,,,,"Japan","Saiki Hvy. Ind."
16230257,9652325,"ES Jupiter",357431000,"Sagittarius Ocean","Panama","Glory Ships","Glory Ships","Erasmus Corp","01-Aug-2014","12-Aug-2013","01-Feb-2011",,,,37052,28.6,10.85," 4 x Crane - Mitsubishi HI Mach (Centreline) SWL 30 tons, 1 x Crane, Provision SWL 1.50 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 6UEC45LSE-eco-B2 - 2-stroke 6-cyl. 450mm x1930mm bore/stroke 7,470mkW total at 128rpm",10140,,"Eco – Electronic Engine","BWTS - Ballast Water Treatment System",,5,45790,"Open Hatch Carrier","West Coast North America (95.6 %)",20,177.8,14.5,13.5,,"Netherlands","Onomichi Dockyd"
16230244,9623063,"Global Effort",373412000,,"Panama","NYK Bulk & Projects","Sampo Unyu Co Ltd","Sampo Unyu Co Ltd","01-Oct-2014","05-Dec-2011","01-Feb-2011",,,,37072,28.6,10.87," 4 x Crane - Mitsubishi HI Mach (Centreline) SWL 30 tons, 1 x Crane, Provision SWL 1.50 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 6UEC45LSE-eco-B2 - 2-stroke 6-cyl. 450mm x1930mm bore/stroke 7,470mkW total at 128rpm",10140,,"Eco – Electronic Engine","2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P500 at 500cu.m/hr",15.2,5,45790,"Open Hatch Carrier","East Asia (25.0 %)",20,177.85,,,,"Japan","Onomichi Dockyd"
16221626,9649861,"Nordic Seoul",636092785,,"Liberia","Nordic Hamburg","Nordic Hamburg","Nordic Hamburg","01-Aug-2017","12-Oct-2012","25-Nov-2011",,,,35882,30.01,10.2," 4 x Crane - NMF (Centreline) SWL 35 tons, 28m. max. outreach, 1 x Crane, Provision (Port Aft), 8m. max. outreach",,,"VLS IFO",18.8,"1 x Diesel - MAN B. & W. 5S50ME-B9.2 - 2-stroke 5-cyl. 500mm x2214mm bore/stroke 6,700mkW total at 92.70rpm",9110,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 1500cu.m/hr, 1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 750cu.m/hr",14.1,5,47500,"Bulk Carrier","West Coast South America (48.0 %)",20,180.00,14,13.5,,"Germany","Samjin Shipbuilding"
16221639,9649873,"Nordic Incheon",636092803,,"Liberia","Nordic Hamburg","Nordic Hamburg","Nordic Hamburg","01-Jan-2018","19-Dec-2012","25-Nov-2011",,,,35817,30,10.22," 4 x Crane - NMF (Centreline) SWL 35 tons, 28m. max. outreach, 1 x Crane, Provision (Port Aft), 8m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S50ME-B9.2 - 2-stroke 5-cyl. 500mm x2214mm bore/stroke 6,700mkW total at 92.70rpm",9110,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 1500cu.m/hr, 1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 750cu.m/hr",14.1,5,47500,"Bulk Carrier","West Coast North America (24.4 %)",20,179.99,,,,"Germany","Samjin Shipbuilding"
16221642,9649885,"Nordic Busan",636092830,,"Liberia",,"Nordic Hamburg","Nordic Hamburg","01-Apr-2018","01-Feb-2013","25-Nov-2011",,,,35800,30,10.22," 4 x Crane - NMF (Centreline) SWL 35 tons, 28m. max. outreach, 1 x Crane, Provision (Port Aft), 8m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5S50ME-B9.2 - 2-stroke 5-cyl. 500mm x2214mm bore/stroke 6,700mkW total at 92.70rpm",9110,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 1500cu.m/hr, 1 x BWTS - Ballast Water Treatment System - RWO CleanBallast at 750cu.m/hr",14.1,5,47500,"Bulk Carrier","East Coast South America (25.4 %)",20,179.98,,,,"Germany","Samjin Shipbuilding"
16230231,9623051,"St. Paul",311000980,"NY Trader II","Bahamas","Tri Bulk Shpg Ltd","Tri Bulk Shpg Ltd","Tri Bulk Shpg Ltd","01-Sep-2014","05-Dec-2011","01-Feb-2011",,,,37054,28.6,10.85," 4 x Crane - Mitsubishi HI Mach (Centreline) SWL 30 tons, 1 x Crane, Provision SWL 1.50 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 6UEC45LSE-eco-B2 - 2-stroke 6-cyl. 450mm x1930mm bore/stroke 7,470mkW total at 128rpm",10140,,"Eco – Electronic Engine","2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P500 at 500cu.m/hr",,5,36747,"Open Hatch Carrier","East Coast North America (39.8 %)",20,177.8,,,,"Greece","Onomichi Dockyd"
16178508,9547178,"ASL Leban",538005604,"Ikan Leban","Marshall Is.","Abo Shoten K.K.","Abo Shoten K.K.","Abo Shoten K.K.","01-Jun-2014","09-Aug-2013","31-Jul-2008",,,,37059,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons, 1 x Crane, Provision SWL 1.50 tons",,,"VLS IFO",,"1 x Diesel - Mitsubishi 6UEC45LSE - 2-stroke 6-cyl. 450mm x1840mm bore/stroke 7,470mkW total at 130rpm",10140,,,"2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P500 at 500cu.m/hr",,5,45791,"Open Hatch Carrier","East Coast South America (39.8 %)",20,177.8,,,,"Japan","Onomichi Dockyd"
16295951,9539535,"Bunun Glory",352843000,,"Panama","Wisdom Marine Group","Wisdom Marine Group","Wisdom Marine Group","01-Apr-2015","23-Jun-2014","01-Mar-2014",,,,37046,28.6,10.85," 4 x Crane (Centreline) SWL 30 tons at 26m., 1 x Crane, Provision SWL 1.50 tons",,,"VLS IFO",29.2,"1 x Diesel - MAN B. & W. 6S46ME-B8.3 - 2-stroke 6-cyl. 460mm x1932mm bore/stroke 7,050mkW total at 110rpm",9585,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P500 at 500cu.m/hr",14.7,5,45790.76,"Open Hatch Carrier","East Asia (33.2 %)",20,177.85,14.5,14,,"Taiwan","Saiki Hvy. Ind."
16389085,9894703,"N/B Minaminippon (Ozai) Oita 777",,,"Unknown",,"Unknown Japanese","Unknown Japanese","01-Jan-2022",,"01-May-2019",,,,37100,,," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier",,20,,,,,"Japan","Minaminippon (Ozai)"
16370588,9846146,"Ken Bos",352410000,,"Panama",,"Inui Global Logistic","Inui Global Logistic","01-Aug-2019","24-Dec-2015","01-Jan-2018",,,,36644,30,10.34," 4 x Crane SWL 30 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 5S50ME-C8.5 - 2-stroke 5-cyl. 500mm x2000mm bore/stroke 5,650mkW total at 108rpm",7682,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 2000x1-G at 2000cu.m/hr, 1 x Exhaust Scrubber - SOx - Wartsila Moss",,5,47053,"Open Hatch Carrier","East Asia (36.1 %)",21,179.99,,,,"Japan","Oshima Shipbuilding"
16370591,9846158,"Ken Ann",371365000,,"Panama","Inui Global Logistic","Inui Global Logistic","Inui Global Logistic","01-Nov-2019","24-Dec-2015","01-Jan-2018",,,,36644,30,10.34," 4 x Crane SWL 30 tons",,,"IFO 380",21.6,"1 x Diesel - MAN B. & W. 5S50ME-C8.5 - 2-stroke 5-cyl. 500mm x2000mm bore/stroke 5,650mkW total at 108rpm",7682,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Wartsila Moss, 1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 2000x1-G at 2000cu.m/hr",13.5,5,47044,"Open Hatch Carrier","East Asia (32.8 %)",21,179.99,14.3,13.5,,"Japan","Oshima Shipbuilding"
