"Listing"

"WFR Listing"
"Created 16 February 2022 17:55"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","Gear (Ind)","Holds Total No","Hatches Total No","Strengthened for Ore","Grain Capacity (cu m)","Great Lakes Fitted","Great Lakes Only","Demo Buyer","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
12724709,9233399,413238230,"Bulk","Lake Maine",53531,2001,"Imabari SB Marugame",,,"29-Oct-2007","USD",72,"Greek interests","Greece","Misuga Kaiun Co. Ltd","Japan",,,,,,"29-Oct-1999",,,,"Y",5,5,,68927,,"N",,,,53531,29963,6
12551945,9118848,355965000,"Bulk","Golden Bridge",69057,1995,"Imabari SB Marugame",,,"26-Oct-2007","USD",68,"Clients of Rizhao Steel","China P.R.","Van Yu Trading","Hong Kong",,,,9804,,"01-Jul-1994",,,,"N",7,7,"Y",82025,"N","N",,,,69057,35899,12
12518919,9110327,374315000,"Bulk","Hanjin Tampa",27374,1995,"HHIC (Yeongdo)",,,"26-Oct-2007","USD",40,"Clients of Ocean Longevity","Hong Kong","Hanjin Shpg Co.","South Korea",,,,6135,,"11-Feb-1994",,,,"Y",5,5,,35155,,"N",,,,27374,16252,12
12511965,9086966,351404000,"Bulk","Nord Viking",45208,1994,"Kanasashi K.K.",,,"26-Oct-2007","USD",55,"Chinese interests","China P.R.","ID Shipping","Denmark",,"Bangladesh",,7636,360,"20-Dec-1993","28-Feb-2020",,,"Y",5,5,,58148,,"N","Bangladesh",,,45208,26040,13
16059580,9374181,538003234,"Bulk","Nicole",77096,2007,"Namura Shipbuilding",,,"24-Oct-2007","USD",104,"Clients of Daebo Shipping","South Korea","Transmed Shipping","Greece",,,,10686,,"01-Jan-2005",,,,"N",7,7,,92128,"N","N",,,,77000,40700,0
12572195,9134804,511100182,"Bulk","Gisela Oldendorff",20101,1997,"Wuhu Shipyard",,,"19-Oct-2007",,,"Undisclosed interests","Greece","Egon Oldendorff","Germany",,,,6400,,"14-Jul-1995",,,,"Y",4,4,,23693,"Y","N",,900,,20101,13781,10
12614291,9150743,518100289,"Bulk","Kent Timber",20427,1999,"Wuhu Shipyard",,,"18-Oct-2007","USD",30.5,"Hong Kong interests","Hong Kong","Egon Oldendorff","Germany",,,,,,"23-Oct-1995",,,,"Y",4,4,,23693,"Y","N",,900,,20427,13781,8
16097582,9438042,538005498,"Bulk","N/B RESALE HULL 216*",53819,2008,"Taizhou Kouan SB","#",1851.06,"17-Oct-2007",,,"Clients of Excel Maritime","Greece","Enterprises Shpg.","Greece",,,,,,"01-Jan-2005",,,,"Y",5,5,,65877,,"N",,,,53000,30937,0
16097579,9438030,414420000,"Bulk","N/B RESALE HULL 215*",53819,2008,"Taizhou Kouan SB","#",1851.05,"17-Oct-2007",,,"Clients of Excel Maritime","Greece","Enterprises Shpg.","Greece",,,,,,"01-Jan-2005",,,,"Y",5,5,,65877,,"N",,,,53000,30937,0
12480331,9050395,371155000,"Bulk","Hamburg Max*",73498,1994,"Hyundai HI (Ulsan)","#",1851.03,"17-Oct-2007",,,"Clients of Excel Maritime","Greece","Enterprises Shpg.","Greece",,,,10834,,,,,,"N",7,7,"Y",86002,"N","N",,,,72338,39012,13
12195095,7720714,,"Bulk","Dragonis",19399,1978,"Hyundai HI (Ulsan)",,,"17-Oct-2007",,,"Far Eastern interests","Unknown","Treasure Maritime","Hong Kong",,,,5458,,,,,,"Y",4,4,"Y",24249,"Y","N",,,,19399,11168,28
16112702,9398682,235074588,"Bulk","N/B RESALE HULL*",170015,2009,"Sungdong SB","#",1851.08,"17-Oct-2007",,,"Clients of Excel Maritime","Greece","Enterprises Shpg.","Greece",,,,,,"01-Jul-2007",,,,"N",9,9,,191400,,"N",,,,172000,87500,-2
16112715,9398694,235074589,"Bulk","N/B RESALE HULL",170024,2010,"Sungdong SB","#",1851.09,"17-Oct-2007",,,"Clients of Excel Maritime","Greece","Enterprises Shpg.","Greece",,,,,,"01-Jul-2007",,,,"N",9,9,,191400,,"N",,,,172000,87500,-2
16114193,9398656,210066000,"Bulk","N/B RESALE HULL",82518,2008,"Tsuneishi Zhoushan",,1848.01,"15-Oct-2007","USD",59,"Clients of Neda Maritime","Greece","Kambara Kisen","Japan",,,,,,"01-Sep-2007",,,,"N",7,7,,97233,"N","N",,,,82800,43000,-1
16114201,9398668,249469000,"Bulk","N/B RESALE HULL*",82612,2008,"Tsuneishi Zhoushan","#",1848.02,"15-Oct-2007","USD",58,"Clients of Neda Maritime","Greece","Kambara Kisen","Japan",,,,,,"01-Sep-2007",,,,"N",7,7,,97233,"N","N",,,,82800,43000,-1
12301335,8116881,371902000,"Bulk","Durumata",27192,1982,"Kanasashi K.K.",,,"15-Oct-2007","USD",12,"European interests","Turkey","Ataduru Denizcilik","Turkey",,,,,,,,,,"Y",5,5,,32295,"Y",,,,,27192,16712,25
15639219,9314129,210761000,"Bulk","Thalassini Niki*",171809,2005,"Daewoo (DSME)",,1847.01,"12-Oct-2007","USD",275,"Clients of Diana Shipping","Greece","Enesel S.A.","Greece",,,,,,"15-Apr-2004",,47,"$m","N",9,9,,187604,"N","N",,,,174566,89076,2
12737691,9225809,620688000,"Bulk","Thalassini Kyra*",164218,2002,"CSBC (Kaohsiung)","#",1847.02,"12-Oct-2007",,,"Clients of Diana Shipping","Greece","Enesel S.A.","Greece",,"Bangladesh",,23954,,"25-Jan-2000","19-Mar-2020",,,"N",9,9,,183468,"N","N","Bangladesh",,,164218,85957,5
11378105,9062544,413740000,"Tanker","Esperanza",120880,1993,"Fujian Xinyuan SY",,,"12-Oct-2007","USD",31,"Chinese interests","China P.R.","Marmaras Nav. Ltd.","Greece","Tanker",,2009,16352,,,,,,"N",5,5,,112698,,,,,,106684,62390,14
12516465,9109512,620331000,"Bulk","Gwendolyn",18233,1995,"Shikoku Dock.",,,"12-Oct-2007","USD",23.5,"Far Eastern interests","Malaysia","Hellas Marine Serv.","Greece",,,,4390,,"28-Jan-1994",,14.5,"$m","Y",4,4,,23212,"Y","N",,,,18233,11176,12
12660377,9181041,355300000,"Bulk","Aegean Hawk",50326,2000,"Mitsui SB (Tamano)",,,"12-Oct-2007","USD",61,"Greek interests","Greece","Nissen Kaiun K.K.","Japan",,,,8150,,"01-Sep-1997",,,,"Y",5,5,"N",63198,,"N",,0,,50326,27992,7
15462031,9305104,352980801,"Bulk","Iolcos Destiny*",74475,2006,"Hudong Zhonghua","#",1844.02,"09-Oct-2007",,,"Clients of Paragon","Greece","Iolcos Hellenic","Greece",,,,12862,,"23-May-2003",,,,"N",7,7,,91717,"N","N",,,,74475,40494,1
15412823,9305099,636013655,"Bulk","Anny Petrakis*",74477,2006,"Hudong Zhonghua",,1844.01,"09-Oct-2007","USD",178,"Clients of Paragon","Greece","Iolcos Hellenic","Greece",,,,12860,,"23-May-2003",,,,"N",7,7,,91717,"N","N",,,,74477,40485,1
12491195,9074195,440515000,"Bulk","Tiger Lily",149190,1995,"CSBC (Kaohsiung)",,,"09-Oct-2007","USD",90,"Clients of DryTank","Greece","Osaka Fleet Co.","Japan",,"Bangladesh",,18476,375,,"01-Nov-2019",,,"N",9,9,"N",164598,"N","N","Bangladesh",,,149190,77201,12
12399103,8417637,,"Bulk","Dong-A Helios",146940,1986,"Namura Shipbuilding",,,"08-Oct-2007","USD",48,"Undisclosed interests","South Korea","Dong-A Tanker Co.","South Korea",,,,20039,,,,,,"N",9,9,"Y",156799,"N","N",,,,146940,77458,21
12592685,9151395,511100616,"Bulk","Rubin Nacre",18315,1997,"Shikoku Dock.",,,"08-Oct-2007",,,"G. Bros Maritime","Greece","Singa Star Pte. Ltd.","Japan",,,,4308,,"19-Dec-1995",,,,"Y",4,4,,23212,"Y","N",,,,18315,11194,10
12517125,9100396,525100645,"Bulk","Matira",45863,1994,"Koyo Dock",,,"05-Oct-2007","USD",46.5,"Clients of Lydimar","Greece","DryShips Inc.","Greece",,"Bangladesh",,8002,370,"28-Jan-1994","06-Nov-2020",,,"Y",5,5,,58918,"N","N","Bangladesh",,,45863,26200,13
12521069,9104196,357050000,"Bulk","Amazonia",28475,1994,"Kanda Zosensho",,,"04-Oct-2007","USD",30,"Undisclosed interests","Denmark","Pacific Basin Shpg.","Hong Kong",,,,6334,,"06-Apr-1994",,,,"Y",5,5,,36665,,,,,,28475,17400,12
16062906,9421831,249290000,"Bulk","N/B RESALE HULL HN-1001",170039,2008,"Daehan Shipbuilding",,,"28-Sep-2007","USD",145,"Clients of Dryships","Greece","Golden Ocean","Norway",,,,,,"06-Dec-2006",,72.25,"$m","N",9,9,,191500,,"N",,,,170500,88000,0
15679615,9331713,636014524,"Bulk","N/B RESALE HULL 53-HL09*",53538,2011,"Ha Long Shipbuilding","#",1829.03,"28-Sep-2007",,,"Undisclosed interests","Unknown","Ofer Bros. (Mngmt.)","Israel",,,,,,"16-Sep-2004",,,,"Y",5,5,,65945,,,,,,53000,31260,-3
12538083,9111931,374731000,"Bulk","Arhimidis SB",45320,1995,"Oshima Shipbuilding",,,"27-Sep-2007","USD",43,"Greek interests","Greece","Nomikos A.E.","Greece",,"Pakistan",,7037,370,"19-Aug-1994","21-Aug-2020",,,"Y",5,5,,56457,,,"Pakistan",,,45320,25074,11
12729333,9235957,,"Bulk","Selinda*",28107,2001,"Bohai Shipbuilding",,1820.01,"21-Sep-2007","USD",34.75,"Clients of Salamon","Germany","John T. Essberger","Germany",,,,7238,,"30-Nov-1999",,,,"Y",5,5,,37415,"N","N",,,,28107,17784,6
12740617,9235969,542587110,"Bulk","Swakop*",28083,2001,"Bohai Shipbuilding","#",1820.02,"21-Sep-2007","USD",34.75,"Clients of Salamon","Germany","Transocean S/Mngt","Germany",,,,7343,,"17-Feb-2000",,14.75,"$m","Y",5,5,,37415,"N","N",,0,,28110,17784,6
16048221,9405071,538009462,"Bulk","Private",177853,2007,"Shanghai Waigaoqiao",,,"21-Sep-2007","USD",104,"Undisclosed interests","Greece","Geden Line","Turkey",,,,25000,,"21-Jul-2006",,,,"N",9,9,"Y",194179,"N","N",,,,177000,90685,0
12500369,9079169,273212240,"Bulk","Baffin*",43732,1995,"Daewoo (DSME)",,1819.01,"20-Sep-2007","USD",35.5,"Clients of Britannia Bulk","Denmark","Marlow Nav. Co. Ltd.","Germany",,,,,,,,,,"Y",5,5,"Y",54666,,"N",,,,43732,27078,12
12500235,9079157,341460000,"Bulk","Franklin*",43731,1995,"Daewoo (DSME)","#",1819.02,"20-Sep-2007","USD",35.5,"Clients of Britannia Bulk","Denmark","Marlow Nav. Co. Ltd.","Germany",,"India",,9912,,,"01-Nov-2019",,,"Y",5,5,"Y",54666,,"N","India",,,43731,27078,12
15745011,9296066,209485000,"Bulk","Patrizia D'Amato",76633,2004,"Imabari SB Marugame",,,"19-Sep-2007","USD",58,"Undisclosed interests","Greece","First Marine Service","Japan",,,,,,"01-Apr-2003",,,,"N",7,7,,90740,"N","N",,0,,76000,39750,3
12600931,9145530,374633000,"Bulk","Selendang Tiara",72928,1998,"Hudong Shipyard",,,"14-Sep-2007","USD",68,"Undisclosed interests","Greece","IMC Shpg. Co.","Singapore",,,,12573,,"16-Feb-1996",,28.5,"$m","Y",7,7,,89430,"N","N",,,,72928,39755,9
12419557,8604515,525018064,"Bulk","Sider Red",26841,1986,"Usuki Zosensho",,,"14-Sep-2007","USD",18.5,"Greek interests","Greece","Sider Navi S.p.A.","Italy",,,,6454,,,,,,"Y",5,5,,37407,,,,,,26841,17264,21
12376959,8323903,341830000,"Bulk","C. Galaxy",42586,1985,"Mitsui SB (Chiba)",,,"14-Sep-2007","USD",32,"Undisclosed interests","South Korea","Chang Myung Shipping","South Korea",,,,,,,,,,"Y",5,5,"Y",51020,"N",,,,,42586,24639,22
12653195,9177480,355735000,"Bulk","Gebe Oldendorff",24251,1998,"Tsuneishi Cebu",,,"14-Sep-2007","USD",32,"Clients of TBS","United States","Egon Oldendorff","Germany",,,,,,"15-Aug-1997",,,,"Y",4,4,,30600,,,,,,23398,14762,9
12700345,9213155,405000165,"Bulk","D Duckling",52068,2001,"Sanoyas",,,"12-Sep-2007","USD",68,"Undisclosed interests","South Korea","TMT Co. Ltd.","Taiwan",,,,8467,,"04-Jun-1999",,,,"Y",5,5,,64118.8,,"N",,,,52068,29499,6
12652693,9209116,538005368,"Bulk","Carol",75608,1999,"Mitsui SB (Chiba)",,,"11-Sep-2007","USD",72,"Clients of NYK","Japan","Hung Fu Shipping","Singapore",,,,10508,,"12-Aug-1997",,,,"N",7,7,,89288,"N","N",,,,75608,39996,7
16053588,9477696,636020261,"Bulk","N/B RESALE HULL*",53743,2010,"Chengxi Shipyard",,1816.01,"10-Sep-2007",,,"Undisclosed interests","Germany","Norden D/S A/S","Denmark",,,,,,"22-Sep-2006",,,,"Y",5,5,,65945,,"N",,,,54000,,-3
16053591,9412634,538007192,"Bulk","N/B RESALE HULL*",53822,2011,"Chengxi Shipyard","#",1816.02,"10-Sep-2007",,,"Greek interests","Greece","Norden D/S A/S","Denmark",,,,,,"28-Mar-2006",,,,"Y",5,5,,65945,,"N",,,,53000,,-3
12515705,9088732,356175000,"Bulk","Genco Commander",45518,1994,"Tsuneishi Zosen",,,"07-Sep-2007","USD",45,"South Korean interests","South Korea","Genco Shpg. & Trdg.","United States",,"Bangladesh",,7663,,"14-Jan-1994","30-Dec-2020",,,"Y",5,5,,57175,"N","N","Bangladesh",,,45518,26065,13
12204685,7814149,356030000,"Bulk","Ataduru",30545,1980,"Hyundai HI (Ulsan)",,,"07-Sep-2007","USD",10,"Turkish interests","Turkey","Ataduru Denizcilik","Turkey",,,,9342,,,,,,"Y",5,5,,35411,,,,,,30545,19031,27
12582323,9134189,414187000,"Bulk","Rainkiss",69053,1996,"Imabari SB Marugame",,,"05-Sep-2007","USD",62,"Clients of DryTank","Greece","Alcyon Shpg.","Greece",,,,9543,,"01-Jun-1995",,,,"N",7,7,"Y",82025,"N","N",,,,69053,35884,11
12518593,9101558,372917000,"Bulk","Dong Bang",71747,1995,"Hitachi Zosen",,,"28-Aug-2007","USD",45,"Undisclosed interests","Unknown","KDB Capital Corp.","South Korea",,,,,,"11-Feb-1994",,,,"Y",7,7,"Y",85136,"N","N",,,,71747,37821,11
16073315,9445617,355685000,"Bulk","N/B RESALE HULL*",57339,2010,"STX Dalian","#",1810.03,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-3
16073328,9445629,351673000,"Bulk","N/B RESALE HULL*",57295,2010,"STX Dalian","#",1810.04,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-3
16073357,9445681,353211000,"Bulk","N/B RESALE HULL*",57295,2011,"STX Dalian","#",1810.06,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-3
16073294,9434606,354440000,"Bulk","N/B RESALE HULL*",57317,2010,"STX Dalian",,1810.01,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-2
16073302,9445605,355871000,"Bulk","N/B RESALE HULL*",57298,2010,"STX Dalian","#",1810.02,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-3
16073344,9445679,636018984,"Bulk","N/B RESALE HULL*",57346,2011,"STX Dalian","#",1810.05,"24-Aug-2007","USD",44.5,"Clients of Korea Line","South Korea","Parakou Shpg.","Hong Kong",,,,,,"23-Feb-2007",,,,"Y",5,5,,71500,,,,,,57700,,-4
16032125,9371359,538002986,"Bulk","N/B RESALE HULL",19124,2007,"Yamanishi Zosen",,,"20-Aug-2007","USD",30,"Greek interests","Greece","Unknown Owner","Unknown",,,,,,"01-Oct-2005",,,,"Y",4,4,,23160,"N",,,,,18500,11700,0
12633605,9180011,355844000,"Bulk","Castle Peak*",28545,1997,"Imabari SB Marugame",,1808.01,"16-Aug-2007","USD",31.6,"Clients of ID Shipping","Denmark","Pacific Basin Shpg.","Hong Kong",,,,5971,,"31-Jan-1997",,,,"Y",5,5,,37523,,"N",,,,28450,16764,9
12593761,9125918,351825000,"Bulk","Lake Joy*",28251,1996,"Kanasashi K.K.",,1808.02,"16-Aug-2007","USD",30.4,"Clients of ID Shipping","Denmark","Pacific Basin Shpg.","Hong Kong",,,,6071,,"01-Jun-1995",,,,"Y",5,5,,37752,,,,,,28251,17209,11
12599213,9146895,574006000,"Bulk","Protagonist",23581,1996,"Saiki Hvy. Ind.",,,"13-Aug-2007","USD",30,"Vietnam interests","Vietnam","Evalend Shpg.","Greece",,,,5508,,"01-Oct-1995",,,,"Y",4,4,,30847,,"N",,,,23581,14743,10
12585245,9136553,574498000,"Bulk","Pantokrator",25398,1996,"Imabari SB (Imabari)",,,"13-Aug-2007","USD",30,"Vietnam interests","Vietnam","Evalend Shpg.","Greece",,,,,,"27-Oct-1994",,,,"Y",4,4,,32696,,,,,,25398,15073,11
11336255,9002673,372075000,"Tanker","Shinyo Clipper",238818,1992,"COSCO Dalian SY",,,"10-Aug-2007",,,"Clients of Hosco","China P.R.","Shinyo International","Hong Kong","Tanker","Bangladesh",2009,31087,405,,"23-Aug-2019",,,"N",5,5,,150632,,,"Bangladesh",,,243870,137501,15
12686443,9204685,538004497,"Bulk","Seattle Trader*",75681,2000,"Sanoyas","#",1801.02,"10-Aug-2007","USD",74,"Clients of Top Tankers","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"01-Jul-1998",,,,"N",7,7,"N",87693,"N","N",,0,,75681,38818,7
12753767,9233595,477817800,"Bulk","Epson Trader*",75928,2001,"Kanasashi K.K.",,1801.01,"10-Aug-2007","USD",74,"Clients of Top Tankers","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"01-Mar-2000",,,,"N",7,7,"N",90165,"N","N",,,,75933,39122,5
14614505,9215749,636013718,"Bulk","Bergen Trader*",75933,2000,"Kanasashi K.K.","#",1801.03,"10-Aug-2007","USD",74,"Clients of Top Tankers","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"01-Jul-1999",,,,"N",7,7,,90165,"N","N",,,,75933,39126,6
15620167,9268992,256913000,"Bulk","Shinyo Brilliance",75707,2004,"Sanoyas",,,"09-Aug-2007","USD",72,"Clients of DryShips","Greece","Univan Ship Mngt.","Hong Kong",,,,9955,,"01-Apr-2002",,,,"N",7,7,,87693,"N","N",,,,75707,38886,3
15405225,9287429,370312000,"Bulk","Genco Challenger",28428,2003,"Imabari SB (Imabari)","#",1805.06,"09-Aug-2007",,,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,,,"31-Jul-2002",,,,"Y",5,5,,37523,,"N",,,,28428,16978,4
15772941,9324710,375122000,"Bulk","Captain Adams*",28398,2005,"Imabari SB (Imabari)","#",1805.03,"09-Aug-2007",,,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,,,"17-Jun-2004",,,,"Y",5,5,,37523,,"N",,,,28398,16960,2
15748775,9316153,538002808,"Bulk","Innovator*",55435,2005,"Nantong COSCO KHI",,1805.01,"09-Aug-2007","USD",336,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,,,"01-Jul-2003",,,,"Y",5,5,,69452,,"N",,,,55435,31069,2
15748809,9316165,538002113,"Bulk","Predator*",55407,2005,"Nantong COSCO KHI","#",1805.02,"09-Aug-2007",,,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,,,"01-Jul-2003",,,,"Y",5,5,,69452,,"N",,0,,55407,31069,2
15673905,9368871,538002980,"Bulk","Tomahawk*",57982,2007,"Tsuneishi Cebu","#",1805.04,"09-Aug-2007",,,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,7849,,"01-Apr-2004",,24,"$m","Y",5,5,,72360,,"N",,,,58000,,0
16010044,9350094,538008678,"Bulk","Stentor*",28445,2006,"Shimanami Shipyard","#",1805.05,"09-Aug-2007",,,"Clients of Genco","United States","Evalend Shpg.","Greece",,,,,,"21-Mar-2005",,,,"Y",5,5,,37523,,"N",,,,28445,16960,1
12429235,8801022,477593300,"Bulk","Yun Tong Hai",68788,1990,"Hyundai HI (Ulsan)",,,"08-Aug-2007","USD",33,"Chinese interests","China P.R.","Unknown Owner","Unknown",,"Bangladesh",,10082,,,"04-Sep-2020",,,"N",7,7,"N",80170,"N","N","As is China",,,68788,37519,16
15997333,9354844,240690000,"Bulk","CE-Mikela",82329,2006,"Tsuneishi Zosen",,,"03-Aug-2007","USD",86.5,"Undisclosed interests","Greece","Centrofin Mngt.","Greece",,,,,,"18-Mar-2005",,,,"N",7,7,,97233,"N","N",,,,82329,43205,1
11359791,9038725,538003486,"Tanker","Sunrise",266141,1993,"Unknown China",,,"03-Aug-2007","USD",48,"Far Eastern interests","South Korea","Dynacom Tankers Mngt","Greece","Tanker",,2008,,,,,,,"N",10,10,,141332,,,,,,264165,146950,14
11384177,9082312,636013576,"Tanker","Han-ei",264971,1994,"I.H.I. (Kure)",,,"03-Aug-2007","USD",49,"Clients of Tanker Pacific","Singapore","Nippon Yusen Kaisha","Japan","Tanker","Bangladesh",2009,38047,274,"01-Jan-1991","03-Jul-2020",10,"JPYbn","N",5,10,,137950,,,"Bangladesh",,,259999,147580,12
16016770,9358838,538007927,"Bulk","Cap Bona",74483,2006,"Hudong Zhonghua",,,"02-Aug-2007","USD",65,"Clients of Allseas","Greece","Siba Ships","Italy",,,,12854,,"03-Jun-2005",,36.5,"$m","N",7,7,,91717,"N","N",,,,74483,40485,1
12471021,9102332,405000097,"Bulk","Belnor",47639,1996,"Oshima Shipbuilding",,,"01-Aug-2007","USD",36.5,"German interests","Germany","Belships ASA","Norway",,,,7500,,"01-Oct-1992",,,,"Y",5,5,,59923,,,,,,47639,26449,11
16102116,9480540,247291600,"Bulk","N/B HULL RESALE*",82256,2010,"Tsuneishi Zhoushan",,1806.01,"31-Jul-2007","USD",54.25,"Clients of DryShips","Greece","Kambara Kisen","Japan",,,,,,"01-Jun-2007",,,,"N",7,7,,97233,"N","N",,,,82800,43000,-2
16102129,9480552,477528500,"Bulk","N/B HULL RESALE*",82154,2010,"Tsuneishi Zhoushan","#",1806.02,"31-Jul-2007","USD",54.25,"Clients of DryShips","Greece","Kambara Kisen","Japan",,,,,,"01-Jun-2007",,,,"N",7,7,,97233,"N","N",,,,82800,43000,-3
12507313,9084255,518100485,"Bulk","Borkum",18355,1994,"Shikoku Dock.",,,"30-Jul-2007","USD",20,"Undisclosed interests","Germany","Egon Oldendorff","Germany",,,,,,,,,,"Y",4,4,"N",23212,"Y","N",,0,,18703,11477,12
12736807,9257060,414390000,"Bulk","VOC Galaxy*",51201,2002,"New Century SB","#",1798.02,"30-Jul-2007",,,"Clients of Top Tankers","Greece","Harren & Partner","Germany",,,,10584,,"14-Dec-1999",,,,"Y",5,5,,62328,,"N",,,,51201,30928,5
12694385,9218337,538002825,"Bulk","Ocean Spirit*",45526,2000,"Tsuneishi Cebu","#",1798.03,"30-Jul-2007",,,"Clients of Top Tankers","Greece","Oceanfleet Shipping","Greece",,,,7528,,"30-Apr-1999",,,,"Y",5,5,,57208,"N","N",,0,,45526,26091,6
57627302,7627302,356328000,"Dry Genl","San Wai",10176,1977,"Hashihama Zosen",,,"30-Jul-2007","USD",2.23,"Syrian interests","Syria","Unknown Owner","Unknown",,"India",,2990,351,"01-Jan-1975","12-Sep-2020",,,"Y",3,3,,13333,,,"India",,,10176,5985,30
15423979,9301146,374942000,"Bulk","Filia Gem",53702,2005,"Xiamen Shipbuilding",,,"27-Jul-2007",,,"Clients of Allseas","Greece","Pitiousa Shipping","Greece",,,,,,"28-Mar-2003",,,,"Y",5,5,,65748,,"N",,,,53702,31144,2
14683677,9248904,636017280,"Bulk","Marilena D'Amato",74716,2001,"Hudong Shipyard",,,"27-Jul-2007","USD",47,"Clients of Komrowski","Germany","Perseveranza di Nav.","Italy",,"Pakistan",,12627,,"01-Mar-2000",,,,"N",7,7,,91717,"N","N","Pakistan",,,74716,40562,5
12728673,9230153,414412000,"Bulk","Theodoros P",73870,2002,"Namura Shipbuilding",,,"26-Jul-2007","USD",71.2,"Clients of Daebo Shipping","South Korea","Marmaras Nav. Ltd.","Greece",,,,10491,,"26-Nov-1999",,,,"N",7,7,,89246,"N","N",,,,73810,39056,5
16092558,9468126,538004224,"Bulk","N/B RESALE HULL*",55389,2011,"Bulyard SB","#",1795.02,"26-Jul-2007","USD",40.75,"Clients of Tsakos","Greece","Unknown Owner","Unknown",,,,,,"28-Jun-2007",,,,"Y",5,5,,72062,,,,,,55800,32100,-3
16092545,9468138,229141000,"Bulk","N/B RESALE HULL*",55304,2012,"Bulyard SB",,1795.01,"26-Jul-2007","USD",40.75,"Clients of Tsakos","Greece","Unknown Owner","Unknown",,,,,,"28-Jun-2007",,,,"Y",5,5,,72062,,,,,,55800,32100,-5
16061196,9347918,636018094,"Bulk","N/B RESALE HULL DY115",53348,2008,"Sinopacific Dayang","#",1793.02,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,10086,,"17-Nov-2006",,35,"$m","Y",5,5,,65751,,,,,,53000,,-1
16061204,9347920,525125020,"Bulk","N/B RESALE HULL DY117",53297,2011,"Sinopacific Dayang","#",1793.03,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,10086,,"17-Nov-2006",,35,"$m","Y",5,5,,65045,,,,,,53000,,-3
16061220,9347944,525125009,"Bulk","N/B RESALE HULL DY122",53462,2010,"Sinopacific Dayang","#",1793.05,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,10086,,"17-Nov-2006",,35,"$m","Y",5,5,,65045,,,,,,53000,,-2
16079096,9441271,538003777,"Bulk","N/B RESALE HULL DY3009",57825,2009,"Sinopacific Dayang","#",1793.07,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,11150,,"02-Apr-2007",,35,"$m","Y",5,5,,71549,,"N",,,,58000,,-2
16079104,9441283,538003817,"Bulk","N/B RESALE HULL DY3010",57809,2010,"Sinopacific Dayang","#",1793.08,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,11150,,"02-Apr-2007",,35,"$m","Y",5,5,,71549,,"N",,,,58000,,-2
16079120,9441300,538003902,"Bulk","N/B RESALE HULL DY3014",57809,2010,"Sinopacific Dayang","#",1793.1,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,11150,,"02-Apr-2007",,35,"$m","Y",5,5,,71549,,"N",,,,58000,,-2
16079146,9441324,538003946,"Bulk","N/B RESALE HULL DY3018",57775,2010,"Sinopacific Dayang","#",1793.12,"26-Jul-2007",,,"Clients of Eagle Bulk","United States","Anemi Maritime","Greece",,,,11150,,"02-Apr-2007",,35,"$m","Y",5,5,,71549,,"N",,,,58000,,-3
