"Listing"

"WFR Listing"
"Created 16 February 2022 06:05"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
16084287,8,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,,25,15,,23,,2,,8,,27,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS-TCi, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","S","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866LE203 - 4-stroke 6-cyl. 128mm x 166mm bore/stroke 414mkW total at 1,800rpm driving 1 x AC generator(s) at 300ekW total, (375kVA total) 450V at 60Hz",30.5,"Bulk Ore Carrier",65.06
16189175,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,28,16,,23,,4,3,15,1,12,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW",,"1 x Emergency Diesel Gen. - Cummins Inc KTA19-D - 4-stroke 6-cyl. 159mm x 159mm bore/stroke 306mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.06
16189188,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,33,15,,20,,4,,11,,17,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW",,"1 x Emergency Diesel Gen. - Cummins Inc KTA19-D - 4-stroke 6-cyl. 159mm x 159mm bore/stroke 306mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.06
16138607,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,28,17,,24,,5,,10,,17,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138623,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,29,17,,22,,4,,9,,18,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138610,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,27,16,,22,,5,,9,,21,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138599,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,37,13,,18,,2,,15,,15,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138649,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,26,15,,21,,4,,16,,18,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138652,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,19,14,,22,,6,,17,,21,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16138665,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,24,14,,24,,6,,13,,19,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.05
16170852,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,31,17,,26,,2,11,4,2,7,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",65.01
16138636,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,32,20,,25,,2,,3,,18,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens LYF3.5/3.3-0.7 at 9 bar",,"1 x Emergency Diesel Gen. - Scania DC12 - 4-stroke 6-cyl. 127mm x 154mm bore/stroke 445mkW total at 1,800rpm driving 1 x AC generator(s) at 50Hz",30.4,"Bulk Ore Carrier",64.97
16115682,5,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,13,13,,25,,3,,22,,24,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Zhangjiagang Greens -  33 m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s) 450V",28.6,"Bulk Ore Carrier",57
16115695,5,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,,,,14,15,,24,,2,,23,,22,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Zhangjiagang Greens -  33 m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",28.6,"Bulk Ore Carrier",57
16124400,5,,,,,,"International",,,,,,,,23,15,,23,,1,,17,,20,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Zhangjiagang Greens -  33 m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",28.6,"Bulk Ore Carrier",57
16188415,9,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,,7,16,,21,,8,,25,,23,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",24.90,"Bulk Carrier",50.00
16188428,9,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,,13,12,,16,,7,,31,0,22,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",24.90,"Bulk Carrier",50.00
16213821,9,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,,,2,,7,,15,,44,,32,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",24.90,"Bulk Carrier",50.00
16240227,9,,,,,,"International",,,,,,,,5,4,,8,,17,,33,,33,,,,,,,,,,,,,24.8,"Bulk Carrier",45.05
16141399,9,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,11,4,5,39,3,6,3,10,6,4,8,,,0,,,,,,,"1 x Boiler, Composite at 7 bar",,"1 x Emergency Diesel Gen. - 4-stroke  at 1,800rpm driving 1 x AC generator(s) at 200ekW total, (250kVA total) at 60Hz",24.8,"Bulk Carrier",45.05
16112102,9,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,16,4,6,44,3,4,,9,6,2,3,,,0,,,,,,,"1 x Boiler, Composite - Saacke",,"1 x Emergency Diesel Gen. - Cummins Inc NT855-D(M) - 4-stroke 6-cyl. 140mm x 152mm bore/stroke 280mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.75,"Bulk Carrier",45.05
16042058,9,,,,,,"International",,,,,,,,14,19,,11,8,3,,11,10,26,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 387ekW total, (484kVA total)",24.4,"Bulk Carrier",45
16038330,9,"1 x Exhaust Scrubber - SOx - PureteQ",,,,,"International",,,,,6,,,,,,,,22,,41,,31,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
16065323,9,"1 x Exhaust Scrubber - SOx - Bilfinger Noell GMBH",,,,,"International",,,,,,,,5,5,,8,,12,,30,,40,,,,,,,,,,,"S",,24.7,"Bulk Carrier",45
16065336,9,,,,,,"International",,,,"Asia",,,,,,,,0,23,,43,,34,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 F - AC generator(s) 450V at 60Hz",24.7,"Bulk Carrier",45
16153455,9,,,,,,"International",,,,,,,5,,17,7,10,16,,13,5,15,11,,,,,,,,,,"1 x Boiler, Composite - Saacke at 13 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s)",24.75,"Bulk Carrier",45
16153468,9,,,,,,"International",,,,,,,12,8,9,0,8,6,8,5,11,20,12,,,,,,,,,,"1 x Boiler, Composite - Saacke at 13 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s)",24.75,"Bulk Carrier",45
16163959,9,"1 x Exhaust Scrubber - SOx - Feen Marine Inc.",,,,,"International",,,,,3,,,,0,7,0,8,10,8,30,9,23,1,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
16141665,9,,,,,,"International",,,,,,,,,,,9,,14,,46,,31,,,,,,4.5,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS-TCi 18.90 m2 at 9 bar, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","S","1 x Emergency Diesel Gen. - Doosan Infracore AD126TIS - 4-stroke 6-cyl. 123mm x 155mm bore/stroke 247mkW total at 1,800rpm driving 1 x Hyundai Electric AC generator(s) at 200ekW total, (250kVA total) at 60Hz",24.75,"Bulk Carrier",45
16141678,9,,,,,,"International",,,,,,,,14,25,,25,,2,,17,,19,,,,,,,,,,,"S",,24.75,"Bulk Carrier",45
16187971,9,,,,,,"International",,,,,,,,10,10,,25,,4,,14,12,25,,,,,,,,,,,"S",,24.75,"Bulk Carrier",45
16187984,9,,,,,,"International",,,,,,,,9,10,,31,,,,14,13,23,,,,,,,,,,,"S",,24.8,"Bulk Carrier",45
16184404,9,"1 x Exhaust Scrubber - SOx - AEC Maritime",,,,,"International",,,,,,,,,,,26,,4,,39,8,22,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OS-TCi at 7 bar, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","S","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",24.75,"Bulk Carrier",45
16182718,9,"1 x Exhaust Scrubber - SOx - AEC Maritime",,,,,"International",,,,,7,,9,12,8,4,12,,4,,26,,19,0,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OS-TCi, 1 x Exhaust Gas Economiser - Aalborg Mission™ XW","S","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",24.75,"Bulk Carrier",45
16182534,9,,,,,,"International",,,,,,,,5,5,,12,,11,,39,4,27,,,,0.2,0.2,,,5.5,,"1 x Boiler, Composite - Saacke","S","1 x Emergency Diesel Gen. - Doosan Infracore AD126TIS - 4-stroke 6-cyl. 123mm x 155mm bore/stroke 247mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.75,"Bulk Carrier",45
16182547,9,,,,,,"International",,,,,,,,4,7,,15,6,3,11,21,7,27,,,,0.2,0.2,5.5,,,,"1 x Boiler, Composite - Saacke","S","1 x Emergency Diesel Gen. - Doosan Infracore AD126TIS - 4-stroke 6-cyl. 123mm x 155mm bore/stroke 247mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.75,"Bulk Carrier",45
16177851,9,,,,,,"International",,,,,,,,7,18,,6,8,14,,22,5,19,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.7,"Bulk Carrier",45
16177901,9,,,,,,"International",,,,"Asia",,,,,,,,,28,,42,,30,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.7,"Bulk Carrier",45
16177914,9,,,,,,"International",,,,,5,,10,10,12,0,4,22,5,4,9,8,10,1,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.7,"Bulk Carrier",45
16177927,9,,,,,,"International",,,,,8,,,,14,,22,,1,3,27,3,21,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.7,"Bulk Carrier",45
16179671,9,,,,,,"International",,,,,,,7,,3,0,22,14,,9,6,19,19,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS-TCi at 9 bar","S","1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 44.2 - AC generator(s) at 99ekW total, (124kVA total) at 60Hz",24.75,"Bulk Carrier",45
16176759,9,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,12,,22,1,10,0,7,2,3,2,25,2,12,1,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg - ","S",,24.75,"Bulk Carrier",45
16171554,9,,,,,,"International",,,,,3,6,,,,,36,,,,31,0,16,13,,,,,,,,,"1 x Boiler, Composite - Saacke at 13 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s)",24.75,"Bulk Carrier",45
16171567,9,,,,,,"International",,,,,,,4,8,7,19,4,8,4,2,27,,7,6,,4,,,,,,,"1 x Boiler, Composite - Saacke at 13 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s)",24.75,"Bulk Carrier",45
16171570,9,,,,,,"International",,,,,5,14,,5,6,,11,,10,,21,,28,,,,,,4.5,6,,,"1 x Boiler, Oil/Gas fired - Saacke -  363.80 m2","S","1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 44.2 - AC generator(s) at 120ekW total, (150kVA total) at 60Hz",24.75,"Bulk Carrier",45
16126341,7,"1 x Exhaust Scrubber - SOx - Pure Ocean Tech",,,,,"International",,,,,,,,,,,6,,18,,17,,58,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16126354,7,,,,,,"International",,,,,,,7,14,8,6,12,,7,,15,7,24,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16126367,7,,,,,,"International",,,,,,,,,,,7,,5,,44,11,33,,,,0.1,0.1,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16126370,7,,,,,,"International",,,,,,,,,,,7,,9,,66,,18,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16112423,7,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,,,,0,,,13,,20,,21,9,37,,,,,,3,5,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 165mkW total at 1,800rpm driving 1 x Siemens Energy 1FC2 282-4SB43 - AC generator(s) at 150ekW total, (187kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16112436,7,,,,,,"International",,,,,,,,24,7,,14,8,,42,,5,0,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16112449,7,"1 x Exhaust Scrubber - SOx - Yara Marine Tech",,,,,"International",,,,,16,,,,,,18,,5,,40,3,13,4,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16112452,7,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
16210954,7,,,,,,"International",,,,"Asia",,,,,,,,,19,,28,4,53,,,,,,3,5,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",20.7,"Bulk Carrier",38.04
