"Listing"

"WFR Listing"
"Created 16 February 2022 06:05"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
15889537,9,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,,,,,20,14,,26,,1,,18,,22,,,,,,,,,,,"S",,24.1,"Bulk Carrier",50.06
15889661,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",24.1,"Bulk Carrier",50.06
15889795,9,,,,,,"International",,,,,,,,9,12,,22,,3,,26,,28,,,,,,,,,,,,,24.1,"Bulk Carrier",50.06
15890559,9,,,,,12.82,"International",,,,"Asia",,,,,33,,26,,0,,19,,21,,,,,,,,,,,"S",,24.1,"Bulk Carrier",50.06
15890683,9,,,,,,"International",,,,,7,,,,,,7,,21,,34,,28,3,,,,,,,,,,"S",,24.1,"Bulk Carrier",50.06
15969901,9,,,,,,"International",,,,"Asia",,,,,,,,,20,,43,,37,,,,,,,,,,,"S",,24.1,"Bulk Carrier",50.06
15970057,9,,,,,,"International",,,,"Asia",,,,,27,,26,,,,22,,25,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",24.1,"Bulk Carrier",50.06
15749301,9,,,,,,"International",,,,,11,,,,6,4,10,,11,,20,14,25,0,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 7 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 H - AC generator(s) at 160ekW total, (200kVA total) at 60Hz",24.1,"Bulk Carrier",45.07
15414119,9,,,,,,"International",,,,"Asia",,,,,1,,4,,26,,41,,33,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 8 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S",,24.1,"Bulk Carrier",45.07
15414243,9,,,,,,"International",,,,,,,,,,,,,27,,41,3,29,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 7 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 H - AC generator(s) at 160ekW total, (200kVA total) at 60Hz",24.1,"Bulk Carrier",45.07
12644627,9,,,,,,"International",,,,"Asia",,4,,,,,,,,,59,,23,18,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg - , 1 x Boiler, Exhaust Heated - Kangrim","S","1 x Emergency Diesel Gen. - 4-stroke  AC generator(s)",24.1,"Bulk Carrier",45.05
15751667,9,,,,,,"International",,,,,,,,,,,7,,11,,39,,42,,,,,,,,,,,"S",,24.5,"Bulk Carrier",45.05
15675325,9,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,"Asia",,,,,1,,1,,25,,38,,37,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12651225,9,,,,,,"International",,,,,,,,,,,37,,,,6,30,27,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler at 6.90 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 450ekW total, (563kVA total)",24.1,"Bulk Carrier",45.04
12668799,9,,,,,,"International",,,,,,,,,,,4,,6,,41,3,23,23,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12668823,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 458ekW total, (572kVA total)",24.1,"Bulk Carrier",45.04
12668957,9,,,,,,"International",,,,,,,,,28,,19,2,,23,5,10,13,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12635867,9,,,,,,"International",,,,,16,,,,,,,,19,,41,,20,5,,,,,,,,,"1 x Boiler, Composite - 261m2","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) 450V",24.1,"Bulk Carrier",45.04
12635991,9,,,,,,"International",,,,"Asia",,,,,25,,18,,,,32,,24,,,,0.1,0.1,5,7,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 455ekW total, (569kVA total)",24.1,"Bulk Carrier",45.04
14916865,9,,,,,,"International",,,,"Asia",,,,,21,0,18,,0,,33,,27,,,,2,2,,6.5,,,,"S","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866E - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 92mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",24.1,"Bulk Carrier",45.04
12742295,9,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,17,,27,,6,1,0,9,,9,19,10,2,2,,,,,,,,,,"S",,24.15,"Bulk Carrier",45.04
12760781,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12739011,9,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,5,,23,,9,6,0,12,5,10,22,6,2,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler - 250m2 at 5.90 bar","S",,24.1,"Bulk Carrier",45.04
12665035,9,,,,,,"International",,,,,,,,9,4,,9,,7,,43,,35,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12537873,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12681785,9,,,,,,"International",,,,"Asia",,,,,32,,20,,,,26,,22,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12687529,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12634949,9,,,,,,"International",,,,,,,,16,17,,25,1,,,23,,20,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12716317,9,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,,3,1,,14,11,,21,,1,,31,,17,,,,,,,,,,,"S",,24.1,"Bulk Carrier",45.04
12715781,9,,,,,,"International",,,,"Asia",,,,,24,,21,,,,26,,30,,,,0.5,0.2,,,5,,,"S",,24.1,"Bulk Carrier",45.04
12715815,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"S",,24.1,"Bulk Carrier",45.04
15342687,9,,,,,,"International",,,,,8,,,14,4,0,8,0,13,,27,,21,4,,,,,,,,,,"S",,24.15,"Bulk Carrier",45.04
14951761,9,,,,,,"International",,,,,11,22,,,18,,8,,,0,23,2,14,1,,,,,,,,,"1 x Boiler, Composite - Sasebo H.I.","S",,24.4,"Bulk Carrier",45.03
14951895,9,,,,,,"International",,,,,,,,,16,,25,,,1,14,17,25,2,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
15286093,9,,,,,,"International",,,,"Asia",,,,,,,,,21,,47,,33,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
15279079,9,,,,,,"International",,,,"Asia",,,,,37,,17,,3,,23,,19,,,,,,5,6,,,,"S",,24.4,"Bulk Carrier",45.03
15279103,9,,,,,,"International",,,,,,,1,4,6,,7,,9,,46,,26,,,,,,,,,,"1 x Boiler, Composite","S",,24.4,"Bulk Carrier",45.03
15279237,9,,,,,,"International",,,,,19,31,,,,,,,4,,42,,4,3,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
15279529,9,,,,,,"International",,,,"Asia",,,,,,,,0,8,,44,,47,,,,,,,,,,"1 x Boiler, Composite - Sasebo H.I. at 8 bar","S",,24.4,"Bulk Carrier",45.03
15289049,9,,,,,,"International",,,,,9,,,,,,7,,12,,35,4,29,2,,,,,,,,,"1 x Boiler, Composite - Sasebo H.I. at 7.90 bar","S",,24.4,"Bulk Carrier",45.03
12705845,9,,,,,,"International",,,,"Asia",,,,,23,,17,,0,,30,,31,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Sasebo H.I. -  at 7.90 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 623ekW total, (779kVA total)",24.4,"Bulk Carrier",45.03
12705979,9,,,,,,"International",,,,,19,20,1,6,3,,3,,1,,42,,4,2,,,,,,,,,"1 x Boiler, Composite - Sasebo H.I.","S","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",24.4,"Bulk Carrier",45.03
12691755,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
12701421,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
12701555,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Boiler, Composite - 290.30m2 at 7.90 bar","S","1 x Emergency Diesel Gen. - MAN Energy Solutions4-stroke 199mkW total driving 1 x Nishishiba AC generator(s) at 150ekW total, (188kVA total)",24.4,"Bulk Carrier",45.03
12693467,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45.03
12756689,9,,,,,,"International",,,,"Asia",,,,,,,,,10,,60,,27,3,,,2.8,2.8,3.1,6.6,,,,"S",,24.4,"Bulk Carrier",45
12756713,9,"1 x Exhaust Scrubber - SOx - PureteQ",,,,,"International",,,,,,,,15,8,2,23,,5,4,15,8,19,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 400ekW total, (500kVA total)",24.4,"Bulk Carrier",45
12760365,9,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,,,,,,11,,19,,6,2,31,12,19,,,,2,2,1.6,3.5,,,,"S",,24.4,"Bulk Carrier",45
15256791,9,,,,,,"International",,,,,,,,,,,11,,11,,37,,42,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x AC generator(s)",24.4,"Bulk Carrier",45
15256825,9,,,,,,"International",,,,,,,,11,10,,27,,2,21,,14,15,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15431529,9,,,,,,"International",,,,"Asia",,,,,,1,,,23,,21,,56,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 387ekW total, (484kVA total)",24.4,"Bulk Carrier",45
15390891,9,,,,,,"International",,,,,,,,,,,25,,,5,5,38,23,4,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler at 7 bar","S","1 x Emergency Diesel Gen. - 4-stroke 137mkW total driving 1 x AC generator(s) at 108ekW total, (135kVA total) at 60Hz",24.4,"Bulk Carrier",45
15568155,9,,,,,,"International",,,,,,,,6,6,,13,10,3,25,10,14,13,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x ac generator(s) at 60Hz",24.4,"Bulk Carrier",45
15568289,9,,,,,,"International",,,,,,,,,,,51,,6,,1,37,5,4,,,2.2,2.2,3.1,,,,,"S","1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15568313,9,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,"Asia",,,,,,,,,22,,44,,35,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x ac generator(s)",24.4,"Bulk Carrier",45
15568447,9,,,,,,"International",,,,"Asia",,,,,,,,,18,,48,,33,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15643861,9,,,,,,"International",,,,,,,,8,20,,20,,,,29,,23,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15643995,9,,,,,,"International",,,,,,,,12,9,,16,,7,,32,,25,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15644071,9,,,,,,"International",,,,,4,1,,14,8,,15,,6,,30,,22,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45
15732253,9,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,"Asia",,,,,,,,,21,,44,,35,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15732387,9,,,,,,"International",,,,,,,,7,9,,20,,10,2,22,3,26,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15578833,9,"1 x Exhaust Scrubber - SOx - Ecospray",,,,,"International",,,,,,,,,,,15,2,5,8,23,15,32,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler - 190m2 at 6 bar","S",,24.4,"Bulk Carrier",45
15841843,9,,,,,,"International",,,,,,,,5,7,,15,9,7,4,22,4,27,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45
15882617,9,,,,,,"International",,,,"Asia",,,,,25,,21,,,,27,,27,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45
15965329,9,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,,,,,17,15,,26,,,,18,,24,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15965453,9,,,,,,"International",,,,,,,,5,5,,20,,8,,33,,28,,,,,,2.1,4.8,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
15731885,9,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,"Asia",,,,,,,,,26,,45,,28,,,,,,,,,,,"S",,24.4,"Bulk Carrier",45
16059593,9,,,,,,"International",,,,,,,,,3,,8,,15,,39,0,35,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
16059601,9,,,,,,"International",,,,,,,6,12,18,7,14,7,,6,13,7,10,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
16051542,9,,,,,,"International",,,,,9,,6,,18,0,11,7,8,,19,4,17,0,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.4,"Bulk Carrier",45
12737691,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  40 m2 at 7 bar, 1 x Boiler, Exhaust Heated - Osaka Boiler - 701m2 at 7 bar","S",,23.9,"Bulk Carrier",44.06
16079667,7,,,,,,"International",,,,,,,,,,,21,,3,,22,,55,,,,,,,,,,"1 x Boiler, Composite - Kangrim - 328m2 at 6 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",20.5,"Bulk Carrier",36.97
16079670,7,,,,,,"International",,,,,,,5,9,13,,18,,6,7,12,,30,,,,,,,,,,"1 x Boiler, Composite - Kangrim - 328m2 at 6 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",20.5,"Bulk Carrier",36.97
16079683,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,20,,2,2,2,4,,18,6,2,29,3,6,8,,,,,,,,,"1 x Boiler, Composite - Kangrim - 328m2 at 6 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",20.5,"Bulk Carrier",36.97
15802231,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,20,,6,22,14,11,7,0,,,15,,4,2,,,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802365,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,,,11,7,12,23,18,,5,,3,3,12,,,7,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802499,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,8,,12,5,11,0,14,13,,,16,,18,3,,,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802523,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,,,4,29,18,14,11,9,,2,4,3,6,,,,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802657,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,,,16,8,7,13,,57,,8,,,,,,,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802781,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,,,12,22,17,7,8,22,,4,2,,7,,,,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802815,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,15,,16,13,9,17,4,12,,,8,,3,1,,1,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
15802949,7,"1 x Exhaust Scrubber - SOx - Langh Tech",,,,,"International",,,,,,,,20,14,10,14,7,2,,10,,18,,,3,,,,,,,,"S",,20.5,"Bulk Carrier",36.97
12701689,7,,,,,,"International",,,,,,,,,,,,,27,9,38,3,24,,,,,,,,,,"1 x Boiler, Exhaust Heated - Aalborg, 1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",18.9,"Bulk Carrier",32.3
12701713,7,,,,,,"International",,,,,,,46,22,4,12,0,14,1,2,,,,,,0,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS, 1 x Boiler, Exhaust Heated - Aalborg","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s)",18.9,"Bulk Carrier",32.3
12689657,7,,,,,,"International",,,,"Asia",,,,,,,,,20,,45,,34,,,,,,,,,,"1 x Boiler, Exhaust Heated - Aalborg, 1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS","S",,18.9,"Bulk Carrier",32.3
12689781,7,,,,,,"International",,,,,,,,1,2,,4,,26,4,41,3,27,,,,,,2.5,5,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18.9,"Bulk Carrier",32.3
15468167,7,,,,,14.27,"International",,,,,,,,,,,,,36,4,32,2,25,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x ac generator(s) 450V at 60Hz",18.9,"Bulk Carrier",32.3
12612039,7,,,,,,"International",,,,,,,,,5,,0,5,,24,26,32,9,,,,,,,,1.5,,,"S",,19.1,"Bulk Carrier",32.3
12612163,7,,,,,,"International",,,,,,,,,,,,,,82,9,3,5,,,,,,,,1.5,,,"S",,19.1,"Bulk Carrier",32.3
12612321,7,,,,,,"International",,,,"Asia",,,,,,,,,,,41,,51,8,,,,,,,,,,"S",,19.1,"Bulk Carrier",32.3
