"Listing"

"WFR Listing"
"Created 09 March 2022 20:11"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","TEU","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
12900905,9114268,548571500,"Container","America Feeder",7233,1997,"Sedef Gemi (Tuzla)",,,"03-Mar-2017","USD",2,"Filipino interests","Philippines","Limarko Shipping Co.","Lithuania",,,,4013,,"23-Sep-1994",,,,584,584,,7233,6246,19
13251145,9232412,352986168,"Container","Thea S",33500,2002,"Volkswerft",,,"02-Mar-2017","USD",4,"Clients of Salam Pacific","Indonesia","Schepers Reederei","Germany",,,,,,"12-May-2000",,32,"$m",2474,2474,,33500,25630,14
16042490,9401063,636092765,"Container","Benedict Schulte",50500,2009,"Samsung HI",,,"01-Mar-2017","USD",6.4,"Undisclosed interests","Unknown","Thomas Schulte","Germany",,,,16439,,"19-May-2006",,65,"$m",4253,4253,,50500,40030,7
16038930,9392559,373459000,"Container","HS Bruckner",42004,2009,"Shanghai Shipyard",,,"01-Mar-2017","USD",5.7,"Clients of Salam Pacific","Indonesia","Hansa Shipping","Germany",,,,14800,,"20-Apr-2006",,45.5,"$m",3534,3534,,42004,35981,7
16022405,9377690,538009877,"Container","Manatee",21416,2006,"Imabari SB (Imabari)",,,"24-Feb-2017","USD",7.5,"Indonesian interests","Indonesia","SeaChange","United States",,,,,,"02-Sep-2005",,,,1577,1577,,21416,17518,10
13997603,8914568,548258500,"Container","Bruarfoss",8675,1992,"Orskovs Staal.",,,"22-Feb-2017",,,"Filipino interests","Philippines","Eimskip","Iceland",,,,,,,,,,724,724,,8675,7676,24
16146631,9433456,231123000,"Container","Sophia",8150,2008,"Mawei SB (Mawei)",,,"22-Feb-2017","USD",3.8,"Clients of Eimskip","Iceland","Draxl Schiffs.","Germany",,,,4339,,"01-Jan-2007",,,,698,698,,8150,7464,8
16020430,9364203,636092831,"Container","Ulysses",34393,2006,"SSW Fahr",,,"21-Feb-2017","USD",6,"Clients of SITC","China P.R.","Hansa Shipping","Germany",,,,11668,,"29-Jul-2005",,,,2510,2510,,34393,27061,10
15966539,9346574,419001253,"Container","BC Mumbai",13760,2007,"CSC Jiangdong",,,"21-Feb-2017","USD",4,"Undisclosed interests","Unknown","Buss Shipping","Germany",,,,,,"07-Feb-2005",,,,1118,1118,,13760,9956,10
16052686,9418640,352070000,"Container","Pago",41500,2009,"Shanghai Shipyard",,,"21-Feb-2017","USD",5.6,"Indonesian interests","Indonesia","NSC Schiffahrt","Germany",,,,,,"08-Sep-2006",,52.5,"$m",3534,3534,,41500,35700,7
15257035,9275024,636017929,"Container","Adriana Star",34567,2003,"Hyundai HI (Ulsan)",,,"21-Feb-2017","USD",6.2,"Clients of Tufton Oceanic","United Kingdom","E.R. Schiffahrt","Germany",,,,11423,,"24-Apr-2002",,27.5,"$m",2556,2556,,34567,26833,13
15973137,9347425,636017973,"Container","Hanjin Mumbai*",80855,2007,"Hyundai HI (Ulsan)",,5296.03,"17-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,26823,,"15-Feb-2005",,,,6655,6655,,80855,74962,9
15973395,9347449,441266000,"Container","Hanjin Chongqing*",80855,2008,"Hyundai HI (Ulsan)",,5296.01,"17-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,23823,,"15-Feb-2005",,,,6655,6655,,80855,74962,8
15973261,9347437,,"Container","Hanjin Shenzhen*",80855,2008,"Hyundai HI (Ulsan)",,5296.02,"17-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"15-Feb-2005",,,,6655,6655,,80855,74962,8
15664011,9312755,636019085,"Container","Hanjin Xiamen*",80855,2007,"Hyundai HI (Ulsan)",,5286.05,"14-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"13-Jan-2004",,71,"$m",6655,6655,,80855,74962,9
15663801,9312779,636019087,"Container","Hanjin Bremerhaven*",80855,2006,"Hyundai HI (Ulsan)",,5286.01,"14-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"13-Jan-2004",,71,"$m",6655,6655,,80855,74962,10
15663935,9312767,440141000,"Container","Hanjin Tianjin*",80855,2007,"Hyundai HI (Ulsan)",,5286.04,"14-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"13-Jan-2004",,71,"$m",6655,6655,,80855,74962,10
15663643,9312937,636019086,"Container","Hanjin Budapest*",80866,2006,"Hyundai Samho HI",,5286.02,"14-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"13-Jan-2004",,71,"$m",6655,6655,,80866,74962,10
15663777,9312949,636019088,"Container","Hanjin Port Kelang*",80811,2006,"Hyundai Samho HI",,5286.03,"14-Feb-2017","USD",12,"Clients of SM Line","South Korea","Hanjin Shipping","South Korea",,,,,,"13-Jan-2004",,71,"$m",6655,6655,,80811,74962,10
15562995,9301330,414306000,"Container","Wehr Hong Kong",68383,2006,"HHIC (Yeongdo)",,,"14-Feb-2017","USD",7.2,"Chinese interests","China P.R.","Oskar Wehr","Germany",,,,,,"14-Aug-2003",,,,5089,5089,,68383,54193,10
15951801,9348431,229282000,"Container","Northern Genius*",53685,2008,"Hyundai Mipo",,5273.01,"31-Jan-2017","USD",6.5,"Chinese interests","China P.R.","NVA Norddeutsche","Germany",,,,,,"24-Feb-2005",,66.3,"$m",4268,4268,,53685,41835,8
15951935,9348443,229290000,"Container","Northern Gleam*",53685,2008,"Hyundai Mipo",,5273.02,"31-Jan-2017","USD",6.5,"Chinese interests","China P.R.","NVA Norddeutsche","Germany",,,,,,"24-Feb-2005",,66.3,"$m",4268,4268,,53685,41835,8
13206853,9217034,419001250,"Container","Hansa Liberty",33899,2000,"Aker MTW Werft",,,"30-Jan-2017",,,"Clients of O.E.L.","Singapore","Hansa Shipping","Germany",,,,,,"02-Aug-1999",,,,2478,2478,,33899,25396,16
16098147,9464687,538008845,"Container","Dignity",54282,2010,"Daewoo (DSME)",,,"24-Jan-2017","USD",6.7,"Clients of CMB NV SA","Belgium","Seacastle Singapore","United States",,,,16748,,"13-Jul-2007",,,,4380,4380,,54282,42110,6
15563071,9301328,636020898,"Container","Wehr Singapore",68483,2005,"HHIC (Yeongdo)",,,"19-Jan-2017","USD",6.88,"Clients of Shenzhen Huihong","China P.R.","Oskar Wehr","Germany",,,,,,"14-Aug-2003",,,,5089,5089,,68483,54193,11
12972449,9138317,354021000,"Container","Baltrum Trader",34017,1999,"Aker MTW Werft",,,"19-Jan-2017","USD",3.6,"Clients of Shanghai Xin Ou","China P.R.","Liberty Blue","Germany",,,,10500,,"01-Sep-1996",,51,"$m",2474,2474,,34017,25361,17
16116234,9509152,636017803,"Container","Nordic Hong Kong*",46150,2013,"Guangzhou Wenchong","#",5259.02,"13-Jan-2017",,,"Clients of Borealis Maritime","United Kingdom","Nordic Hamburg","Germany",,,,,,"03-Sep-2007",,,,3421,3421,,46150,39905,3
16116221,9509140,636017802,"Container","Nordic Beijing*",46150,2013,"Guangzhou Wenchong",,5259.01,"13-Jan-2017",,,"Clients of Borealis Maritime","United Kingdom","Nordic Hamburg","Germany",,,,,,"26-Oct-2007",,,,3421,3421,,46150,39905,3
16020922,9374129,440059000,"Container","Perla",13760,2007,"CSC Jinling Shipyard",,,"13-Jan-2017","USD",4.5,"Clients of KLC","South Korea","F. Laeisz","Germany",,,,,,"15-Jul-2005",,26.76,"$m",1118,1118,,13760,9990,9
13257305,9243605,413238570,"Container","HS Challenger",35600,2004,"Stocznia Gdynia",,,"13-Jan-2017",,,"Chinese interests","China P.R.","Hansa Shipping","Germany",,,,12725,,"15-Dec-2000",,,,2742,2742,,35600,28300,12
14638419,9243241,370928000,"Container","Wehr Warnow*",33750,2002,"Warnowwerft",,5254.01,"10-Jan-2017","USD",3.9,"Clients of SITC","China P.R.","Oskar Wehr","Germany",,,,,,"19-Dec-2000",,,,2524,2524,,33750,25600,14
14638385,9243239,352471000,"Container","Wehr Trave*",33750,2002,"Warnowwerft",,5254.02,"10-Jan-2017","USD",3.8,"Clients of SITC","China P.R.","Oskar Wehr","Germany",,,,,,"19-Dec-2000",,,,2524,2524,,33750,25600,14
16128703,9501239,563090300,"Container","Hanjin Sooho*",140973,2012,"Hyundai HI (Ulsan)",,5283.02,"09-Jan-2017",,,"Undisclosed interests","Unknown","Hanjin Shipping","South Korea",,,,43819,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,4
16135169,9503732,636017921,"Container","Hanjin Green Earth",140973,2013,"Hyundai HI (Ulsan)",,,"09-Jan-2017",,,"Undisclosed interests","Unknown","Hanjin Shipping","South Korea",,,,43819,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,3
16128745,9502946,355288000,"Container","Hanjin America*",140973,2012,"Hyundai HI (Ulsan)",,5283.03,"09-Jan-2017",,,"Undisclosed interests","Unknown","Hanjin Shipping","South Korea",,,,43819,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,4
16128774,9502972,357104000,"Container","Hanjin Blue Ocean*",140973,2013,"Hyundai HI (Ulsan)",,5283.01,"09-Jan-2017",,,"Undisclosed interests","Unknown","Hanjin Shipping","South Korea",,,,42360,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,3
15772109,9319868,255805984,"Container","Canopus",9200,2004,"Hegemann Rolandwerft",,,"06-Jan-2017","USD",2.6,"Clients of Lubeca Marine","Germany","Doris Maritime","Switzerland",,,,3628,,"01-Apr-2004",,,,750,750,,9200,6910,12
16075951,9448695,304667000,"Container","E.R. Visby",14236,2012,"Nanjing Yichun",,,"23-Dec-2016","USD",7.8,"Undisclosed interests","Unknown","E.R. Schiffahrt","Germany",,,,6570,,"01-Jan-2007",,,,1085,1085,,14236,12514,4
13250935,9232395,538008068,"Container","Wehr Bille",33650,2002,"Volkswerft",,,"21-Dec-2016","USD",3.88,"Chinese interests","China P.R.","Oskar Wehr","Germany",,,,,,"12-May-2000",,32,"$m",2546,2456,,33650,25624,14
16296424,9760615,605086020,"Container","N/B ZHEJIANG OUHUA S.B.  ZHOUSHAN",23673,2017,"Zhejiang Ouhua SB",,,"14-Dec-2016",,,"Clients of CNAN Group","Algeria","Mandarin Shpg. Ltd.","Hong Kong",,,,,,"01-Jun-2014",,,,1756,1756,,23673,18887,0
16334364,,,"Container","Tai Jia Sheng",5400,2010,"CSC Qingshan SY",,,"14-Dec-2016","RMB",8.4,"Chinese interests","China P.R.","Hainan Changsheng","China P.R.",,,,,,"01-Jan-2008",,,,600,600,,5400,2971,5
16084537,9459278,413526530,"Container","Stadt Freiburg*",54325,2010,"Daewoo (DSME)","#",5242.02,"13-Dec-2016",,,"Chinese interests","China P.R.","Ahrenkiel Steamship","Germany",,,,,,"04-May-2007",,67.2,"$m",4380,4380,,54325,47855,6
16084487,9450923,414293000,"Container","Stadt Coburg*",54327,2009,"Daewoo (DSME)","#",5242.03,"13-Dec-2016",,,"Chinese interests","China P.R.","Ahrenkiel Steamship","Germany",,,,16676,,"04-May-2007",,67.2,"$m",4380,4380,,54327,42112,7
16084474,9450911,413526540,"Container","Stadt Marburg*",54405,2009,"Daewoo (DSME)",,5242.01,"13-Dec-2016","USD",18,"Chinese interests","China P.R.","Ahrenkiel Steamship","Germany",,,,16598,,"04-May-2007",,67.2,"$m",4380,4380,,54405,42112,7
16025693,9375501,440761000,"Container","Hanjin Piraeus*",51701,2008,"Samsung HI",,5243.02,"13-Dec-2016","USD",5.25,"Clients of KMTC","South Korea","Hanjin Shipping","South Korea",,,,,,"25-Nov-2005",,63.75,"$m",4275,4275,,51701,40081,8
16025701,9375513,440838000,"Container","Hanjin Durban*",51701,2008,"Samsung HI",,5243.03,"13-Dec-2016","USD",5.25,"Clients of KMTC","South Korea","Hanjin Shipping","South Korea",,,,,,"25-Nov-2005",,63.75,"$m",4275,4275,,51701,40081,8
16025680,9375496,440728000,"Container","Hanjin Norfolk*",51701,2008,"Samsung HI",,5243.01,"13-Dec-2016","USD",5.25,"Clients of KMTC","South Korea","Hanjin Shipping","South Korea",,,,,,"25-Nov-2005",,63.75,"$m",4275,4275,,51701,40081,8
16025677,9375305,440764000,"Container","Hanjin Rio de Janeiro*",51648,2008,"Samsung HI",,5243.04,"13-Dec-2016","USD",5.25,"Clients of KMTC","South Korea","Hanjin Shipping","South Korea",,,,,,"25-Nov-2005",,63.75,"$m",4275,4275,,51648,40081,8
16128732,9502910,563090400,"Container","Hanjin Africa*",140973,2012,"Hyundai HI (Ulsan)","#",5238.02,"07-Dec-2016",,,"Undisclosed interests","Unknown","Peter Dohle Schiff.","Germany",,,,,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,4
16128758,9502958,371274000,"Container","Hanjin Harmony*",140973,2013,"Hyundai HI (Ulsan)","#",5238.03,"07-Dec-2016",,,"Undisclosed interests","Unknown","Peter Dohle Schiff.","Germany",,,,,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,3
16128729,9502908,636017916,"Container","Hanjin Europe*",140973,2012,"Hyundai HI (Ulsan)",,5238.01,"07-Dec-2016",,,"Undisclosed interests","Unknown","Hanjin Shipping","South Korea",,,,,,"13-Feb-2008",,170,"$m",13092,13092,,140973,141754,4
15853783,9374454,636021427,"Container","City of Guangzhou",34418,2008,"Xiamen Shipbuilding",,,"01-Dec-2016","USD",5,"Clients of Lomar","Greece","Lauterjung Group","Germany",,,,,,"30-Sep-2004",,,,2564,2578,,34418,26936,8
16025743,9389411,414346000,"Container","Hanjin Monaco*",51733,2009,"Samsung HI",,5235.01,"01-Dec-2016","USD",5.2,"Clients of Seaspan Corp","Canada","Hanjin Shipping","South Korea",,,,,,"29-Mar-2006",,64,"$m",4275,4275,,50542,40900,7
16025714,9389382,563036600,"Container","Hanjin Kingston*",51733,2008,"Samsung HI",,5235.02,"01-Dec-2016","USD",5.2,"Clients of Seaspan Corp","Canada","Hanjin Shipping","South Korea",,,,16358,,"29-Mar-2006",,64,"$m",4275,4275,,51701,40900,8
16025727,9389394,563035400,"Container","Hanjin Atlanta*",51648,2009,"Samsung HI",,5235.03,"01-Dec-2016","USD",5.2,"Clients of Seaspan Corp","Canada","Hanjin Shipping","South Korea",,,,,,"29-Mar-2006",,64,"$m",4275,4275,,51648,40487,7
16025730,9389409,229054000,"Container","Hanjin Gdynia*",51694,2009,"Samsung HI",,5235.04,"01-Dec-2016","USD",5.2,"Clients of Seaspan Corp","Canada","Hanjin Shipping","South Korea",,,,,,"29-Mar-2006",,64,"$m",4275,4275,,51694,40900,7
15431945,9295177,414286000,"Container","Ernest Hemingway",66762,2005,"HHIC (Yeongdo)",,,"25-Nov-2016","USD",6.6,"Chinese interests","China P.R.","Karl Schluter","Germany",,,,20791,,"10-Apr-2003",,,,4992,4992,,66762,54271,10
15650177,9313228,212906000,"Container","Barmbek*",16000,2005,"Meyer Werft",,5232.01,"24-Nov-2016","USD",39,"Undisclosed interests","Unknown","Hamburger Lloyd","Germany",,,,7891,,"12-Dec-2003",,,,1638,1600,,16000,16324,11
15649863,9313204,210925000,"Container","Reinbek*",16000,2005,"Meyer Werft","#",5232.03,"24-Nov-2016",,,"Undisclosed interests","Unknown","Hamburger Lloyd","Germany",,,,7895,,"12-Dec-2003",,,,1638,1600,,16000,16324,11
15650043,9313216,212733000,"Container","Flottbek*",16000,2005,"Meyer Werft","#",5232.04,"24-Nov-2016",,,"Undisclosed interests","Unknown","Hamburger Lloyd","Germany",,,,7913,,"12-Dec-2003",,,,1638,1600,,16000,16324,11
15649739,9313199,212748000,"Container","Eilbek*",15956,2005,"Meyer Werft","#",5232.02,"24-Nov-2016",,,"Undisclosed interests","Unknown","Hamburger Lloyd","Germany",,,,7895,,"12-Dec-2003",,,,1638,1638,,15956,16324,11
15966405,9346562,636020585,"Container","BC San Francisco",13760,2006,"CSC Jiangdong",,,"16-Nov-2016","USD",4.5,"Indian interests","India","Buss Shipping","Germany",,,,,,"07-Feb-2005",,,,1118,1118,,13760,9996,10
16047529,9401271,538009400,"Container","Ilse Wulff",85824,2009,"Hyundai HI (Ulsan)",,,"16-Nov-2016","USD",11.1,"Clients of Embiricos","Greece","Hermann Wulff","Germany",,,,26956,,"14-Jul-2006",,,,6540,6540,,85824,75604,7
15750031,9323015,413702760,"Container","HS Bach",44985,2007,"STX SB (Jinhae)",,,"01-Nov-2016","USD",5.06,"Chinese interests","China P.R.","Hansa Shipping","Germany",,,,15235,,"20-May-2004",,,,3586,3586,,44985,38320,9
15659091,9313242,636020813,"Container","Conti Emden",38122,2006,"TKMS Nordseewerke",,,"31-Oct-2016","USD",7,"Indonesian interests","Indonesia","Martime Gesellschaft","Germany",,,,,,"31-Dec-2003",,,,2702,2702,,38122,27915,10
16029370,9379571,371818000,"Container","Acclaim",15219,2006,"Hakata Zosen",,,"31-Oct-2016","USD",6.4,"Clients of Amann Shipping","Hong Kong","Tsurumi Kisen","Japan",,,,5079,,"01-Jan-2005",,,,1050,1050,,15219,12559,10
15585723,9316373,636018603,"Container","Hermann Wulff",39300,2006,"Stocznia Gdynia",,,"28-Oct-2016","USD",4.5,"Chinese interests","China P.R.","Hermann Wulff","Germany",,,,12920,,"11-Sep-2003",,,,2732,2732,,39300,32322,10
14925175,9252802,255801940,"Container","Coneste",11153,2003,"J. J. Sietas",,,"26-Oct-2016","USD",4.3,"Undisclosed interests","Unknown","Bernd Bartels","Germany",,,,,,"04-Jun-2001",,,,862,862,,11153,9995,13
16105746,9437206,636017758,"Container","Vega Tau",11979,2007,"Zhejiang Ouhua SB",,,"24-Oct-2016","USD",3.75,"Greek interests","Greece","Vega-Reederei","Germany",,,,5377,,"31-Jan-2006",,,,998,998,,11979,9946,8
12925029,9134658,371751000,"Container","Ningpo",22900,1997,"Szczecin Shipyard",,,"18-Oct-2016","USD",2.6,"Clients of OEL","Singapore","China Navigation","United Kingdom",,,,7808,,"03-Mar-1995",,,,1728,1728,,22900,16801,19
16042432,9373905,209345000,"Container","Taga Bay",13760,2007,"Taizhou Kouan SB",,,"18-Oct-2016",,,"Clients of Pacific & Atlantic","Greece","NSC Schiffahrt","Germany",,,,,,"19-May-2006",,22,"$m",1100,1100,,13760,9966,9
16015302,9357080,636017730,"Container","Conti Salome*",30608,2007,"Aker Ostsee",,5200.01,"12-Oct-2016",,,"Undisclosed interests","Unknown","NSB Niederelbe","Germany",,,,10291,,"20-May-2005",,,,2122,2122,,30608,22801,9
16015331,9357119,636017731,"Container","Conti Arabella*",30608,2007,"Aker Ostsee","#",5200.02,"12-Oct-2016",,,"Undisclosed interests","Unknown","NSB Niederelbe","Germany",,,,10302,,"20-May-2005",,,,2122,2122,,30608,22801,8
16023473,9360283,440389000,"Container","MSL Adventure",15219,2005,"Hakata Zosen",,,"27-Sep-2016","USD",6.35,"South Korean interests","South Korea","Reitaku Kaiun","Japan",,,,,,"01-Jan-2005",,,,1050,1050,,15219,12559,10
15824017,9330070,636092986,"Container","Santa Livia*",108448,2007,"Daewoo (DSME)",,5186.01,"27-Sep-2016",,,"Clients of Zodiac Maritime","United Kingdom","Reederei C-P Offen","Germany",,,,32629,,"20-Aug-2004",,99,"$m",8845,8400,,108448,94322,9
15823931,9330068,219029762,"Container","Santa Laura*",108351,2006,"Daewoo (DSME)","#",5186.02,"27-Sep-2016",,,"Clients of Zodiac Maritime","United Kingdom","Reederei C-P Offen","Germany",,,,32726,,"20-Aug-2004",,99,"$m",8400,8400,,108351,94322,9
16022418,9377705,440075000,"Container","Cala Pinguino",21150,2007,"Imabari SB (Imabari)",,,"21-Sep-2016",,,"Clients of Tanto Intim Line","Indonesia","Nissen Kaiun K.K.","Japan",,,,8111,,"02-Sep-2005",,,,1577,1577,,21150,17518,9
16100596,9444948,563005400,"Container","IS Japan",21292,2007,"Imabari SB (Imabari)",,,"06-Sep-2016","USD",10.5,"Clients of Wan Hai Lines","Taiwan","Kyowa Kisen K.K.","Japan",,,,,,"01-Apr-2006",,,,1708,1708,,21292,17515,8
16013753,9354416,255806280,"Container","WEC Velazquez",11433,2007,"J. J. Sietas",,,"06-Sep-2016","USD",8,"German interests","Germany","Bernd Bartels","Germany",,,,,,"03-May-2005",,,,868,868,,11433,9962,9
13031095,9155389,533180215,"Container","Anthea",23579,2000,"Jiangyang S.Y.",,,"06-Sep-2016",,,"Far East interests","Unknown","Technomar Shipping","Greece",,,,8529,,"07-Aug-1996",,24,"$m",1740,1740,,23579,18335,15
12971105,9137844,304010937,"Container","Delphinus",6911,1997,"Mutzelfeldt",,,"23-Aug-2016","USD",0.6,"Undisclosed interests","Unknown","Rohden Shipmngt","Germany",,,,3397,,"01-Jul-1995",,,,591,591,,6911,5712,19
16250505,9699115,538007097,"Container","UASC Umm Qasr",112171,2014,"Hyundai Samho HI",,,"23-Aug-2016","USD",80,"Clients of MC-Seamax","United States","Asiatic Lloyd","Germany",,,,,,"14-Jun-2013",,82,"$m",9034,8386,,112171,94784,2
13221001,9235086,373846000,"Container","Mare Caribicum",52250,2000,"Hyundai HI (Ulsan)",,,"16-Aug-2016",,,"Clients of OEL","U.A.E.","Hansa Mare Reederei","Germany",,"India",,16160,480,"01-Oct-1999","12-Apr-2019",,,4038,4038,,52250,40306,15
16060249,9430868,636017683,"Container","Mell Solomon",23294,2009,"Guangzhou Wenchong",,,"16-Aug-2016","USD",8,"Undisclosed interests","Unknown","Gebruder Winter","Germany",,,,,,"10-Nov-2006",,,,1740,1740,,23400,18334,6
13261407,9235622,209335000,"Container","Stadt Rotenburg",12920,2003,"Mutzelfeldt",,,"04-Aug-2016","USD",3.1,"Greek interests","Greece","Ahrenkiel Steamship","Germany",,,,,,"30-Jun-2000",,,,1096,1096,,12920,9528,12
15872063,9334519,563125200,"Container","Pontremoli",31500,2006,"Jurong Shipyard",,,"04-Aug-2016","USD",3.8,"Clients of Eastern Pacific","Singapore","F. Laeisz","Germany",,,,12910,,"22-Oct-2004",,,,2646,2646,,31500,27800,10
12963555,9135925,374330000,"Container","Merkur Cloud",22020,1996,"Meeres-Technik",,,"01-Aug-2016","USD",2.1,"Far Eastern interests","Unknown","F. A. Vinnen & Co","Germany",,"Bangladesh",,7393,460,"20-Oct-1995","14-Dec-2018",,,1608,1608,,22020,15929,19
16066933,9433157,636021249,"Container","BF Copacabana",25884,2009,"Taizhou Kouan SB",,,"29-Jul-2016",,,"Undisclosed interests","Unknown","Foroohari Schiffahrts","Germany",,,,,,"11-Jan-2007",,,,1795,1795,,25884,21018,6
15707169,9314923,440147000,"Container","Lilac",39295,2005,"Hyundai Mipo",,,"27-Jul-2016","USD",8,"Clients of KMTC","South Korea","Nautilus Holdings","Cyprus",,,,12014,,"19-Mar-2004",,,,2824,2824,,39295,28927,10
13017057,9152600,636019526,"Container","Hansa Centurion",21473,1998,"Hanjin HI (Ulsan)",,,"26-Jul-2016","USD",3.6,"Clients of MTT Shipping","Malaysia","Leonhardt & Blumberg","Germany",,"India",,6952,,"29-Apr-1996","20-Jun-2020",30,"$m",1645,1645,,21473,16915,17
16305122,9778117,255806029,"Container","N/B RESALE HULL P0148*",134007,2017,"HHIC-Phil (Subic SY)",,5143.01,"30-Jun-2016","USD",195.6,"Clients of Seaspan Corp","Canada","Greater China Intl","Hong Kong",,,,,,"13-Apr-2015",,,,11037,11000,,126000,,-1
16305498,9778090,255806032,"Container","N/B RESALE HULL P0153*",134007,2018,"HHIC-Phil (Subic SY)","#",5143.02,"30-Jun-2016",,,"Clients of Seaspan Corp","Canada","Greater China Intl","Hong Kong",,,,,,"13-Apr-2015",,,,11037,11000,,126000,,-1
13267241,9236688,255805922,"Container","Wehr Elbe*",33657,2001,"Warnowwerft","#",5147.02,"30-Jun-2016",,,"Clients of Mediterranean Shipping Co","Italy","Oskar Wehr","Germany",,,,10858,,"31-Jul-2000",,35,"$m",2524,2524,,33657,25705,14
13267375,9236690,255805923,"Container","Wehr Weser*",33750,2001,"Warnowwerft",,5147.01,"30-Jun-2016","USD",3.75,"Clients of Mediterranean Shipping Co","Italy","Oskar Wehr","Germany",,,,10779,,"31-Jul-2000",,35,"$m",2524,2524,,33750,25705,14
15439109,9293569,477218900,"Container","SITC Ningbo",12645,2004,"Kyokuyo Shipyard",,,"29-Jun-2016","USD",6.64,"Clients of SITC","China P.R.","Hai Lian Shipping","China P.R.",,,,,,"01-Mar-2003",,,,831,831,,12645,9571,12
16022397,9367542,636016186,"Container","Haruka",21413,2006,"Imabari SB (Imabari)",,,"23-Jun-2016","USD",8.6,"Clients of Tanto Intim Line","Indonesia","SeaChange","United States",,,,,,"02-Sep-2005",,,,1570,1570,,20500,17199,9
12992647,9151864,636092661,"Container","Hansa Narvik",20630,1998,"Guangzhou Wenchong",,,"21-Jun-2016","USD",2.5,"Clients of OKEE Maritime","Germany","Leonhardt & Blumberg","Germany",,,,7240,,"16-Feb-1996",,,,1542,1542,,20630,15988,17
16014055,9358436,636017608,"Container","Hammonia Jutlandia",43050,2006,"HHIC (Yeongdo)",,,"21-Jun-2016","USD",5.25,"Clients of Borealis Maritime","United Kingdom","Hammonia Reederei","Germany",,,,12893,,"06-May-2005",,,,3390,3390,,43050,28823,9
12966927,9138161,351563000,"Container","Aegean Express*",18581,1997,"CSBC (Keelung)",,5145.01,"21-Jun-2016","USD",3.5,"Clients of CIH","Unknown","Vroon","Netherlands",,,,,,"03-Nov-1995",,30,"$m",1439,1439,,18581,15095,18
12967003,9148532,533180218,"Container","Arabian Express*",18576,1997,"CSBC (Keelung)",,5145.02,"21-Jun-2016","USD",3.5,"Clients of CIH","Unknown","Vroon","Netherlands",,,,,,"01-Dec-1995",,30,"$m",1439,1439,,18576,15095,18
16328213,,413691980,"Container","Jia Hua 6",5004,2007,"Shenghai S.B.",,,"17-Jun-2016","RMB",5.74,"Fujian Yunlian","China P.R.","Shishi Jiahua","China P.R.",,,,1606,,"01-Sep-2003",,,,200,200,,5004,2996,9
15803867,9326990,255805587,"Container","Analena",11200,2006,"J. J. Sietas",,,"15-Jun-2016","USD",7.2,"Undisclosed interests","Unknown","Peter Dohle Schiff.","Germany",,,,,,"26-Jul-2004",,,,862,862,,11200,9990,9
16327540,,412426080,"Container","Jin Cheng 3",5059,2008,"Zhongshan Honghong",,,"10-Jun-2016","RMB",5.93,"Fuzhou Ronghai","China P.R.","Quanzhou Jincheng","China P.R.",,,,1553,,"01-Mar-2007",,,,180,180,,5059,2996,8
16327553,,413489830,"Container","Jia Hua 3",7250,2009,"Guangzhou Nansha",,,"10-Jun-2016","RMB",7.2,"Chinese interests","China P.R.","Shishi Jiahua","China P.R.",,,,2321,,"01-Jul-2008",,,,250,250,,7250,4742,6
15478003,9290464,538007063,"Container","Hanjin Boston",93594,2005,"Hyundai HI (Ulsan)",,,"08-Jun-2016","USD",23,"Clients of MC-Seamax","United States","Conti Reederei","Germany",,,,,,"01-May-2003",,,,7846,7455,,93558,82794,10
13206729,9217022,341817000,"Container","Hansa Victory",33899,2000,"Aker MTW Werft",,,"07-Jun-2016",,,"Clients of Lomar Shipping","Greece","Hansa Shipping","Germany",,,,,,"02-Aug-1999",,,,2478,2478,,33899,25369,15
15590585,9306249,636019746,"Container","Islandia",13760,2004,"CSC Jinling Shipyard",,,"03-Jun-2016","USD",4.5,"Clients of Harren","Germany","Hammonia Reederei","Germany",,,,,,"01-Jun-2003",,,,1118,1118,,13760,9957,11
