"Listing"

"WFR Listing"
"Created 09 March 2022 20:11"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","TEU","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
15565491,9301550,636017605,"Container","Mount Bokor",13760,2005,"CSC Jiangdong",,,"03-Jun-2016",,,"Undisclosed interests","Italy","Buss Shipping","Germany",,,,,,"15-Aug-2003",,,,1118,1118,,13760,9990,11
13267083,9236652,636019341,"Container","Katharina",34026,2001,"Thyssen Nordsee",,,"03-Jun-2016","USD",3.5,"Clients of Lomar Shipping","United Kingdom","Martime Gesellschaft","Germany",,,,,,"31-Jul-2000",,,,2452,2442,,34500,25499,14
16297218,8671116,413698710,"Container","Xin Jin Cheng 2",17107,2013,"Winde",,,"25-May-2016","RMB",26.77,"Jiangsu Runchang","China P.R.","Quanzhou Jincheng","China P.R.",,,,,,"01-Jan-2011",,,,800,800,,17107,11708,2
15689719,9320025,477537400,"Container","Ilva",37938,2006,"Aker Ostsee",,,"24-May-2016","USD",7,"Clients of SITC","China P.R.","F. Laeisz","Germany",,,,,,"19-Feb-2004",,,,2741,2741,,37938,27971,9
16303249,9761449,249717000,"Container","N/B RESALE HULL 486",21779,2016,"Huangpu Wenchong",,,"11-May-2016","USD",20.5,"Clients of Lomar Shipping","Greece","CSSC Shipping (HK)","China P.R.",,,,,,"01-Jan-2014",,,,1707,1700,,21000,,0
15823481,9322231,477537100,"Container","Alice",12814,2005,"Dae Sun Shipbuilding",,,"10-May-2016","USD",7.9,"Clients of SITC","China P.R.","Alnwick Harmstorf","Germany",,,,,,"20-Aug-2004",,,,1043,1043,,12814,9850,10
12934597,9126998,304496000,"Container","Titan",14580,1996,"Volkswerft",,,"10-May-2016",,,"German interests","Germany","Heinz Corleis","Germany",,,,5786,,"05-May-1995",,23,"$m",1122,1122,,14580,11890,19
12908743,9117349,,"Container","Niugini Coast*",5347,1996,"Mutzelfeldt",,5118.01,"09-May-2016","USD",2,"Clients of Oceanic Container Lines","Philippines","Consort Express Line","Papua N. Guinea",,,,2346,,"11-Nov-1994",,6.62,"$m",373,373,,5347,3978,19
13274399,9239898,419001369,"Container","E.R. Helgoland*",33800,2002,"SSW Fahr",,5116.01,"04-May-2016","USD",3.75,"Clients of Lomar","Greece","E.R. Schiffahrt","Germany",,,,,,"28-Sep-2000",,,,2496,2496,,33800,27322,13
13274423,9239903,,"Container","E.R. Cuxhaven*",34414,2002,"SSW Fahr",,5116.02,"04-May-2016","USD",3.75,"Clients of Lomar","Greece","E.R. Schiffahrt","Germany",,,,11842,,"28-Sep-2000",,,,2496,2496,,34414,27322,13
12960633,9134153,210312000,"Container","WEC Majorelle",7223,1996,"J. J. Sietas",,,"26-Apr-2016","USD",1.7,"Undisclosed interests","Unknown","ARA Ship Mgmt","Netherlands",,,,,,"05-Oct-1995",,,,700,700,,7223,6362,19
15926267,9333060,414246000,"Container","Stadt Aachen",43127,2007,"HHIC (Yeongdo)",,,"20-Apr-2016","USD",7.2,"Clients of Zhong-Gu","China P.R.","Ahrenkiel Steamship","Germany",,,,,,"24-Dec-2004",,,,3388,3388,,43127,35573,8
12916269,9119488,312560000,"Container","Winland Dalian",12630,1996,"Selah Shipyard",,,"06-Apr-2016","RMB",4.71,"Undisclosed interests","Unknown","Winland Group","China P.R.",,"Bangladesh",,,,"31-Dec-1994","24-Aug-2020",,,868,868,,12630,8944,19
13252197,9242986,273390170,"Container","Merwedijk",7500,2001,"Hegemann Rolandwerft",,,"04-Apr-2016","USD",4,"Far Eastern interests","Unknown","Navigia Group","Netherlands",,,,3597,,"22-May-2000",,,,705,705,,7500,6980,15
16116492,9483695,244201000,"Container","Nordic Bremen",13031,2011,"Shuntian Shungao",,,"04-Apr-2016","USD",10.5,"Norwegian interests","Norway","Nordic Hamburg","Germany",,,,,,"02-Nov-2007",,25,"$m",1036,1036,,13031,10371,4
13239527,9226504,215179000,"Container","Flex Box Container*",34500,2001,"Thyssen Nordsee",,5096.01,"31-Mar-2016","USD",3.25,"Undisclosed interests","Unknown","Tribini Capital","Hong Kong",,,,10190,,"13-Mar-2000",,,,2442,2442,,34500,25535,14
13239651,9226516,215421000,"Container","Janus*",33900,2001,"Thyssen Nordsee",,5096.02,"31-Mar-2016","USD",3.25,"Undisclosed interests","Unknown","Tribini Capital","Hong Kong",,,,10113,,"13-Mar-2000",,,,2452,2442,,33900,25535,14
16098705,9465318,477307400,"Container","MSC Margrit*",141184,2012,"Hyundai HI (Ulsan)",,5089.01,"24-Mar-2016",,,"Swiss interests","Switzerland","E.R. Schiffahrt","Germany",,,,,,"27-Jul-2007",,175,"$m",13102,13102,,141184,141635,3
16098697,9465306,477307300,"Container","MSC Renee*",141184,2012,"Hyundai HI (Ulsan)","#",5089.02,"24-Mar-2016",,,"Swiss interests","Switzerland","E.R. Schiffahrt","Germany",,,,,,"27-Jul-2007",,175,"$m",13102,13102,,141184,141635,3
13261249,9235608,636017534,"Container","Stadt Bremen*",12900,2003,"Santierul Naval",,5090.02,"24-Mar-2016","USD",2.25,"Greek interests","Greece","Ahrenkiel Steamship","Germany",,,,,,"30-Jun-2000",,,,1100,1100,,12900,9800,13
13261373,9235610,636017570,"Container","Stadt Flensburg*",12920,2003,"Mutzelfeldt",,5090.01,"24-Mar-2016","USD",2.25,"Greek interests","Greece","Ahrenkiel Steamship","Germany",,,,,,"30-Jun-2000",,,,1096,1096,,12920,9528,12
12956957,9134505,413702170,"Container","Crusader",28370,1997,"Daewoo (DSME)",,,"24-Mar-2016",,,"Chinese interests","China P.R.","Mandarin Shpg. Ltd.","Hong Kong",,,,9775,,"14-Jul-1995",,31,"$m",2045,2045,,28370,24053,18
12994933,9144328,413702160,"Container","Centaur",28351,1997,"Daewoo (DSME)",,,"23-Mar-2016",,,"Chinese interests","China P.R.","Mandarin Shpg. Ltd.","Hong Kong",,,,9717,,"01-Feb-1996",,24,"$m",2045,2045,,28351,24053,18
16135927,9426817,636017514,"Container","RHL Fiducia*",63500,2010,"Jiangnan Changxing",,5087.02,"23-Mar-2016","USD",7.5,"Greek interests","Greece","Hamburger Lloyd","Germany",,,,22197,,"01-Jan-2007",,,,5100,5100,,63500,54182,5
16135914,9426805,636017515,"Container","RHL Fidelitas*",63500,2010,"Jiangnan Changxing",,5087.01,"23-Mar-2016","USD",7.5,"Greek interests","Greece","Hamburger Lloyd","Germany",,,,22197,,"01-Jan-2007",,,,5100,5100,,63500,54182,5
15448251,9308613,636019053,"Container","Vega Beta",11836,2006,"Zhejiang Yangfan",,,"23-Mar-2016","USD",3.7,"Clients of Pacific & Atlantic","Greece","Vega-Reederei","Germany",,,,5544,,"06-May-2003",,,,957,957,,11836,9981,10
16058820,9365984,210072000,"Container","Flintercape*",9587,2009,"IHDA Shipbuild.",,5088.02,"23-Mar-2016",,,"Undisclosed interests","Unknown","Flinter Shipping","Netherlands",,,,,,"01-Jan-2006",,,,809,809,,9587,7702,7
16021729,9365972,255806113,"Container","Flintercoast*",9620,2008,"IHDA Shipbuild.",,5088.01,"23-Mar-2016",,,"Undisclosed interests","Unknown","Flinter Shipping","Netherlands",,,,,,"18-Aug-2005",,,,809,809,,9620,7999,7
16098150,9464699,414334000,"Container","SCT Direction",54282,2010,"Daewoo (DSME)",,,"22-Mar-2016","USD",12.5,"Clients of Continental Shipping","Singapore","Seacastle Singapore","United States",,,,,,"13-Jul-2007",,,,4380,4380,,54282,42110,5
15762713,9330501,636017505,"Container","Uni Fulgent",42822,2007,"Hyundai Mipo",,,"16-Mar-2016","USD",6.5,"Clients of Borealis","United Kingdom","Uni-Asia Holding","Hong Kong",,,,15155,,"03-Jun-2004",,,,3450,3450,,42822,36483,8
16169001,9539482,563140600,"Container","Nordic Wismar",46131,2011,"Rongcheng Shenfei",,,"15-Mar-2016","USD",20,"Clients of NRP Finans","Norway","Nordic Hamburg","Germany",,,,,,"25-Jan-2008",,,,3405,3405,,46131,39753,4
16022421,9412787,636017440,"Container","Cala Paguro",21442,2007,"Imabari SB (Imabari)",,,"08-Mar-2016","USD",9.8,"Undisclosed interests","Unknown","Murakami Sekiyu","Japan",,,,,,"02-Sep-2005",,,,1577,1577,,21442,17518,8
13249463,9232113,414239000,"Container","Pretoria",52700,2002,"HHIC (Yeongdo)",,,"08-Mar-2016","USD",5.3,"Chinese interests","China P.R.","DS Schiffahrt GmbH","Germany",,,,18890,,"12-May-2000",,44.5,"$m",4367,4367,,52700,34300,13
13261081,9234379,373080000,"Container","Stadt Emden",12920,2002,"Santierul Naval",,,"07-Mar-2016","USD",1.5,"Chinese interests","China P.R.","Ahrenkiel Steamship","Germany",,,,4866,,"30-Jun-2000",,,,1102,1102,,12920,9850,13
13006901,9149902,374857000,"Container","Wehr Blankenese",22900,1999,"Szczecin Shipyard",,,"24-Feb-2016",,,"Clients of Lomar Shipping","Greece","Oskar Wehr","Germany",,"Indian Sub cont",,7729,,"05-Sep-1995","07-Feb-2020",30,"$m",1726,1726,,22900,16600,16
12968189,9137521,419001126,"Container","Osaka Trader",24376,1996,"Shin Kurushima",,,"24-Feb-2016",,,"Undisclosed interest","Unknown","Lomar Shipping","Greece",,,,8174,,"18-Oct-1995",,,,1613,1613,,24376,18620,19
13123141,9204984,525003620,"Container","Spirit of Piraeus",30550,2001,"CSBC (Kaohsiung)",,,"15-Feb-2016","USD",3.5,"Undisclosed interests","Unknown","Rickmers Reederei","Germany",,,,11634,,"27-Feb-1998",,35,"$m",2262,2262,,30550,26047,14
15626293,9307839,636021061,"Container","Helene",31155,2005,"Volkswerft",,,"22-Jan-2016","USD",8,"Undisclosed interests","Unknown","Alnwick Harmstorf","Germany",,,,,,"06-Nov-2003",,,,2474,2474,,31155,25756,10
16056471,9403451,636020241,"Container","Vega Saturn",13760,2008,"Taizhou Kouan SB",,,"22-Jan-2016",,,"Clients of CFS","Germany","Vega-Reederei","Germany",,,,,,"12-Oct-2006",,,,1118,1118,,13760,9957,7
12825615,9100243,548740200,"Container","Mohegan",7850,1994,"Orskovs Staal.",,,"21-Jan-2016","USD",2,"Clients of Span Asia Carriers","Philippines","Sealift Inc","United States",,,,3484,,,,,,703,703,,7850,6297,21
12891023,9136591,525005397,"Container","Silver Fern",17429,1996,"Iwagi Zosen",,,"19-Jan-2016",,,"Clients of Salaam Pacific","Indonesia","Shoei Kisen Kaisha","Japan",,,,,,"15-Jul-1994",,,,1005,1005,,17429,13310,19
16035142,9406922,210749000,"Container","Pacific Trader",13760,2008,"CSC Jinling Shipyard",,,"19-Jan-2016","USD",5.2,"Clients of Marlow","Germany","W. Bockstiegel","Germany",,,,,,"17-Mar-2006",,,,1118,1118,,13760,9966,7
16116476,9483671,209467000,"Container","Nordic Stani*",13031,2010,"Shuntian Shungao",,5057.02,"12-Jan-2016","USD",11,"Clients of Seacon","Singapore","Nordic Hamburg","Germany",,,,,,"02-Nov-2007",,25,"$m",1036,1036,,13031,10318,5
16116463,9483669,212018000,"Container","Nordic Philip*",13031,2010,"Shuntian Shungao",,5057.01,"12-Jan-2016","USD",11,"Clients of Seacon","Singapore","Nordic Hamburg","Germany",,,,,,"02-Nov-2007",,25,"$m",1036,1036,,13031,10371,5
15498177,9299628,228353600,"Container","CMA CGM Otello",101810,2005,"Hyundai HI (Ulsan)",,,"23-Dec-2015","USD",51,"Undisclosed interests","Unknown","CMA-CGM","France",,,,,,"14-Jul-2003",,88.8,"$m",8488,8488,,101810,91410,10
12827035,9064762,636017347,"Container","Independent Venture",20540,1993,"Warnowwerft",,,"22-Dec-2015","USD",2,"Clients of Continental Shipping","Singapore","H. Schuldt","Germany",,"Bangladesh",,6660,450,,"26-Oct-2018",,,1468,1468,,20540,14849,22
16024438,9371098,525009349,"Container","Aspiration",15219,2005,"Hakata Zosen",,,"09-Dec-2015","USD",7.2,"Clients of Kharis","South Korea","Nissen Kaiun K.K.","Japan",,,,,,"01-Dec-2004",,,,1050,1050,,15219,12559,9
15984159,9347786,636017374,"Container","Hanse Reliance",11500,2006,"Zhejiang Yangfan",,,"09-Dec-2015","USD",4.25,"Undisclosed interests","Unknown","Johs. Thode GmbH.","Germany",,,,,,"25-Feb-2005",,,,957,957,,11500,9981,9
15257293,9275048,636017520,"Container","Cap Bonavista",34567,2003,"Hyundai HI (Ulsan)",,,"25-Nov-2015","USD",11.5,"German interests","Germany","E.R. Schiffahrt","Germany",,,,11451,,"24-Apr-2002",,27.5,"$m",2556,2556,,34567,26833,11
16049323,9402512,440190000,"Container","Admiration",14984,2007,"Hakata Zosen",,,"25-Nov-2015","USD",7,"Undisclosed interests","Unknown","Nissen Kaiun K.K.","Japan",,,,,,"01-Jan-2005",,,,1054,1054,,14984,12653,8
16060252,9430870,636092669,"Container","Corvette",23296,2010,"Guangzhou Wenchong",,,"25-Nov-2015",,,"Undisclosed interests","Unknown","Gebruder Winter","Germany",,,,,,"10-Nov-2006",,,,1740,1740,,23296,18326,5
16306037,9777204,636017727,"Container","N/B RESALE HULL 2842*",185503,2016,"Hyundai HI (Ulsan)",,5081.01,"16-Nov-2015",,,"Clients of SFL","Norway","Minsheng Financial","China P.R.",,,,,,"01-May-2015",,,,19200,20000,,230000,,-1
16306040,9777216,636017882,"Container","N/B RESALE HULL 2843*",185503,2017,"Hyundai HI (Ulsan)",,5081.02,"16-Nov-2015",,,"Clients of SFL","Norway","Minsheng Financial","China P.R.",,,,,,"08-May-2015",,,,19200,20000,,230000,,-1
16274022,9732589,538006664,"Container","Aisopos*",117293,2015,"Hyundai Samho HI",,5040.01,"13-Nov-2015",,,"Clients of MC-Seamax","United States","Container Carrier","Greece",,,,,,"11-Feb-2014",,,,9443,9443,,117293,93702,0
16274048,9732606,538006767,"Container","Andronikos*",117293,2016,"Hyundai Samho HI","#",5040.02,"13-Nov-2015",,,"Clients of MC-Seamax","United States","Container Carrier","Greece",,,,,,"11-Feb-2014",,,,9443,9443,,117293,93702,0
15843555,9334105,574002930,"Container","Bara Ipsa",8500,2005,"Hegemann Rolandwerft",,,"12-Nov-2015","USD",3.5,"Clients of Tan Cang Logistic","Vietnam","Fairmont Shpg. (Can)","Philippines",,,,3663,,"16-Sep-2004",,,,707,707,,8500,6454,10
13274557,9246310,636017309,"Container","E.R. Wilhelmshaven",33800,2002,"SSW Fahr",,,"11-Nov-2015","USD",7.5,"Undisclosed interests","Unknown","E.R. Schiffahrt","Germany",,,,,,"31-Jan-2001",,,,2490,2496,,33800,27322,12
16047611,9431800,538090492,"Container","Joseph Conrad",50300,2009,"Jiangsu New YZJ",,,"04-Nov-2015","USD",16,"Clients of Rickmers","Germany","Karl Schluter","Germany",,,,,,"14-Jul-2006",,59,"$m",4250,4250,,50300,40541,5
15907695,9339064,636018757,"Container","Stadt Ravensburg",8185,2006,"Mawei SB (Mawei)",,,"01-Nov-2015",,,"Undisclosed interests","Unknown","Ahrenkiel Steamship","Germany",,,,,,"01-Dec-2004",,,,698,698,,8185,7150,9
15483607,9304758,636017218,"Container","Coral Bay*",34426,2005,"Howaldtswerke Werft",,5013.01,"30-Oct-2015","USD",14.8,"Clients of Great White Fleet","Belgium","NSC Schiffahrt","Germany",,,,11850,,"09-Oct-2003",,,,2490,2490,,34426,27320,10
15483731,9304760,636017219,"Container","Crystal Bay*",34426,2005,"Howaldtswerke Werft",,5013.02,"30-Oct-2015","USD",14.8,"Clients of Great White Fleet","Belgium","NSC Schiffahrt","Germany",,,,,,"09-Oct-2003",,,,2490,2490,,34426,27320,9
16018729,9388510,212935000,"Container","Elbcarrier*",10950,2007,"Hegemann Rolandwerft",,5014.01,"28-Oct-2015","EUR",6.5,"Clients of EUCON","Ireland","Heinz Moje","Germany",,,,4289,,"30-Jun-2005",,,,972,972,,10950,8550,7
16018732,9388522,212931000,"Container","Elbfeeder*",10950,2008,"Hegemann Rolandwerft",,5014.02,"28-Oct-2015","EUR",6.5,"Clients of EUCON","Ireland","Heinz Moje","Germany",,,,4298,,"30-Jun-2005",,,,972,972,,10950,8550,7
16018774,9388534,212937000,"Container","Elbtrader*",11100,2008,"Hegemann Rolandwerft",,5014.03,"28-Oct-2015","EUR",6.5,"Clients of EUCON","Ireland","Heinz-Georg Voge K.G","Germany",,,,,,"30-Jun-2005",,,,972,972,,11100,8246,6
12790117,9004255,636017215,"Container","Ulsnis",20147,1993,"Warnowwerft",,,"26-Oct-2015","USD",3.2,"Clients of Continental Investment","Singapore","Brise Bereederungs","Germany",,"Bangladesh",,7050,450,,"25-Oct-2018",,,1388,1388,,20147,14865,22
12790083,9004243,,"Container","MSC Equator",20147,1993,"Warnowwerft",,,"26-Oct-2015",,,"Clients of Continental Investment","Singapore","Brise Bereederungs","Germany",,"Bangladesh",,6989,,,"31-Dec-2018",,,1388,1388,,20147,14865,22
16013687,9354349,242830300,"Container","Robert",11150,2006,"J. J. Sietas",,,"21-Oct-2015","EUR",6.2,"Clients of Sea Consortium","Singapore","Heinz-Georg Voge K.G","Germany",,,,,,"03-May-2005",,,,868,868,,11150,9981,9
15240729,9264776,574003110,"Container","Amstel Trader",8015,2004,"Zhejiang Yangfan",,,"14-Oct-2015","USD",3.25,"Clients of Lubeca Marine","Germany","Hermann Buss","Germany",,,,,,"15-Mar-2002",,,,657,657,,8015,6704,11
12877085,9105970,622113176,"Container","Credo",23064,1996,"Szczecin Shipyard",,,"09-Oct-2015","USD",6.2,"Egyptian interests","Egypt","Atlantica Shipping","Norway",,,,7771,,"28-Mar-1994",,,,1728,1728,,23064,16801,19
13083881,9178393,525025103,"Container","Sanya",23200,1999,"Imabari SB Marugame",,,"30-Sep-2015","USD",7,"Clients of Meratus Line","Indonesia","SeaChange","United States",,,,,,"01-Mar-1997",,,,1560,1560,,23200,16750,16
13236997,9229300,636017173,"Container","NYK Lodestar",77900,2001,"Samsung HI",,,"25-Sep-2015",,,"Clients of Gemini Shipholdings","Greece","Nippon Yusen Kaisha","Japan",,,,28010,,"29-Feb-2000",,,,6422,6178,,77900,75201,13
12987593,9142447,376609000,"Container","Medazov Rosa",4830,1996,"Kroeger Werft",,,"21-Sep-2015","USD",1.25,"European interests","Unknown","Med Azov Line","Ukraine",,,,,,"01-Feb-1996",,,,366,366,,4830,2986,18
14637209,9242601,533170614,"Container","Star Jupiter",7977,2002,"J. J. Sietas",,,"18-Sep-2015","USD",3.63,"Clients of Conmar Shipping","Germany","Quadrant Bereed.","Germany",,,,,,"01-Nov-2000",,,,735,735,,7977,6277,13
16098213,9464314,636015130,"Container","Linton",51440,2012,"Hyundai Samho HI",,,"16-Sep-2015","USD",25,"Clients of GEM","U.A.E.","DVB","Netherlands",,,,17069,,"13-Apr-2007",,,,4498,4498,,51440,41391,3
13004907,9146649,636017212,"Container","Sky Evolution",17781,1996,"Imabari SB (Imabari)",,,"15-Sep-2015","USD",4,"Undisclosed interests","Unknown","CK Line Co.","South Korea",,"Bangladesh",,5948,450,"01-Oct-1995","26-Oct-2018",,,1120,1120,,17781,13156,18
13275183,9242302,271044301,"Container","Kaptan Aytac A",17183,2001,"Peene Werft",,,"08-Sep-2015","USD",6.9,"Undisclosed interests","Unknown","Arkas Line","Turkey",,,,6056,,"30-Sep-2000",,,,1157,1157,,17180,14062,13
14657373,9245158,574002850,"Container","Asian Gyro",18055,2001,"Iwagi Zosen",,,"02-Sep-2015","USD",5.5,"Vietnamese interests","Vietnam","Tokei Kaiun Co.","Japan",,,,5563,,"01-Jul-2000",,,,1032,1032,,18055,13267,14
15822439,9330264,352898711,"Container","El Toro",13632,2006,"Taizhou Kouan SB",,,"01-Sep-2015","USD",6.5,"German interests","Germany","Delphis","Belgium",,,,5388,,"20-Aug-2004",,19,"$m",1080,1080,,13632,9966,8
15677587,9315848,441933000,"Container","E.R. Malmo",39418,2005,"Hyundai Mipo",,,"01-Sep-2015","USD",13.9,"Clients of KMTC","South Korea","E.R. Schiffahrt","Germany",,,,,,"30-Jan-2004",,,,2824,2824,,39418,27779,10
13026783,9151424,533170536,"Container","Soga",17224,1998,"Shin Kochi Jyuko",,,"28-Aug-2015","USD",5,"Undisclosed interests","Unknown","Nippon Yusen Kaisha","Japan",,,,,,"09-Jul-1996",,,,1157,1157,,17224,13448,17
12969973,9138240,636017211,"Container","Klaus J*",26262,1997,"Meeres-Technik",,4981.01,"25-Aug-2015","USD",11,"Far Eastern interests","Unknown","Jungerhans & Co","Germany",,"Bangladesh",,7626,450,"17-Nov-1995","26-Oct-2018",45,"$m",1900,1900,,26262,18233,18
12969849,9138238,419001352,"Container","Helene J*",26262,1997,"Meeres-Technik","#",4981.02,"25-Aug-2015",,,"Far Eastern interests","Unknown","Jungerhans & Co","Germany",,,,,,"17-Nov-1995",,45,"$m",1900,1900,,26262,18233,18
13059873,9162681,210001000,"Container","Borussia Dortmund",7147,1998,"J. J. Sietas",,,"24-Aug-2015",,,"European interest","Unknown","Rudolf Schepers KG","Germany",,,,,,"01-Dec-1996",,,,700,700,,7147,6378,17
15266345,9275373,636017191,"Container","Leo Osaka",43093,2003,"Koyo Dock",,,"20-Aug-2015","USD",9.2,"Undisclosed interests","Unknown","Tokei Kaiun Co.","Japan",,,,13500,,"31-Oct-2001",,,,2762,2762,,43093,34610,12
16137918,9499022,525100468,"Container","Blue Moon*",13760,2008,"Jiangsu Eastern","#",4976.02,"14-Aug-2015",,,"German interests","Germany","Gebruder Winter","Germany",,,,,,"01-Jan-2007",,,,1022,1022,,13760,9954,6
16137905,9499010,564738000,"Container","Yellow Moon*",13760,2008,"Jiangsu Eastern",,4976.01,"14-Aug-2015",,,"German interests","Germany","Gebruder Winter","Germany",,,,,,"01-Jan-2007",,,,1022,1022,,13760,9954,7
13114415,9183427,244650437,"Container","Corsa",5300,1998,"J. J. Sietas",,,"14-Aug-2015","USD",1.6,"Undisclosed interests","Unknown","Gebruder Winter","Germany",,,,,,"30-Nov-1997",,,,508,508,,5300,3999,17
13234151,9226815,636017164,"Container","Hansa Kristiansand",20630,2001,"Guangzhou Wenchong",,,"12-Aug-2015",,,"Clients of Costamare","Greece","Leonhardt & Blumberg","Germany",,,,7448,,"09-Feb-2000",,,,1550,1550,,20630,15988,13
13217875,9221061,538006044,"Container","Hansa Aalesund",20700,2001,"Guangzhou Wenchong",,,"11-Aug-2015","USD",6.1,"Clients of Koenig","Germany","Leonhardt & Blumberg","Germany",,"Bangladesh",,7411,,"28-Oct-1999","25-Mar-2020",,,1550,1550,,20700,15988,13
12963397,9139907,414222000,"Container","Zim USA*",46350,1997,"Howaldtswerke Werft",,4967.02,"11-Aug-2015","USD",7.8,"Clients of Zhongyu","China P.R.","Zim Integrated Shpg.","Israel",,,,,,"20-Oct-1995",,60,"$m",3429,3429,,46350,41507,18
12977107,9139921,414224000,"Container","Zim China*",45850,1997,"Howaldtswerke Werft",,4967.01,"11-Aug-2015","USD",7.8,"Clients of Zhongyu","China P.R.","Zim Integrated Shpg.","Israel",,,,,,"20-Oct-1995",,,,3429,3429,,45850,41507,17
13008871,9141792,242198100,"Container","Santa Giorgina",30188,1997,"Flender Werft",,,"07-Aug-2015","USD",6,"Undisclosed interests","Unknown","Reederei C-P Offen","Germany",,,,8840,,"03-May-1996",,,,2054,2054,,30202,21300,17
14615423,9256482,636019407,"Container","OOCL Ningbo",99518,2004,"Samsung HI",,,"04-Aug-2015","USD",53.6,"Clients of Global Ship Lease","United Kingdom","OOCL","Hong Kong",,,,,,"10-Apr-2001",,83,"$m",8063,8063,,99518,89097,11
