"Listing"

"WFR Listing"
"Created 09 March 2022 19:30"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
12995019,"Kyokuyo Shipyard",6393,,,,628,282,"28-Jan-1997",12.84,21.6,3239,"Sub-Panamax Container",,201,427,"Ora Bhum",3593,"1 x Propeller (Aft Centre) (mechanical), 158rpm",20,"Y",,,,,,,"407","REGIONAL CONTAINER LINES PTE LTD","Thailand",,"S6MB",,"Containerships",,"Large (21-50)","Thailand"
12995143,"Kyokuyo Shipyard",6393,,,,628,282,"31-Mar-1997",13.62,21.6,3239,"Sub-Panamax Container",,201,427,"Pira Bhum",3593,"1 x Propeller (Aft Centre) (mechanical), 158rpm",20,"Y",,,,,,,"409","Regional Container Lines Pte Ltd","Thailand",,"S6MC",,"Containerships",,"Large (21-50)","Thailand"
12995277,"Kyokuyo Shipyard",6393,,,,628,282,"27-Nov-1997",13.24,21.6,3239,"Sub-Panamax Container",,201,427,"Ratha Bhum",3593,"1 x Propeller (Aft Centre) (mechanical), 158rpm",20,"Y",,,,,,,"415","Regional Container Lines Public Company Ltd.","Thailand",,"HSDA2",,"Containerships",,"Large (21-50)","Thailand"
12995301,"Kyokuyo Shipyard",6393,,,,628,282,"23-Jan-1998",12.66,21.6,3239,"Sub-Panamax Container",,201,427,"Supa Bhum",3593,"1 x Propeller (Aft Centre) (mechanical), 158rpm",20,"Y",,,,,,,"S476","Regional Container Lines Public Company Ltd.","Thailand",,"HSCE2",,"Containerships",,"Large (21-50)","Thailand"
12996229,"J. J. Sietas",9962,,,,950,,"09-Dec-1996",12.85,,5208,"Sub-Panamax Container",,348,602,"Husky Runner",4470,"1 x CP Propeller (Aft Centre) (mechanical), 106rpm",,,,,,,,,"1135","8 Navigator Schiffsbeteiligungs GmbH & Co. KG","Germany",,"CQHZ",,"Containerships",,"Very Small (1-5) ","Germany"
12996353,"J. J. Sietas",9962,,,,942,457,"22-Jan-1997",12.87,,5208,"Sub-Panamax Container",,,,"Husky Racer",4469,"1 x CP Propeller (Aft Centre) (mechanical), 106rpm",,,,,,,,,"1136","Schiffahrts GmbH & Co. KG MS "BARBARA P"","Germany",,"CQHY",,"Containerships",,"Very Small (1-5) ","Germany"
12996487,"J. J. Sietas",3999,,,,508,,"17-Feb-1998",13.75,,2176,"Sub-Panamax Container",,,,"A2B Spirit",2067,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"1139","A2b-Online 6 BV","United Kingdom",,"PCBE",,"Containerships",,"Small (6-10) ","United Kingdom"
12996511,"Hyundai HI (Ulsan)",53324,,,5429,4545,,"29-Nov-1997",15.68,80,30816,"Container",,2307,2238,"MSC Sao Paulo",17769,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 104rpm",,,,,,,,,"1022","Sao Paulo Maritime Inc.","Switzerland",,"D5GL3",,"Containerships",,"Extra Large (100+)","Italy"
12997305,"Kwang Yang S.B.",3996,,,,342,,"15-Jun-1995",12.23,14.8,2036,"Sub-Panamax Container",,132,210,"Sunny Oak",1811,"1 x Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"106","KOREA MARINE TRANSPORT CO., LTD.","South Korea",,"DSEX8",,"Containerships",,"Large (21-50)","South Korea"
12998357,"CSC Jinling Shipyard",7171,,,,779,312,"02-Nov-1997",,20,3580,"LPG",,240,539,"HH East",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 116rpm",20,,,,,,,,"96-7011","Lillyanna Inc.","United States",,"V4EF3",20.5,"Containerships",,"Very Small (1-5) ","United States"
12998481,"CSC Jinling Shipyard",7171,,,,779,,"03-Apr-1998",,,3580,"General Cargo",,240,539,"Avonmoor",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"96-7012","Tylos Shipping and Marine Services Co. WLL","Bahrain",,"A9KE",20.75,"Containerships",,"Very Small (1-5) ","Bahrain"
12998515,"Hyundai HI (Ulsan)",29022,,,2900,2908,,"22-Mar-1996",14.2,,16570,"Container",,1174,1734,"Eos 1",10574,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 97rpm",21,,,,,,,,"H960","TDS Containerships IV AS","Greece",,"D5OY3",,"Containerships",,"Large (21-50)","Greece"
12998649,"Hyundai HI (Ulsan)",29022,,,2725,2908,,"07-Jun-1997",11.1,,16570,"Container",,1174,1734,"Med Aydin",10574,"1 x CP Propeller (Aft Centre) (mechanical), Nakashima, 97rpm",21,,,,,,,,"1041","Med Aydin Denizcilik AS","Greece",,"TCA6330",,"Containerships",,"Large (21-50)","Greece"
13001827,"Hanjin HI (Ulsan)",16915,,,1800.5,1645,785,"23-Jul-1997",12.15,,7595,"Sub-Panamax Container",,610,1035,"Soul of Luck",6666,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"N-634","OSIER HOLDING S.A.","Greece",,"3FGX2",,"Containerships",,"Very Small (1-5) ","Greece"
13001951,"Hanjin HI (Ulsan)",16915,,,1800,1645,,"28-Oct-1997",,,7595,"Sub-Panamax Container",,610,1035,"Hansa Centaur",6666,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,,,,,"636","Cole International Holdings S.A.","Greece",,"3FAH3",22.25,"Containerships",,"Very Small (1-5) ","Greece"
13002453,"Murakami Hide",6245,,,,500,,,10.63,,3260,"Sub-Panamax Container",,,,"Morning Vinafco",2871,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",,,,,,"Y",,,"381",,"Vietnam",,"XVHH",,"Containerships",,"Very Small (1-5) ","Vietnam"
13002587,"Murakami Hide",6251,,,,637,166,"30-Aug-1996",,,3294,"Ferry",,,,"Trans-Asia 16",,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"382","TRANS-ASIA SHIPPING LINES, INCORPORATED","Philippines",,"DUH4258",,"Containerships",,"Medium (11-20)","Philippines"
13003113,"Shin Kochi Jyuko",13448,,,1810,1157,511,"07-Nov-1996",14.01,,5857,"Sub-Panamax Container",,,,"MTT Pulau Pinang",,"1 x CP Propeller (Aft Centre) (mechanical), 127rpm",21,,,,,,,,"7090","MTT Shipping Sdn Bhd","Malaysia",,"9MVG3",,"Containerships",93566,"Medium (11-20)","Malaysia"
13003247,"Shin Kochi Jyuko",13448,,,1810,1157,511,"26-Jan-1997",12.51,,5857,"Container",,,,"Oriental Emerald",,"1 x CP Propeller (Aft Centre) (mechanical), 127rpm",19,,,,,,,,"7091",,"Indonesia",,"POQF",,"Containerships",93566,"Very Large (51-100)","Indonesia"
13003371,"Shin Kochi Jyuko",13448,,,1810,1157,511,"05-Apr-1997",12.65,,5857,"Container",,,,"Oriental Silver",,"1 x CP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"7092",,"Indonesia",,"POSC",,"Containerships",93566,"Very Large (51-100)","Indonesia"
13003821,"Pattje Shipyards",5553,,,,600,277,"06-Mar-1997",9.65,18.9,2471,"Sub-Panamax Container",,162,438,"Meratus Dili",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"9570","Meratus Line PT","Indonesia",,"POOK",,"Containerships",,"Very Large (51-100)","Indonesia"
13004165,"Stocznia Gdynia",23809,,,2729,2008,978,"14-Aug-1998",14.35,,10474,"Sub-Panamax Container",,836,,"Diamantis P.",10970,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,"Y",,,,,,,"8145/2","Diamantis Shipowners Ltd","Greece",,"A8WA2",,"Containerships",,"Medium (11-20)","Greece"
13004615,"Mutzelfeldt",9828,,,1351,1102,,"30-Sep-1998",10.51,,4703,"Sub-Panamax Container",,334,768,"Med Cerkezkoy",4699,"1 x CP Propeller (Aft Centre) (mechanical), 131rpm",,,,,,,,,"513/223","Med Cerkezkoy Denizcilik AS","Switzerland",,"TCA4407",,"Containerships",,"Very Small (1-5) ","Italy"
13004907,"Imabari SB (Imabari)",13156,,,,1120,,"02-Sep-1996",,,7592,,,,,"Sentosa Star",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",19,,,,,,,,"528","Sentosa Star Pte. Ltd.","Singapore",,"D5JU9",22,"Containerships",,,"Singapore"
13005083,"Imabari SB (Imabari)",13156,,,,1028,477,"13-Jul-1996",11.62,,7592,"Sub-Panamax Container",,,,"Meratus Medan 1",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"529","PT. MERATUS LINE","Indonesia",,"PNEM",,"Containerships",,"Very Large (51-100)","Indonesia"
13005117,"Imabari SB (Imabari)",13196,,,,1129,,"17-Oct-1996",14.07,,7546,"Crude/Products Tanker",,,,"Sinokor Hongkong",3733,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",22,,,,,,,,"530","SINOKOR MERCHANT MARINE CO., LTD.","South Korea",,"DSRA4",,"Containerships",,"Extra Large (100+)","South Korea"
13005375,"Donghai Shipyard",2772,,,,230,,,,,1161,"Diverse",,,,"Eternal Victory",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"93321","Racing Industrial Ltd","Taiwan",,"E6MC2",,"Containerships",,"Medium (11-20)","Taiwan"
13006293,"Elbewerft GmbH",2833,,,,340,,"13-Jan-1996",12.07,,1390,"General Cargo",,82,258,"Marus",2068,"1 x CP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila Propulsion",,,,,,,,,"229","Tesch Bereederungs-Ug (Haftungsbeschränkt) & Co. KG MS "Marus"","Germany",,"V2AR3",,"Containerships",,"Small (6-10) ","Germany"
13006327,"Szczecin Shipyard",10752,,,,1162,,"12-Mar-1998",11.4,,5478,"Sub-Panamax Container",,390,772,"Laurita Rickmers",4937,"1 x CP Propeller (Aft Centre) (mechanical), 140rpm",21,,,,,,,,"B183/229","Kreta Ayer Pte Ltd","Singapore",,"9V9687",,"Containerships",,"Large (21-50)","Singapore"
13006451,"Szczecin Shipyard",10752,,,,1162,,"09-May-1998",10.75,,5478,"Sub-Panamax Container",,390,772,"Lilly Rickmers",4755,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",25,,,,,,,,"B183/230","Telok Ayer Pte Ltd","Singapore",,"9V2269",,"Containerships",,"Large (21-50)","Singapore"
13006585,"Szczecin Shipyard",16250,,,1631,1654,820,"14-Jun-1998",13.53,,8916,"Sub-Panamax Container",,630,1024,"Belitaki",7344,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm",21,,,,,,,,"B186/615","SOTEL NAVIGATION S.A.","Greece",,"D5OC2",,"Containerships",,"Medium (11-20)","Greece"
13006743,"Szczecin Shipyard",16801,,,2163,1730,825,"31-Jul-1998",13.52,35,8672,"Diverse",,634,1096,"Fiona",7718,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/116","Sirius Navigation Ltd.","Greece",,"ZDNF3",,"Containerships",,"Very Small (1-5) ","Greece"
13007087,"Shanghai Edward",11925,,,,1104,,"21-Aug-1997",11.38,,4928,"General Cargo",,458,646,"Sigga Sif",4175,"1 x FP Propeller (Aft Centre) (mechanical), Yuanhang Propellers, 123rpm",,,,,,,,,"112","MS "Merito" GmbH & Co. KG","Germany",,"9HKO9",,"Containerships",,"Large (21-50)","Germany"
13007111,"Shanghai Edward",11925,,,,1104,,"28-May-1998",12.3,28.5,4928,"Sub-Panamax Container",,458,,"Barrier",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang JinYe, 123rpm",25,,,,,,,,"H115","Spirit of Kolkata GmbH & Cie. KG","Germany",,"V7A4185",,"Containerships",,"Medium (11-20)","Germany"
13008747,"Flender Werft",21300,,,1691,2054,1002,"18-Apr-1997",13.34,45.3,11839,"Container",,,,"MSC Giannina",9158,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 105rpm",,,,,,,,,"666","Giannina Maritime Inc.","Switzerland",,"CQYM",,"Containerships",,"Extra Large (100+)","Italy"
13008871,"Flender Werft",21531,,,1691,2054,1002,"22-Aug-1997",11.84,45.3,11839,"Crude/Products Tanker",,,,"Cielo di Rabat",9166,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 105rpm",,"Y",,,,,,,"667","D'Amico Dry Maroc SrL","Italy",,"CNA5005",,"Containerships",,"Large (21-50)","Italy"
13009249,"Pattje Shipyards",3266,,,,312,,"18-Apr-1997",11.28,13.5,1920,"Sub-Panamax Container",,,,"Daroja",1737,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"396","Greenalia Shipping, SL","Spain",,"P3MF7",,"Containerships",,"Very Small (1-5) ","Spain"
13009373,"Pattje Shipyards",3601,,,,323,154,"26-Sep-1997",11.1,13.5,1920,"Sub-Panamax Container",,137,186,"Gloria 1905",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"397","Southport Marine LP","Turkey",,"3EVS8",,"Containerships",,"Very Small (1-5) ","Turkey"
13009407,"Pattje Shipyards",3620,,,,323,154,,11.83,13.5,1920,"Diverse",,137,186,"TCI Surya",1965,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"398","TCI Seaways (A Division of Transport Corp. of India Ltd.)","India",,"AURC",,"Containerships",,"Small (6-10) ","India"
13009823,"Warnowwerft",25608,,,2500,2468,1166,"12-Nov-1997",15.11,52,12020,"Diverse","18-Mar-2020",960,1508,"Charlotta",11764,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"009","STRIMONAS SHIPPING CORPORATION","Greece",,"D5HX2",,"Containerships",,"Very Large (51-100)","Greece"
13010261,"Malaysia S.Y. & Eng.",8957,,,,737,,"09-Apr-1997",,,3158,"Sub-Panamax Container",,296,441,"TVL Xiamen",3652,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",,,,,,,,,"074",,"Taiwan",,"VRPN3",21.08,"Containerships",,"Very Small (1-5) ","Taiwan"
13010395,"Malaysia S.Y. & Eng.",8250,,,,699,,"21-Aug-1997",,,3158,"Sub-Panamax Container",,,,"Pacific Pearl",3622,"1 x FP Propeller (Aft Centre) (mechanical), 135rpm",,,,,,"Y",,,"075","Gemadept Corporation","Vietnam",,"3EMC7",20.75,"Containerships",,"Very Small (1-5) ","Vietnam"
13010429,"I.H.I. (Kure)",80942,,,13039.6,6690,,,15.01,,48880,"Post-Panamax Container",,,,"Maersk Kiel",20000,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",24,,,,,,,,"3088","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"VRGJ6",,"Containerships",70019,"Extra Large (100+)","Denmark"
13010553,"I.H.I. (Kure)",80942,,,,6690,,,15.26,,48880,"Container",,,,"Maersk Kalmar",20000,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm",,,,,,,,,"3089","Kalmar Maritime LLC","Greece",,"D5YU7",,"Containerships",70019,"Large (21-50)","Greece"
13010687,"I.H.I. (Kure)",80942,,,13039.6,6690,,,15.65,105.8,48880,"Post-Panamax Container",,,,"Maersk Karachi",23955,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",23,,,,,,,,"3090","Maersk Shipping Hong Kong Ltd.","Denmark",,"VRGL4",,"Containerships",70019,"Extra Large (100+)","Denmark"
13010711,"I.H.I. (Kure)",80942,,,13039.6,6690,,,15.08,,48880,"Container",,,,"Maersk Kimi",23955,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,,,"3091","Kimi Maritime LLC","Greece",,"D5YU6",,"Containerships",70019,"Large (21-50)","Greece"
13011921,"Halla Eng.",30280,,,,2825,1324,"22-Mar-1998",12.37,,12152,"Diverse","18-Oct-2019",1097,1728,"E.R. Fremantle",3757,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",24,,,,,,,,"227","Verno Shipping Corp.","Greece",,"3FZY4",,"Containerships",,"Very Large (51-100)","Greece"
13013767,"Yardimci Deniz",3838,,,,364,,"15-Jun-1997",9.94,,2035,"General Cargo",,144,220,"Black Rhino",1667,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 147rpm",,,,,,,,,"007","Black Rhino Shipping Co. Ltd.","Germany",,"5BCX5",,"Containerships",,"Small (6-10) ","Germany"
13013891,"Yardimci Deniz",3838,,,,364,157,"10-May-1997",11.42,,2035,"Sub 10K Tanker",,144,220,"Micronesian Pride",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",16,,,,,,,,"008","Nauru Shipping Line","Indonesia",,"YJXB6",,"Containerships",,"Small (6-10) ","Indonesia"
13013925,"Daewoo (DSME)",24700,,,,2456,,"12-Sep-1997",14.92,,12275,"Container","30-Dec-2019",,,"Conti Bilbao",10749,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"4052","Positano Maritime Inc.","Switzerland",,"D5PE7",,"Containerships",76682,"Extra Large (100+)","Italy"
13014001,"Daewoo (DSME)",25800,,,2400,2446,,"12-Sep-1997",14.42,,12275,"Container","10-Jun-2020",,,"MSC Ishyka",10538,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",26,,,,,,,,"4053","CAZALET INVESTMENTS CORPORATION","Switzerland",,"A8UW7",,"Containerships",76682,"Extra Large (100+)","Italy"
13014269,"Daewoo (DSME)",25713,,,,2456,,"31-Dec-1997",15.37,,12275,"Container","08-Jan-2020",970,,"MSC Capri",10749,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"4055","GOBELIN INVESTMENTS CORPORATION","Switzerland",,"A8UW8",,"Containerships",76682,"Extra Large (100+)","Italy"
13014551,"Daewoo (DSME)",26713,,,,2442,,"31-Dec-1997",13.12,,12275,"Container",,,,"Buxhansa",10749,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,,,"4061","Buxhansa (Liberia) Shipping Ltd.","Germany",,"A8TQ5",,"Containerships",76682,"Medium (11-20)","Germany"
13014685,"Daewoo (DSME)",25713,,,,2456,,"15-Nov-1997",15.02,,12275,"Container",,,,"Buxfavourite",10749,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"4063","Buxfavourite (Liberia) Shipping Ltd.","Germany",,"A8TQ4",,"Containerships",76682,"Medium (11-20)","Germany"
13016847,"Hanjin HI (Ulsan)",16915,,,1800,1645,,"16-Jan-1998",,,7595,"Post-Panamax Container",,610,1035,"Padma",5882,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"637","Marchant Maritime Co.","Greece",,"A8DP7",20.25,"Containerships",,"Extra Large (100+)","Greece"
13017057,"Hanjin HI (Ulsan)",16915,,,1800,1645,,"07-Aug-1998",11.63,,7595,,,610,1035,"Lila Hochiminh",5882,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,,,,,"N-638","Neptune Seaway Ltd","U.A.E.",,"D5UX2",21.67,"Containerships",,,"U.A.E."
13017215,"Guangdong Jiangmen",3641,,,,210,,,9.58,17.3,1330,"Sub-Panamax Container",,102,108,"Ngon Shuen",,"2 x Propeller (Aft) (mechanical)",,,,,,,,,"200TEU-1","SITA Waste Services Ltd","Hong Kong",,"VRVJ7",,"Containerships",70918,"Very Small (1-5) ","Hong Kong"
13017349,"Guangdong Jiangmen",3641,,,,210,,,9.9,17.3,1330,"Sub-Panamax Container",,102,108,"Lai Wan",,"2 x Propeller (Aft) (mechanical)",,,,,,,,,"200TEU-2","SITA Waste Services Ltd","Hong Kong",,"VRVJ8",,"Containerships",70918,"Very Small (1-5) ","Hong Kong"
13018267,"Atlantis Shpyd.",8203,,,,802,,,11.35,24.3,3682,"Sub-Panamax Container",,802,,"Meratus Kalabahi",3297,"1 x FP Propeller (Aft Centre) (mechanical), 136rpm",,,,,,,,,"H1026","PT. MERATUS LINE","Indonesia",,"JZDA",,"Containerships",70172,"Very Large (51-100)","Indonesia"
13018391,"Atlantis Shpyd.",8203,,,,802,,,10.99,24.3,3682,"Sub-Panamax Container",,802,,"Meratus Kelimutu",,"1 x FP Propeller (Aft Centre) (mechanical), 136rpm",20,,,,,,,,"H1027","PT. MITRA BUANA LINE","Indonesia",,"YGGH",,"Containerships",70172,"Very Large (51-100)","Indonesia"
13018559,"Hyundai HI (Ulsan)",21611,,,2125,2200,,"31-May-1997",13.78,,8640,"Post-Panamax Container",,,,"Vladivostok",,"1 x CP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"1032","Speedcarrier(No.1) Corp.","Greece",,"H8BF",,"Containerships",76567,"Very Large (51-100)","Greece"
13018683,"Hyundai HI (Ulsan)",21611,,,,2200,,"04-Jul-1997",14.78,,8640,"Post-Panamax Container",,,,"Stride",8723,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"1033","Speedcarrier (No.3) Corp.","Greece",,"3FRT7",,"Containerships",76567,"Very Large (51-100)","Greece"
13018717,"Hyundai HI (Ulsan)",21611,,,,2200,,"04-Jul-1997",14.86,,8640,"Post-Panamax Container",,,,"Future",6507,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"1034","Speedcarrier (No.5) Corp.","Greece",,"3FSC7",,"Containerships",76567,"Very Large (51-100)","Greece"
13018841,"Hyundai HI (Ulsan)",21611,,,2152,2200,,"26-Jul-1997",14.57,,8640,"Post-Panamax Container",,,,"Advance",6713,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"1035","Speedcarrier (No.2) Corp.","Greece",,"3FTS7",,"Containerships",76567,"Very Large (51-100)","Greece"
13018975,"Hyundai HI (Ulsan)",21611,,,,2200,,"10-Oct-1997",14.59,,8640,"Post-Panamax Container",,,,"Sprinter",8723,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"1036","Speedcarrier (No.4) Corp.","Greece",,"3FZH7",,"Containerships",76567,"Very Large (51-100)","Greece"
13019927,"CSC Qingshan SY",4265,,,,376,,,,,1484,,,,,"Shing",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,"Y",,,"94/0301","DANAE INTERNATIONAL CORPORATION","Hong Kong",,"V3UM",21.58,"Containerships",,,"China P.R."
13021283,"CSBC (Kaohsiung)",26131,,,2296,2226,,"17-Apr-1998",12.83,49.4,10106,"Sub-Panamax Container",,870,,"Lady of Luck",8575,"1 x FP Propeller (Aft Centre) (mechanical), 95rpm",24,,,,,,,,"5666","S HOPE SHIPPING LTD.","Greece",,"3EYW5",,"Containerships",,"Very Small (1-5) ","Greece"
13021733,"Peterswerft Wewels",5977,,,,624,304,"01-Feb-1997",10.75,,2777,"General Cargo",,170,454,"Jaohar Adam",3261,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 172rpm",15,,,,,,,,"659","Jaohar United Ltd","Romania",,"T8A3451",,"Containerships",,"Small (6-10) ","Romania"
13022527,"Hyundai HI (Ulsan)",29115,,,3772,2800,,"28-Jun-1997",13.62,,17030,"Container",,1174,,"Zhong Wai Yun Xin Gang",9716,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",23,,,,,"Y",,,"1045",,"Hong Kong",,"BIBG2",,"Containerships",,"Very Small (1-5) ","China P.R."
13022651,"Hyundai HI (Ulsan)",29115,,,3772,2800,,"28-Jun-1997",14.82,,17030,"Container","17-Aug-2019",,,"MSC Maria Pia",9616,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"1046","Compania Naviera Maria Pia S.A.","Switzerland",,"H3RJ",,"Containerships",,"Extra Large (100+)","Italy"
13024105,"Imabari SB (Imabari)",14089,,,,1177,558,"20-Jun-1997",14.75,,7023,"Sub-Panamax Container",,,,"Easline Yantai",3435,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",20,,,,,,,,"534","YANTAI MARITIME COMPANY LIMITED","Hong Kong",,"3EIK",,"Containerships",,"Small (6-10) ","Hong Kong"
13024239,"Imabari SB (Imabari)",14089,,,,1177,558,"04-Aug-1997",13.11,,7023,"Sub-Panamax Container",,,,"ALS Sumire",3435,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",20,,"Y",,,,,,"535","Als Sumire Shipping Pte. Ltd.","Singapore",,"9V2582",,"Containerships",,"Large (21-50)","Germany"
13024363,"Imabari SB (Imabari)",14089,,,,1032,558,"21-Sep-1997",13.91,,7023,"Sub-Panamax Container",,,,"Easline Lianyungang",3435,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",19,,,,,,,,"537","Easline Shanghai Maritime Co,Ltd","Hong Kong",,"3FLL8",,"Containerships",,"Small (6-10) ","Hong Kong"
13025157,"Shin Kurushima",17609,,,,1510,,"28-Nov-1997",14.76,,8268,"Sub-Panamax Container",,558,952,"Wan Hai 281",6620,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"2947","Wan Hai Lines (Singapore) Pte. Ltd.","Taiwan",,"9VJM5",,"Containerships",70894,"Very Large (51-100)","Taiwan"
13025281,"Shin Kurushima",17609,,,2907,1510,,"04-Feb-1998",13.92,,8215,"Sub-Panamax Container",,558,952,"Wan Hai 282",6620,"1 x FP Propeller (Aft Centre) (mechanical), 96rpm",,"Y",,,,,,,"2948","Wan Hai Lines (Singapore) Pte. Ltd.","Taiwan",,"9VJM6",,"Containerships",70894,"Very Large (51-100)","Taiwan"
13025999,"Mawei SB (Mawei)",6114,,,,739,348,,10.37,20,2885,"Sub-Panamax Container",,202,537,"CTP Honour",3050,"1 x CP Propeller (Aft Centre) (mechanical), 170rpm",18,,,,,,,,"430-2",,"Indonesia",,"PNVP",,"Containerships",,"Small (6-10) ","Indonesia"
13026109,"J. J. Sietas",6362,,,,700,,"22-Apr-1997",12.09,18,3998,"Sub-Panamax Container",,432,268,"K-Stream",2093,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"1168","MS "K-STREAM" Maritime GmbH & Co. KG","Germany",,"CQIL9",,"Containerships",,"Very Small (1-5) ","Germany"
13026367,"Kanasashi K.K.",13272,,,,1075,,"20-Nov-1996",,,7249,"Container",,,,"Kota Hadiah",5994,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"3393",,"Singapore",,"S6NP",22.83,"Containerships",77213,"Very Large (51-100)","Singapore"
13026491,"Kanasashi K.K.",13272,,,,1075,,"28-Feb-1997",,,7249,"Container",,,,"Kota Harmuni",5994,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"3396",,"Singapore",,"S6OL",21.67,"Containerships",77213,"Very Large (51-100)","Singapore"
13026659,"Shin Kochi Jyuko",13448,,,1810,1157,511,,13.84,,5857,"Sub-Panamax Container",,,,"Bao Hang",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"7093","BOWEI SHIPPING PTE. LTD.","China P.R.",,"3FTD7",,"Containerships",93566,"Small (6-10) ","China P.R."
13026783,"Shin Kochi Jyuko",13448,,,1810,1157,511,"29-Sep-1997",13.59,,5857,"Tug",,,,"Danum 172",,"1 x CP Propeller (Aft Centre) (mechanical), 127rpm",20,"Y",,,,,,,"7095","SHIN YANG SHIPPING SDN. BHD.","Malaysia",,"9WTO7",,"Containerships",93566,"Very Large (51-100)","Malaysia"
