"Listing"

"WFR Listing"
"Created 09 March 2022 20:03"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
12970287,"International",,,,,"Pacific",,,,,,,1,,,91,,6,2,,,,,,,,,,14,"FCC",,,,,206,"N"
12970311,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,69,,31,,,,,,,,,,,14,"FCC",,,,,206,"N"
12970603,"International",,,,,"Atlantic/Pacific",,,,0,,0,,,,,100,,,,,,,,,,,,16.75,"FCC",,"Aft",6,,250,"N"
12971105,"International",,,,,"Atlantic",,,80,20,,,,,,,,,,,,,,,,,,,9.1,"FCC",,,,,150,"N"
12971363,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,6,,94,,,,,,,,,,,18.8,"FCC",,"Three quarter aft",7,13,260,"N"
12971655,"International",,,,"Asia","Pacific",,,,,,,,,,,25,,,75,,,,,,,,,7.55,"FCC",,"Aft",,,46,"N"
12972023,"International",,,,,"Atlantic/Pacific",,,,,59,1,19,9,,,,4,9,,,,,,,,,,16.4,"FCC",,,,,320,"N"
12972315,"International",,,,,"Atlantic",,,,,89,,,11,,,,,,,,,,,,,,,15.7,"FCC",,,,,320,"N"
12972573,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,97,,3,,,,,,,,,,,8.3,"FCC",,,,,100,"N"
12972607,"International",,,,"Europe","Atlantic",,,,,0,1,,99,,,,,,,,,,,,,,,8.3,"FCC",,,,,100,"N"
12972731,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.3,"FCC",,,,,100,"N"
12973817,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.4,"FCC",,"Aft",6,8,60,"N"
12974735,"International",,,,"Asia","Pacific",,,,,,,,,,,94,,6,,,,,,,,,,8,"FCC",,,,,,"N"
12974993,"International",,,,,"Pacific",,,,,,,,,,,60,30,10,,,,,,,,,,10.5,"FCC",,,,,50,"N"
12975079,"International",,,,,"Pacific",,,,,,,,,,,77,9,14,,,,,,,,,"Pontoon",10.5,"FCC",,,,,90,"N"
12975361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,"FCC",,,,17,703
12975495,"International",,,,,"Pacific",37,25,,,,,,,1,,30,,4,3,,,,,,,,,24.1,"FCC",,,,17,703,"N"
12975529,"International",,,,,"Atlantic/Pacific",5,2,7,,4,5,1,14,,16,27,13,6,1,,,,,,,,,24.1,"FCC",,,,,817,"N"
12975811,"International",,,,"Asia","Pacific",,,,,,,,,,,75,,25,,,,,,,,,,21.8,"FCC",,,,13,350,"N"
12976313,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,6.4,"FCC",,"Aft",4,,40,"N"
12976447,"International",,,,"Asia","Pacific",,,,,,,,,,,56,,44,,,,,,,,,,19,"FCC",,,6,13,300,"N"
12976571,"International",,,,,"Atlantic",,,42,58,,,,,,,,,,,,,,,,,,,11.3,"FCC",,,,,240,"N"
12976605,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.3,"FCC",,,,,232,"N"
12976739,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,5,10,100,"N"
12976863,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,"Aft",5,11,100,"N"
12977107,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,19.2,"FCC",,,,,175,"N"
12977231,"International",,,,"Asia","Pacific",,,,,,,,,,,24,,76,,,,,,,,,,13.5,"FCC",,,,,200,"N"
12977499,"International",,,,,"Atlantic",0,,,,28,1,,71,,,,,,,,,,,,,,,13.5,"FCC",,,,,200,"N"
12977657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,"FCC",,,,,200,"N"
12978283,"International",,,,,"Atlantic/Pacific",44,,21,4,11,0,,20,,,,,,,,,,,,,,,21.4,"FCC",,,6,13,350,"N"
12978317,"International",,,,,"Atlantic/Pacific",59,,13,3,9,0,,16,,,,,,,,,,,,,,,21.4,"FCC",,,6,13,350,"N"
12978441,"International",,,,,"Pacific",54,16,,,,,,,28,,,,1,,,,,,,,,,21.4,"FCC",,,6,13,350,"N"
12979493,"International",,,,,"Pacific",,,,,,,,,,,38,4,58,,,,,,,,,,12.8,"FCC",,"Aft",,,100,"N"
12981209,"International",,,,"Asia","Pacific",,,,,,,,,,,33,,67,,,,,,,,,,9.45,"FCC",,"Aft",5,,80,"N"
12981333,"Port-based","Calaca","Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,9.45,"FCC",,,5,,80,"N"
12981467,"International",,,,,"Atlantic/Pacific",,,,,,,,2,,82,,16,,,,,,,,,,,9.2,"FCC",,"Aft",3,,80,"N"
12981591,"International",,,,,"Atlantic",,,,,84,16,,,,,,,,,,,,,,,,,9.3,"FCC",,,5,,102,"N"
12982093,"International",,,,,"Atlantic",,,36,,14,10,,40,,,,,,,,,,,,,,,21.8,"FCC",,,,13,350,"N"
12982251,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,5.58,"FCC",,,,,32,"N"
12982419,"International",,,,"Asia","Pacific",,,,,,,,,,,64,,36,,,,,,,,,,11,"FCC",,"Aft",5,,100,"N"
12982543,"International",,,,"Asia","Pacific",,,,,,,,,,,62,,38,,,,,,,,,,11,"FCC",,"Aft",5,,100,"N"
12983461,"International",,,,,"Atlantic/Pacific",,,,,0,16,,3,,82,,,,,,,,,,,,,6.4,"FCC",,"Aft",4,,40,"N"
12984097,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.05,"FCC",,,,,60,"N"
12984121,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.05,"FCC",,,,,60,"N"
12984255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,"FCC",,,,,60,"N"
12984389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,"FCC",,,,,60,"N"
12985173,"International",,,,,"Pacific",,,,,,,8,,,,81,9,2,,,,,,,,,,9,"FCC",,,,,100,"N"
12986541,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,10.6,"FCC",,,,,180,"N"
12986709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,"FCC",,,5,,476,"N"
12986833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,"FCC",,,,13,476,"N"
12986967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,"FCC",,,,13,476,"N"
12987043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,"FCC",,,,13,476,"N"
12987177,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,7.55,"FCC",,"Aft",4,7,40,"N"
12987201,"International",,,,,"Atlantic/Pacific",,,,,,,,56,,44,,,,,,,,,,,,,7.55,"FCC",,"Aft",4,7,40,"N"
12987335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,"FCC",,"Aft",4,7,40,"N"
12987469,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,7.55,"FCC",,"Aft",4,7,40,"N"
12987593,"International",,,,,"Atlantic",,,89,11,,,,,,,,,,,,,,,,,,,7.55,"FCC",,"Aft",4,7,46,"N"
12989047,"International",,,,"Asia","Pacific",,,,,,,,,,,36,,64,,,,,,,,,,14,"FCC",,,,,206,"N"
12989597,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,12.9,"FCC",,,,,100,"N"
12989621,"International",,,,"Asia","Pacific",,,,,,,,,,,59,,41,,,,,,,,,,12.9,"FCC",,,,,100,"N"
12991279,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,0,,,100,,,,,,,,,,,,,10.7,"FCC",,,,,128,"N"
12991303,"International",,,,,"Pacific",,,,,,,,,,5,5,16,74,,,,,,,,,,16.5,"FCC",,,,,300,"N"
12991437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,"FCC",,,,,200,"N"
12991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,"FCC",,,,,200,"N"
12991695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,"FCC",,,,,200,"N"
12991729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,"FCC",,,,,200,"N"
12992355,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,7.55,"FCC",,"Aft",5,7,46,"N"
12992647,"International",,,,,"Pacific",,,,,,,21,,,79,,,,,,,,,,,,,14.2,"FCC",,"Aft",7,10,198,"N"
12993431,"International",,,,,"Atlantic",,,,,29,,,71,,,,,,,,,,,,,,,9.1,"FCC",,,4,,40,"N"
12994359,"International",,,,,"Atlantic",,,,,28,72,,,,,,,,,,,,,,,,,8.3,"FCC",,,,,100,"N"
12994809,"International",,,,"Asia","Pacific",,,,,,,,,,,92,,8,,,,,,,,,,15.8,"FCC",,,,,200,"N"
12994933,"International",,,,"Asia","Pacific",,,,,,,,,,,94,,6,,,,,,,,,,15.8,"FCC",,,,,237,"N"
12995019,"International",,,,"Asia","Pacific",,,,,,,,,,,62,2,38,,,,,,,,,,8.8,"FCC",,"Aft",5,,60,"N"
12995143,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.8,"FCC",,"Aft",5,,60,"N"
12995277,"International",,,,,"Pacific",,,,,,,,,,,8,16,75,,,,,,,,,,8.8,"FCC",,"Aft",5,,60,"N"
12995301,"International",,,,,"Pacific",,,,,,,,,,,,5,95,,,,,,,,,,8.8,"FCC",,"Aft",5,,60,"N"
12996229,"International",,,,,"Atlantic",,,,,39,,,61,,,,,,,,,,,,,,,11.85,"FCC",,"Aft",6,9,210,"N"
12996353,"International",,,,,"Atlantic",,,,,48,,,52,,,,,,,,,,,,,,,11.85,"FCC",,"Aft",6,9,210,"N"
12996487,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,8.25,"FCC",,,,,70,"N"
12996511,"International",,,,,"Atlantic",,,38,,2,60,,0,,,,,,,,0,,,,,,,18.4,"FCC",,,,13,350,"N"
12997305,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8.3,"FCC",,,,,25,"N"
12998357,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontoon",10.6,"FCC",,,,,80,"N"
12998481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,"FCC",,,,,80,"N"
12998515,"International",,,,,"Atlantic/Pacific",,,55,7,28,,11,,,,,,,,,,,,,,,,15.54,"FCC",,"Three quarter aft",,,285,"N"
12998649,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,15.54,"FCC",,"Three quarter aft",,,285,"N"
13001827,"International",,,,"Asia","Pacific",,,,,,,,,,,10,,90,,,,,,,,,,13.8,"FCC",,"Aft",6,11,128,"N"
13001951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,"FCC",,"Aft",6,11,120,"N"
13002453,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,100,"N"
13002587,"Port-based","Bauan","Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,100,"N"
13003113,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13003247,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13003371,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13003821,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.5,"FCC",,,,,40,"N"
13004165,"International",,,,,"Atlantic/Pacific",,,,,,,0,68,,1,16,1,13,,,,,,,,,,16.75,"FCC",,,7,,250,"N"
13004615,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.2,"FCC",,,,,200,"N"
13004907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13005083,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13005117,"International",,,,"Asia","Pacific",,,,,,,,,,,91,,9,1,,,,,,,,,12.9,"FCC",,,,,100,"N"
13005375,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,7.3,"FCC",,,,,8,"N"
13006293,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,6.4,"FCC",,"Aft",4,,40,"N"
13006327,"International",,,,,"Pacific",,,,,,,,,,,,59,41,,,,,,,,,,11.1,"FCC",,"Aft",6,9,100,"N"
13006451,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,15,,85,,,,,,,,,,,11.1,"FCC",,"Aft",6,9,100,"N"
13006585,"International",,,,,"Atlantic",,,,,4,,,96,,,,,,,,,,,,,,,13.5,"FCC",,,,10,160,"N"
13006743,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,13.5,"FCC",,"Aft",,10,200,"N"
13007087,"International",,,,,"Atlantic",,,,,1,,,99,,,,,,,,,,,,,,,12.8,"FCC",,,6,9,150,"N"
13007111,"International",,,,"Africa","Atlantic/Pacific",,,,,41,,59,,,,,,,,,,,,,,,,12.8,"FCC",,,,,150,"N"
13008747,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,15.6,"FCC",,,6,12,150,"N"
13008871,"International",,,,,"Atlantic",,,,,64,,,36,,,,,,,,,,,,,,,15.6,"FCC",,,6,12,150,"N"
13009249,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,7.35,"FCC",,,,6,60,"N"
13009373,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.35,"FCC",,,,6,60,"N"
13009407,"International",,,,,"Pacific",,,,,,,,,,,,72,28,,,,,,,,,,7.35,"FCC",,,,6,60,"N"
13009823,"International",,,,,"Atlantic",,,,,15,85,,,,,,,,,,,,,,,,,16.4,"FCC",,"Aft",6,12,320,"N"
13010261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,"FCC",,,,9,60,"N"
13010395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,"FCC",,,,9,60,"N"
13010429,"International",,,,,"Atlantic/Pacific",,,,,0,14,,31,,33,,22,,,,,,,,,,,24.4,"FCC",,,6,17,708,"N"
13010553,"International",,,,,"Atlantic/Pacific",,,,,0,20,,32,,27,,20,,,,,,,,,,,24.4,"FCC",,,6,17,708,"N"
13010687,"International",,,,,"Atlantic",,,46,54,,,,,,,,,,,,,,,,,,,24.4,"FCC",,,6,17,708,"N"
13010711,"International",,,,,"Atlantic/Pacific",,,,,0,16,,31,,31,,23,,,,,,,,,,,24.4,"FCC",,,6,17,708,"N"
13011921,"International",,,,"Asia","Pacific",,,,,,,,,,,46,,45,9,,,,,,,,,19,"FCC",,"Three quarter aft",7,13,214,"N"
13013767,"National",,"Mauritius","East Coast Africa","Africa","Pacific",,,,,,,100,,,,,,,,,,,,,,,,7.95,"FCC",,,5,,45,"N"
13013891,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,7.95,"FCC",,,5,,45,"N"
13013925,"International",,,,"Africa","Atlantic/Pacific",,,,,76,,24,,,,,,,,,,,,,,,,16.4,"FCC",,,,12,300,"N"
13014001,"International",,,,,"Pacific",,,,,,0,28,,,47,,25,,,,,,,,,,,16.4,"FCC",,,6,12,300,"N"
13014269,"International",,,,"Africa","Atlantic/Pacific",,,,,80,,20,,,,,,,,,,,,,,,,16.4,"FCC",,,,12,200,"N"
13014551,"International",,,,,"Atlantic/Pacific",,,,,0,5,0,3,,3,49,8,31,,,,,,,,,,16.4,"FCC",,,,12,200,"N"
13014685,"International",,,,,"Atlantic/Pacific",2,5,,2,1,0,2,,,,55,,36,,,,,,,,,,16.4,"FCC",,,,12,200,"N"
13016847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,"FCC",,"Aft",6,11,120,"N"
13017057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,"FCC",,"Aft",6,11,128,"N"
13017215,"Port-based","Hong Kong","Hong Kong","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,7.5,"FCC",,,,,,"N"
13017349,"Port-based","Hong Kong","Hong Kong","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,7.5,"FCC",,,,,,"N"
13018267,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.2,"FCC",,,,,50,"N"
13018391,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.2,"FCC",,,,,50,"N"
13018559,"International",,,,"Asia","Pacific",,,,,,,,,,,6,,94,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13018683,"International",,,,"Asia","Pacific",,,,,,,,,,,76,,24,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13018717,"International",,,,"Asia","Pacific",,,,,,,,,,,79,,21,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13018841,"International",,,,"Asia","Pacific",,,,,,,,,,,43,,57,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13018975,"International",,,,"Asia","Pacific",,,,,,,,,,,66,,34,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13019927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,"FCC",,,,,20,"N"
13021283,"International",,,,"Asia","Pacific",,,,,,,,,,,16,,84,,,,,,,,,,16.6,"FCC",,,,,300,"N"
13021733,"International",,,,,"Atlantic",,,,,4,11,,85,,,,,,,,,,1.75,,,,,9.2,"FCC",,,,,80,"N"
13022527,"International",,,,"Asia","Pacific",,,,,,,,,,,57,,43,,,,,,,,,,18.8,"FCC",,,,13,400,"N"
13022651,"International",,,,,"Atlantic",,,63,,2,20,,14,,,,,,,,,,,,,,,18.8,"FCC",,,,13,285,"N"
13024105,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,13.4,"FCC",,,,,120,"N"
13024239,"International",,,,"Asia","Pacific",,,,,,,,,,,15,,85,,,,,,,,,,13.4,"FCC",,,,,120,"N"
13024363,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,13.4,"FCC",,,,,120,"N"
13025157,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,5,11,100,"N"
13025281,"International",,,,,"Pacific",,,,,,,,,,,63,7,30,,,,,,,,,,14,"FCC",,,5,11,100,"N"
13025999,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.4,"FCC",,"Aft",6,8,60,"N"
13026109,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,8.3,"FCC",,,,,72,"N"
13026367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,"FCC",,,,,200,"N"
13026491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,"FCC",,,,,200,"N"
13026659,"International",,,,"Asia","Pacific",,,,,,,,,,,12,,88,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13026783,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,0,,,,100,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13029863,"International",,,,"Asia","Pacific",,,,,,,,,,,88,,12,,,,,,,,,,13.8,"FCC",,,,,130,"N"
13030043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,"FCC",,,,,130,"N"
13030177,"International",,,,,"Pacific",,,,,,,,,,2,,3,95,,,,,,,,,,8,"FCC",,,,,,"N"
13030201,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8,"FCC",,,,,16,"N"
13031703,"Regional",,,"Indian Subcontinent","Middle East/ISC","Pacific",,,,,,,,,,,,100,,,,,,,,,,,13.8,"FCC",,,6,11,120,"N"
13032339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,"FCC",,,5,8,96,"N"
13032597,"International",,,,"Asia","Pacific",,,,,,,,,,,42,,58,,,,,,,,,,11,"FCC",,,,,50,"N"
13032621,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,50,"N"
13032755,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,1,,99,,,,,,,,,0.5,,15.84,"FCC",,,,,145,"N"
13032889,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,1,,99,,,,,,,,,,,15.84,"FCC",,,,,145,"N"
13033099,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.2,"FCC",,,,,50,"N"
13033123,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.2,"FCC",,,,,50,"N"
13037097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,"FCC",,,,,240,"N"
13037121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,"FCC",,,,,240,"N"
13037671,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,8.34,"FCC",,,,,40,"N"
13037705,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8.5,"FCC",,"Aft",4,,,"N"
13038599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,"FCC",,,,,206,"N"
13038623,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.3,"FCC",,,,,206,"N"
13038757,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,0,6,,0,,2,97,,,,,,,,,,13.9,"FCC",,,,,206,"N"
13038915,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,0,1,,2,,2,95,,,,,,,,,,16.3,"FCC",,,,,206,"N"
13039091,"Regional",,,"South East Asia","Asia","Pacific",,0,,,3,,,,,,,,97,,,,,,,,,,16.3,"FCC",,,,,206,"N"
13040147,"International",,,,"Asia","Pacific",,,,,,,,,,,90,,10,,,,,,,,,,8.3,"FCC",,"Aft",3,,25,"N"
13040305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"FCC",,,,,200,"N"
13040439,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,200,"N"
13040563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"FCC",,,,,200,"N"
13040697,"International",,,,"Asia","Pacific",,,,,,,,,,,86,,14,,,,,,,,,,14,"FCC",,,,,200,"N"
13040721,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,8.4,"FCC",,"Aft",6,8,60,"N"
13043643,"International",,,,"Asia","Pacific",,,,,,,,,,,98,,,2,,,,,,,,,11.2,"FCC",,"Aft",5,9,80,"N"
13043777,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,0,,,,,,,,,11,"FCC",,,,,90,"N"
13044279,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,66,,34,,,,,,,,,,,15.85,"FCC",,,,,242,"N"
13044303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,"FCC",,,,,145,"N"
13044987,"International",,,,,"Pacific",,,,,,,,,,,,69,31,,,,,,,,,,14,"FCC",,,,,100,"N"
13045063,"International",,,,,"Pacific",,,,,,,,,,,,75,25,,,,,,,,,,14,"FCC",,,,,100,"N"
13045197,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,19,"FCC",,,,13,150,"N"
13045221,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,19,"FCC",,,,13,400,"N"
13045771,"International",,,,"Asia","Pacific",,,,,,,,,,,45,,55,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13045805,"International",,,,"Asia","Pacific",,,,,,,,,,,77,,23,,,,,,,,,,12.8,"FCC",,,,,70,"N"
13046307,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.2,"FCC",,,,,196,"N"
13046857,"International",,,,,"Pacific",21,,,,,,3,,,,53,,22,2,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13046981,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13047067,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,0,,100,,,,,,,,4.5,,16.4,"FCC",,,,,150,"N"
13048301,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,100,"N"
13048435,"International",,,,"Asia","Pacific",,,,,,,,,,,91,,9,,,,,,,,,,14,"FCC",,,,,100,"N"
13049511,"National",,"Malaysia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.8,"FCC",,,,,100,"N"
13049645,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.8,"FCC",,,,,100,"N"
13050117,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,100,"N"
13050241,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.7,"FCC",,,,,100,"N"
13050409,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.7,"FCC",,,,,100,"N"
