13018425,,20,"Service",,,"Surabaya",,"17-May-2018","Y","E",,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm",,,,,,,400,,9,,,,,16.13
13019477,,13,"Service",,,"Szczecin",,"25-Mar-2013","N",,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,12.48,20.6,,,400,,9,,,,,13.34
13025315,,18.9,"Service",,,"Imabari",,"01-Apr-2021","N",,,,,,,"Pending",,"30-May-2024","FILTRATION - ULTRAVIOLET","3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,12.8,11.1,,,200,,9,,,,,16.40
13025449,,19,"Service",,,"Imabari",,"01-Jan-2003","N",,,,,,,"Pending",,"24-Aug-2022","FILTRATION - ULTRAVIOLET","3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,200,,9,,,,,16.40
13027577,,21.5,"Service",,,"Stralsund",,"01-Nov-2021","Y","E",,,,,,"Fitted",,"02-Nov-2021","FILTRATION - ULTRAVIOLET","2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 3,040ekW total, (3,800kVA total) 440V, 1 x Aux. Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 1,120ekW total, (1,400kVA total) 440V",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,640,,10,,,,,13.28,,"1 x Boiler, Composite - 450m2 at 9 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 176ekW total, (220kVA total) 440V"
13027601,,21,"Service",,,"Stralsund",,"01-Mar-2021","Y","E",,,,,,,,,,"1 x Aux. Diesel Gen. - SKL 6VDS29/24AL-2 - 4-stroke 6-cyl. 240mm x 290mm bore/stroke 1,560mkW total at 1,000rpm driving 1 x ac generator(s), 2 x Aux. Diesel Gen. - SKL 8VDS29/24AL-2 - 4-stroke 8-cyl. 240mm x 290mm bore/stroke  at 1,000rpm driving 2 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,640,,10,,,,,13.28,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz"
13028653,,19.1,"Service",,,"Surabaya",,"01-Jul-2018","Y","E",,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm",,,,,,,400,,9,,,,,15.94
13029155,,14.6,"Service",,,"Surabaya",,"02-Aug-2018","N",,,,,,,,,,,,,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,40,,,,,,,12.55
13029289,,14.6,"Service",,,"Surabaya",,"02-Aug-2018","N",,,,,,,,,,,,,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,40,1,,,,,,12.90
13030469,,14.6,"Service",,,"Surabaya",,"01-Jan-2001","N",,,,,,,,,,,,,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,40,,3,,,,,12.80
13030885,,20.5,"Service",,,"Yangzhou",,"09-May-2006","Y","E",,,,,,"Pending",,"21-Sep-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","3 x Aux. Diesel Gen. - MAN Energy Solutions 6L28/32H - 4-stroke 6-cyl. 280mm x 320mm bore/stroke 3,780mkW total at 720rpm driving 3 x AC generator(s) at 3,600ekW total, (4,500kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,600,,4,,,,,13.55,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz"
13030919,,20.5,"Service",,,"Yangzhou",,"01-Jan-2005","Y","E",,,,,,"Fitted",,"24-Oct-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","3 x Aux. Diesel Gen. - MAN Energy Solutions 6L28/32H - 4-stroke 6-cyl. 280mm x 320mm bore/stroke 3,960mkW total at 750rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,600,,4,,,,,13.79,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x generator(s)"
13031095,,18.3,"Service",,,"Yangzhou",,"01-Aug-2016","Y","ID",,,,,,"Fitted",,"20-Jun-2021","FILTRATION - ULTRAVIOLET",,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,600,,4,,,,,13.55
13031129,,20.5,"Service",,,"Yangzhou",,"01-Feb-2018","Y","E",,,,,,"Pending",,"23-Sep-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","3 x Aux. Diesel Gen. - MAN Energy Solutions 6L28/32H - 4-stroke 6-cyl. 280mm x 320mm bore/stroke 3,780mkW total at 720rpm driving 3 x AC generator(s) at 3,600ekW total, (4,500kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,592,,,,,,,13.55,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz"
13039125,,18,"Service",,,"Keelung",,,"N",,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,412,,,,,,,16.41
13042691,"2603",25,"Service",,,"Nagasaki",,"01-Jan-2004","N",,,,,,"Y","Fitted",,"06-Jan-2022","FILTRATION - ULTRAVIOLET",,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,,"1 x Exhaust Scrubber - SOx",,,,11.22
13042725,"2603",25,"Service",,,"Nagasaki",,"01-Jan-2003","N",,,,,,"Y","Pending",,"22-Oct-2022","FILTRATION - ULTRAVIOLET",,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,,"1 x Exhaust Scrubber - SOx",,,,11.82
13042983,"2603",25,"Service",,,"Kobe",,,"N",,,,,,"Y","Fitted",,"04-Mar-2022",,,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,16,"1 x Exhaust Scrubber - SOx",,,,11.22
13043069,"2603",25,"Service",,,"Kobe",,,"N",,,,,,"Y",,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,,"1 x Exhaust Scrubber - SOx",,,,11.22
13043193,"2603",25,"Service",,,"Kobe",,,"N",,,,,,"Y",,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,16,"1 x Exhaust Scrubber - SOx",,,,11.22
13043227,"2603",25,"Service",,,"Kobe",,"01-Jan-2004","N",,,,,,"Y","Fitted",,"24-Dec-2019","FILTRATION - ULTRAVIOLET",,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,16,"1 x Exhaust Scrubber - SOx",,,,11.22
13043351,"2603",25,"Service",,,"Kobe",,,"N",,,,,,"Y","Pending",,"29-Oct-2022","FILTRATION - ULTRAVIOLET",,,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,1124,,16,"1 x Exhaust Scrubber - SOx",,,,11.22
13043801,,15,"Service",,,"Weihai",,"01-Mar-2020","N",,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",18,,,,,,160,,5,,,,,13.11
13043935,,18,"Service",,,"Weihai",,"01-Jan-2014","N",,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,160,,6,,,,,13.66
13046431,,19,"Service",,,"Tianjin",,"01-Oct-2021","Y","ID",,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke 2,368mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 2,220ekW total, (2,775kVA total) 440V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 124rpm, Ø5.70m",,,12.8,20.3,"N",,392,1,7,,,,,12.81,,"1 x Boiler, Oil/Gas fired - Aalborg -  184.70 m2 at 9 bar","1 x Emergency Diesel Gen. - MAN Energy Solutions4-stroke 117mkW total at 1,800rpm driving 1 x Hyundai Electric AC generator(s) at 100ekW total, (125kVA total) 440V at 60Hz"
13051619,,15,"Service",,,"Fuzhou",,"30-Jul-2012","N",,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,831ekW total, (2,289kVA total) 440V",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",18,,12.6,15.34,,,160,,5,,,,,13.67,,"1 x Boiler, Oil/Gas fired - Alfa Laval -  15 m2 at 9 bar, 1 x Boiler, Exhaust Heated - Alfa Laval - 199m2 at 9 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 152ekW total, (190kVA total) 440V"
13055325,,25,"Service",,,"Shanghai",,"01-Jan-2004","N",,,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 2,400ekW total, (3,000kVA total) 440V",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 95rpm",,,,,,,604,,3,,,,,10.34,,"1 x Boiler, Composite - Aalborg AQ-16","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x ac generator(s) at 170ekW total, (213kVA total) 440V at 60Hz"
13055459,,25,"Service",,,"Shanghai",,"01-Jan-2004","N",,,,,,,,,,,"2 x Aux. Diesel Gen. - Yanmar4-stroke  driving 2 x AC generator(s) at 2,400ekW total, (3,000kVA total) 440V",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 95rpm",,,,,,,604,,3,,,,,10.34,,"1 x Boiler, Composite - Aalborg AQ-16 - 247m2 at 10 bar","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,500rpm driving 1 x AC generator(s) at 170ekW total, (212.50kVA total) 440V"
13057037,,10,"Laden",,,"Istanbul",,"01-Jun-2021","N",,,,,,,"Pending",,"11-Nov-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","2 x Aux. Diesel Gen. - Yanmar 6N21AL-EN - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 1,560mkW total at 1,000rpm driving 2 x AC generator(s) 440V at 50Hz",,"1 x CP Propeller (Aft Centre) (mechanical), 123rpm",,,,,,,424,,7,,,,,10.97,,"1 x Boiler, Oil/Gas fired -  200 m2 at 6 bar, 1 x Boiler, Exhaust Heated - 440m2 at 6 bar","1 x Emergency Diesel Gen. - MAN Energy Solutions D0226MLE - 4-stroke 6-cyl. 102mm x 116mm bore/stroke 154mkW total at 2,800rpm driving 1 x AC generator(s) at 50Hz"
13059031,,20,"Service",,,"Lubeck",,"12-Jan-2022","Y","E",,,,,,"Pending",,"25-Jun-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","4 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 3,552mkW total at 900rpm driving 4 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,12.7,25.36,,,844,1,9,,,,,13.89,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x ac generator(s)"
13059165,,20,"Service",,,"Lubeck",,"01-Dec-2015","Y","E",,,,,,"Fitted",,"25-Feb-2021",,"4 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 3,552mkW total at 900rpm driving 4 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,844,1,9,,,,,13.69,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz"
13061713,,21.3,"Service",,,"Gdynia",,"01-Jul-2014","Y","E",,,,,"Y",,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 2,368ekW total, (2,960kVA total) 440V, 1 x Aux. Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 884ekW total, (1,105kVA total) 440V",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,12.8,23.6,,,700,1,26,"1 x Exhaust Scrubber - SOx - Zhejiang Energy",,,,15.93,,"1 x Boiler, Oil/Gas fired -  81 m2 at 9 bar, 1 x Boiler, Exhaust Heated - 475.60m2 at 9 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 200ekW total, (250kVA total) 440V"
13062923,,20,"Service",,,"Oita",,"22-Nov-2021",,,,,,,,"Fitted",,"20-Nov-2021","FILTRATION - ULTRAVIOLET","4 x Aux. Diesel Gen. - 4-stroke  driving 4 x AC generator(s) at 2,720ekW total, (3,400kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,328,1,10,,,,,13.53
13063133,"TMAS",20,"Service",,,"Oita",,"01-Jan-2016",,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,328,,,,,,,13.53,,"1 x Boiler, Composite - Tortoise at 7.90 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 680ekW total, (850kVA total)"
13063267,,18.5,"Service",,,"Marugame",,"18-Jun-2009",,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,659ekW total, (2,074kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,400,,8,,,,,15.63,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 553ekW total, (691kVA total)"
13063391,,18.5,"Service",,,"Marugame",,"01-Jul-2017",,,,,,,,,,,,"4 x Aux. Diesel Gen. - 4-stroke  driving 4 x AC generator(s) at 2,212ekW total, (2,765kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,400,,9,,,,,15.59
13063425,,20,"Service",,,"Marugame",,"01-Jun-2021",,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar T260L-ST - 4-stroke 6-cyl. 260mm x 330mm bore/stroke 3,089mkW total at 720rpm driving 3 x AC generator(s) at 2,880ekW total, (3,600kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm",,,,,,,328,,6,,,,,13.71,,"1 x Boiler, Oil/Gas fired - Miura -  at 7.90 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 738ekW total, (923kVA total) at 60Hz"
13064501,,16,"Service",,,"Tuzla",,"16-May-2017","Y","E1",,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,709ekW total, (2,136kVA total) 440V",,"1 x CP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), 123rpm",,,,,,,464,,7,,,,,10.75,,"1 x Boiler, Oil/Gas fired - HTI Hoch -  73.60 m2 at 10 bar, 1 x Boiler, Exhaust Heated - HTI Hoch at 10 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 316ekW total, (395kVA total) 440V"
13065003,,24,"Service",,,"Odense",,"01-May-2021","N",,,,,,,"Pending",,"05-Jun-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","5 x Aux. Diesel Gen. - 4-stroke 15,000mkW total driving 5 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,1634,,,,,,,10.91
13065137,,24,"Service",,,"Odense",,"01-May-2021","N",,,,,,,"Pending",,"05-Apr-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION","5 x Aux. Diesel Gen. - 4-stroke 15,000mkW total driving 5 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,1406,1,,,,,,10.87
13065261,,25,"Service",,,"Odense",,"01-Oct-1999","N",,,,,,,"Pending",,"24-Dec-2022","FILTRATION - ULTRAVIOLET","5 x Aux. Diesel Gen. - 4-stroke 15,000mkW total driving 5 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,1406,,,,,,,10.86
13065687,,15,"Service",,,"Hakata",,"26-Nov-2010",,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,080ekW total, (1,350kVA total) 445V",,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø4.05m",16.51,,,,,,200,,6,,,,,15.04,,"1 x Boiler, Composite - 98.60m2 at 6.90 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 40ekW total, (50kVA total) 445V"
13068509,,18,"Service",,,"Fuzhou",,"01-Jun-2014","Y","E",,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,12.64,17.98,,,160,,6,,,,,13.67
13068633,,18,"Service",,,"Fuzhou",,"01-Aug-2021","Y","E",,,,,,"Fitted",,"30-Mar-2020",,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",18,,12.64,17.98,,,160,,6,,,,,13.67
13070281,,23,"Service",,,"Kiel",,"01-Mar-2005","N",,,,,,,,,,,"2 x Aux. Diesel Gen. - Yanmar 6N260L-EN - 4-stroke 6-cyl. 260mm x 360mm bore/stroke 2,140mkW total at 750rpm driving 2 x AC generator(s)",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,604,,,,,,,8.63,,"1 x Boiler, Composite","1 x Emergency Diesel Gen. - MAN Energy Solutions D2866TE - 4-stroke 6-cyl. 128mm x 155mm bore/stroke 170mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz"
13077651,,18.9,"Service",,,"Imabari",,"01-Mar-2021","N",,,,,,,"Pending",,"03-Sep-2022","FILTRATION - ULTRAVIOLET","3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,200,,9,,,,,16.40
13079497,,18,"Service",,,"Shanghai",,"01-Nov-2013","N",,,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 1,800ekW total, (2,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,40,16,,,500,1,6,,,,,14.55,,"1 x Boiler, Oil/Gas fired -  30 m2 at 10 bar, 1 x Boiler, Exhaust Heated - 274m2 at 10 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 100ekW total, (125kVA total)"
13079521,,22,"Service",,,"Shanghai",,"11-Aug-2014","Y","E",,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 1,800ekW total, (2,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,500,,6,,,,,14.57,,"1 x Boiler, Oil/Gas fired -  30 m2 at 10 bar, 1 x Boiler, Exhaust Heated - 274m2 at 10 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 100ekW total, (125kVA total)"
13079655,,22,"Service",,,"Shanghai",,"01-Feb-2019","Y","E",,,,,,,,,,"2 x Aux. Diesel Gen. - 4-stroke  driving 2 x AC generator(s) at 1,800ekW total, (2,250kVA total) 440V",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,500,,9,,,,,14.57,,"1 x Boiler, Oil/Gas fired -  20 m2 at 10 bar, 1 x Boiler, Exhaust Heated - 274m2 at 10 bar","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 100ekW total, (125kVA total) 440V"
13083173,,18.2,"Service",,,"Kaohsiung",,"01-Jan-2003","N",,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DL-20 - 4-stroke 6-cyl. 200mm x 260mm bore/stroke 1,500mkW total at 720rpm driving 3 x Taiyo AC generator(s) at 1,380ekW total, (1,725kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,,,,,200,,4,,,,,13.60,,"1 x Boiler, Composite - Osaka Boiler 	OEVC2 - 142m2 at 7 bar","1 x Emergency Diesel Gen. - MAN Energy Solutions4-stroke 6-cyl. 102mm x 116mm bore/stroke 90mkW total at 1,800rpm driving 1 x Stamford Power AC generator(s) at 48ekW total, (60kVA total)"
