"Listing"

"WFR Listing"
"Created 09 March 2022 20:02"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
16248236,"International",,,,"Asia","Pacific",,,,,,,,,,,77,,23,,,,,,,,,,14,"FCC",,,,,244,"N"
16248249,"International",,,,"Asia","Pacific",,,,,,,,,,,64,,36,,,,,,,,,,14,"FCC",,,,,244,"N"
16248252,"International",,,,"Asia","Pacific",,,,,,,,,,,63,,37,,,,,,,,,,14,"FCC",,,,,244,"N"
16249017,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,0,,,,,,,,,11.4,"FCC",,,,,,"N"
16250200,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.2,"FCC",,,,,,"N"
16250213,"International",,,,"Asia","Pacific",,,,,,,,,,,95,,5,,,,,,,,,,11.2,"FCC",,,,,,"N"
16250226,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.2,"FCC",,,,,,"N"
16250239,"International",,,,"Asia","Pacific",,,,,,,,,,,89,,11,,,,,,,,,,11.2,"FCC",,,,,,"N"
16250484,"International",,,,,"Atlantic/Pacific",28,,,12,4,6,2,0,,6,22,6,12,1,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16250497,"International",,,,,"Atlantic/Pacific",,,11,,4,0,2,24,9,23,6,12,8,,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16250505,"International",,,,,"Atlantic/Pacific",24,,28,9,2,,5,,,,23,0,6,2,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16250518,"International",,,,,"Atlantic",,,,44,18,36,,1,,,,,,,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16250521,"National",,"Brazil","East Coast South America","South America","Atlantic",,,,100,,,,,,,,,,,,,,,,,,,17,"FCC",,,,,530,"N"
16250534,"International",,,,,"Atlantic",,,,96,2,2,,0,,,,,,,,,,,,,,,17,"FCC",,,,,530,"N"
16250547,"International",,,,,"Atlantic",,,51,11,8,30,,0,,,,,,,,,,,,,,,17.01,"FCC",32.26,,,,530,"N"
16250626,"International",,,,,"Atlantic/Pacific",,,,,0,22,1,14,,14,24,12,14,,,,,,,,11.2,,25.93,"FCC",,,11,23,1000,"Y"
16250639,"International",,,,,"Atlantic/Pacific",,,,,0,26,1,22,,10,19,11,11,,,,,,,,11.2,,25.93,"FCC",,,11,23,1000,"Y"
16250642,"International",,,,,"Atlantic/Pacific",,,,,0,29,1,13,,10,22,12,12,,,,,,,,11.2,,25.93,"FCC",,,11,23,1000,"Y"
16250655,"International",,,,,"Pacific",,,,,,,,,,22,37,18,23,,,,,,,,11.2,,25.93,"FCC",,,11,23,1000,"Y"
16250668,"International",,,,,"Atlantic/Pacific",,,,,0,28,2,14,,11,21,11,13,,,,,,,,11.2,,25.93,"FCC",,,11,23,1000,"Y"
16250855,"International",,,,,"Atlantic/Pacific",4,24,25,10,2,19,,,14,,,,2,,,,,,,,,,17,"FCC",,,,,530,"N"
16251357,"International",,,,,"Pacific",41,,,,,,,,,4,42,3,6,6,,,,,,,,,24.6,"FCC",,,,,1458,"Y"
16251360,"International",,,,,"Atlantic/Pacific",9,,,,,,2,12,,7,56,6,8,1,,,,,,,,,24.6,"FCC",,,,,1458,"Y"
16251373,"International",,,,,"Atlantic/Pacific",,,,12,3,,7,,26,,27,,25,,,,,,,,,,24.6,"FCC",,,,,1458,"Y"
16251386,"International",,,,,"Atlantic/Pacific",,,,,,,3,33,,13,22,12,16,,,,,,,,,,24.6,"FCC",,,,,1458,"Y"
16252341,"International",,,,,"Atlantic",,,,55,15,29,,1,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1700,"N"
16252354,"International",,,,,"Atlantic/Pacific",7,11,42,1,15,15,4,,,,6,,,,,,,,,,,,24.8,"FCC",48.32,,,,1700,"N"
16252367,"International",,,,,"Atlantic/Pacific",27,10,19,,16,20,2,7,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1700,"N"
16252370,"International",,,,,"Atlantic/Pacific",,,,31,8,,17,,,,22,,22,,,,,,,,,,24.8,"FCC",48.32,,,,1700,"N"
16252383,"International",,,,,"Atlantic/Pacific",30,,8,16,9,2,7,16,,,6,,7,,,,,,,,,,24.80,"FCC",48.84,,,,1700,"N"
16252396,"International",,,,,"Atlantic/Pacific",38,12,19,,8,6,,13,,,2,,1,,,,,,,,,,24.80,"FCC",48.84,,,,1700,"N"
16252404,"International",,,,,"Atlantic/Pacific",,,29,,10,1,1,19,,18,4,14,4,,,,,,,,,,24.8,"FCC",,,,,1700,"N"
16252417,"International",,,,,"Atlantic/Pacific",31,10,27,0,10,10,,13,,,,,,,,,,,,,,,27.2,"FCC",48.84,,,,1700,"N"
16252420,"International",,,,,"Atlantic/Pacific",11,29,31,1,7,18,,2,,,,,,,,,,,,,,,27.2,"FCC",,,,,1700,"N"
16252433,"International",,,,,"Atlantic/Pacific",47,,10,7,8,2,4,12,,,6,,4,,,,,,,,,,24.8,"FCC",,,,,1700,"N"
16252596,"International",,,,,"Atlantic/Pacific",,,,,47,23,26,4,,,,,,,,,8.5,,,,,,24.8,"FCC",,,,,1500,"N"
16252604,"International",,,,,"Atlantic/Pacific",25,,35,,1,0,,2,,4,21,4,1,6,,,8.5,,,,,,24.8,"FCC",,,,,1500,"N"
16252617,"International",,,,,"Atlantic/Pacific",,,,13,27,13,22,4,,,12,4,5,,,,8.5,,,,,,24.8,"FCC",,,,,1500,"N"
16252620,"International",,,,,"Atlantic/Pacific",39,,16,,,,,,,,40,,,5,,,10.5,,,,,,24.8,"FCC",,,,,1500,"N"
16252796,"International",,,,,"Atlantic/Pacific",,,,32,9,,17,,,,22,,19,,,,,,,,,,24.8,"FCC",,,,,1390,"N"
16252804,"International",,,,,"Pacific",32,25,,,,,,,2,,30,,8,3,,,,,,,,,,"FCC",,,,,1390,"N"
16252817,"International",,,,,"Pacific",,,,,,,44,,,,24,,32,,,,,,,,,,,"FCC",,,,,1390,"N"
16252820,"International",,,,,"Pacific",12,4,,,,,29,,0,,33,,21,1,,,,,,,,,,"FCC",,,,,1390,"N"
16253472,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,1,,99,,,,,,,,,,1.7,,,0.1,,11.75,"FCC",,,,,250,"N"
16253485,"International",,,,,"Atlantic",,,,,9,,,91,,,,,,,,,,1.7,,,0.1,,11.75,"FCC",,,,,250,"N"
16254174,"International",,,,,"Atlantic/Pacific",15,,26,,3,1,0,5,,5,26,5,10,3,,,,,,,,,24.8,"FCC",,,,,1450,"Y"
16254187,"International",,,,,"Pacific",38,21,,,,,3,,2,,31,,6,2,,,,,,,,,24.80,"FCC",,,,,1450,"Y"
16254190,"International",,,,,"Atlantic/Pacific",,,,,,,0,40,,60,,,,,,,,,,,,,24.81,"FCC",,,,,1450,"Y"
16254208,"International",,,,,"Atlantic/Pacific",42,10,4,,,,,,,,40,,,3,,,,,,,,,24.8,"FCC",,,,,1450,"Y"
16254211,"International",,,,,"Atlantic/Pacific",,,27,,9,2,0,13,,13,,13,23,,,,,,,,,,24.8,"FCC",,,,,1450,"Y"
16254224,"International",,,,,"Atlantic/Pacific",19,1,23,,4,0,0,5,,5,25,5,9,3,,,,,,,,,24.8,"FCC",,,,,1450,"Y"
16254390,"International",,,,"Asia","Pacific",,,,,,,,,,,98,,0,2,,,,,,,,,11.2,"FCC",,,,,,"N"
16254408,"International",,,,"Asia","Pacific",,,,,,0,,,,,99,,0,0,,,,,,,,,11.2,"FCC",,,,,,"N"
16254774,"International",,,,,"Atlantic",,,,56,28,,,16,,,,,,,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16254787,"International",,,,,"Atlantic/Pacific",10,2,15,,4,0,11,6,,5,21,5,20,1,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16254790,"International",,,,,"Atlantic",,,44,,15,3,,38,,,,,,,,,,,,,,,24.8,"FCC",,,,,1370,"N"
16254882,"International",,,,,"Pacific",52,13,,,,,,,33,,3,,2,,,,,,,,,,19.85,"FCC",,,,,487,"N"
16254895,"International",,,,,"Atlantic/Pacific",23,3,,,0,5,0,3,17,3,31,3,10,1,,,,,,,,,19.85,"FCC",,,,,487,"N"
16254987,"International",,,,,"Atlantic",,,,,57,36,,7,,,,,,,,,,,,,,,19.5,"FCC",,,,15,500,"N"
16254990,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,45,,55,,,,,,,,,,,19.5,"FCC",,,,15,500,"N"
16255063,"International",,,,,"Atlantic/Pacific",0,,,,25,,8,,,,26,15,26,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255076,"International",,,,,"Atlantic/Pacific",2,,,,28,,23,,,10,14,9,14,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255089,"International",,,,,"Atlantic/Pacific",,,,,34,13,10,2,,,29,1,10,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255092,"International",,,,,"Atlantic/Pacific",10,,,,22,,17,5,,14,12,8,11,1,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255100,"International",,,,,"Atlantic/Pacific",,,6,,19,17,14,1,,2,14,7,19,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255113,"International",,,,,"Atlantic/Pacific",,,,,38,,23,,,,15,1,22,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255126,"International",,,,,"Atlantic/Pacific",,,,,37,,24,,,,15,,24,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255139,"International",,,,,"Atlantic/Pacific",,,,,10,,5,,10,,36,,39,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16255492,"International",,,,,"Atlantic/Pacific",9,5,8,0,27,12,15,10,8,2,,2,2,,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255605,"International",,,,,"Atlantic/Pacific",7,10,18,0,10,10,6,12,9,3,8,2,6,,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255618,"International",,,,,"Atlantic/Pacific",4,1,9,,34,26,19,,,,7,,2,,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255621,"International",,,,,"Atlantic",,,,50,16,32,,1,,,,,,,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255634,"International",,,,,"Atlantic",,,,55,22,2,,22,,,,,,,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255647,"International",,,,,"Atlantic/Pacific",20,,7,18,9,1,9,7,,,18,,11,1,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255650,"International",,,,,"Atlantic/Pacific",49,10,4,,2,1,,4,,,28,,,2,,,,,,,,,24.6,"FCC",,,,,1462,"N"
16255900,"International",,,,,"Atlantic/Pacific",22,19,25,0,9,12,,11,,,1,,1,,,,,,,,,,24.8,"FCC",,,,,,"Y"
16255913,"International",,,,,"Atlantic/Pacific",0,7,3,44,21,,,25,,,,,,,,,,,,,,,24.8,"FCC",,,,,,"Y"
16255926,"International",,,,,"Atlantic/Pacific",50,5,17,,8,3,,16,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1400,"Y"
16255939,"International",,,,,"Atlantic/Pacific",27,,6,30,14,1,,22,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1400,"Y"
16255942,"International",,,,,"Atlantic/Pacific",18,21,29,,8,17,,6,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1400,"Y"
16255955,"International",,,,,"Atlantic/Pacific",2,8,10,0,38,27,16,,,,,,,,,,,,,,,,24.8,"FCC",48.32,,,,1400,"Y"
16256002,"International",,,,,"Pacific",81,19,,,,,,,,,,,,,,,,,,,,,17,"FCC",,,,,770,"N"
16256015,"International",,,,,"Pacific",81,19,,,,,,,,,,,,,,,,,,,,,17,"FCC",,,,,770,"N"
16256028,"International",,,,,"Pacific",83,17,,,,,,0,,,,,,,,,,,,,,,17,"FCC",,,,,770,"N"
16256031,"International",,,,,"Atlantic/Pacific",,,,,,,2,24,,22,25,11,16,,,,,,,,,,30.3,"FCC",59.08,,,,1800,"Y"
16256044,"International",,,,,"Atlantic/Pacific",5,,,,,,2,21,,19,30,10,18,,,,,,,,,,30.3,"FCC",59.08,,,,1800,"Y"
16256057,"International",,,,,"Atlantic/Pacific",,,,,,,2,20,,21,30,11,16,,,,,,,,,,30.3,"FCC",59.08,,,,1800,"Y"
16256257,"International",,,,"Asia","Pacific",,,,,,,,,,,99,,1,,,,,,,,,,11.2,"FCC",,,,,,"N"
16256549,"International",,,,,"Atlantic/Pacific",27,,,14,5,,10,,,,34,,9,1,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16256552,"International",,,,,"Atlantic",,,57,,3,40,,,,,,,,,,0,,,,,,,24.6,"FCC",48.23,,,,,"N"
16256565,"International",,,,,"Atlantic/Pacific",19,,18,,7,11,1,21,,13,,11,,,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16256578,"International",,,,,"Atlantic/Pacific",,,12,,33,15,16,7,,12,,5,,,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16256581,"International",,,,,"Atlantic",,,,50,15,33,,1,,,,,,,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16256594,"International",,,,"Asia","Pacific",,,,,,,,,,,63,,37,,,,,,,,,,16.5,"FCC",,,,,200,"N"
16257025,"International",,,,,"Atlantic/Pacific",19,6,23,,1,9,,1,,5,26,4,2,4,,,,,,,,,27.2,"FCC",48.34,,,,1453,"Y"
16257038,"International",,,,,"Atlantic/Pacific",13,10,16,,15,9,16,2,,,11,4,1,2,,,,,,,,,27.2,"FCC",48.34,,,,1453,"Y"
16257988,"International",,,,,"Atlantic/Pacific",,,,,0,29,3,12,,10,24,9,13,,,,,,,,,,30.2,"FCC",,,,,1400,"Y"
16257991,"International",,,,,"Atlantic/Pacific",,,,,0,30,3,15,,12,19,9,12,,,,,,,,,,30.2,"FCC",,,,,1400,"Y"
16258006,"International",,,,,"Atlantic/Pacific",,,,,0,24,3,14,,12,24,10,13,,,,,,,,,,30.2,"FCC",,,,,1400,"Y"
16258064,"International",,,,"Asia","Pacific",,,,,,,,,,,70,,30,,,,,,,,,"Pontoon",13.8,"FCC",,,,,362,"N"
16258077,"International",,,,,"Pacific",20,,,,,,,,,,47,,30,3,,,,,,,,"Pontoon",13.8,"FCC",,,,,362,"N"
16258080,"International",,,,,"Pacific",29,,,,,,,,,,47,,22,2,,,,,,,,"Pontoon",13.8,"FCC",,,,,362,"N"
16258093,"International",,,,,"Pacific",22,,,,,,,,,,44,,30,4,,,,,,,,"Pontoon",13.8,"FCC",,,,,362,"N"
16258448,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.4,"FCC",,,,,,"N"
16258451,"International",,,,"Asia","Pacific",,,,,,,,,,,90,,10,,,,,,,,,,11.4,"FCC",,,,,,"N"
16258464,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.4,"FCC",,,,,,"N"
16259108,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,,"N"
16259124,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,,"N"
16259137,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,,"N"
16259308,"International",,,,,"Atlantic/Pacific",,,,,,,1,24,,16,30,13,15,,,,,,,,,,,"FCC",,,,,1000,"Y"
16259311,"International",,,,,"Atlantic/Pacific",,,32,,8,1,1,10,,10,11,11,16,,,,,,,,,,,"FCC",,,,,1000,"Y"
16259324,"International",,,,,"Pacific",,,,,,,,,,21,40,15,24,,,,,,,,,,,"FCC",,,,,1000,"Y"
16259337,"International",,,,,"Atlantic/Pacific",,,36,,9,1,1,10,,10,10,10,14,,,,,,,,,,,"FCC",,,,,1000,"Y"
16259340,"International",,,,,"Atlantic/Pacific",25,,,,0,20,0,7,,7,15,6,18,2,,,,,,,,,,"FCC",,,,,1000,"Y"
16259487,"International",,,,,"Atlantic/Pacific",,,,,0,30,0,11,,10,26,10,13,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259490,"International",,,,,"Atlantic/Pacific",,,,,0,27,0,11,,13,27,9,12,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259508,"International",,,,,"Atlantic/Pacific",,,,,1,27,0,11,,8,33,9,11,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259511,"International",,,,,"Atlantic/Pacific",,,,,0,28,0,16,,9,22,11,13,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259524,"International",,,,,"Atlantic/Pacific",,,,,0,30,0,9,,7,35,7,12,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259537,"International",,,,,"Atlantic/Pacific",,,,,0,28,0,12,,9,30,9,12,,,,,,,,,,30.6,"FCC",58.6,,11,23,1000,"Y"
16259540,"International",,,,,"Atlantic/Pacific",,,,,,0,0,35,,11,27,11,15,,,,,,,,,,25.63,"FCC",51,,,,1000,"Y"
16259553,"International",,,,,"Atlantic/Pacific",,,,,,,0,37,,12,25,12,13,,,,,,,,,,25.63,"FCC",51,,,,1000,"Y"
16259566,"International",,,,,"Atlantic/Pacific",,,,,0,33,1,10,,9,29,9,9,,,,,,,,,,25.63,"FCC",51,,,,1000,"Y"
16259579,"International",,,,,"Atlantic/Pacific",,,,,,,1,41,,11,23,11,13,,,,,,,,,,30.35,"FCC",51,,,,1000,"Y"
16259582,"International",,,,,"Atlantic/Pacific",,,,,,,0,37,,11,24,12,16,,,,,,,,,,25.63,"FCC",51,,,,1000,"Y"
16259632,"International",,,,,"Atlantic/Pacific",,,,,,,2,20,,18,30,11,19,,,,,,,,,,30.3,"FCC",59.01,,,,1800,"Y"
16259645,"International",,,,,"Atlantic/Pacific",4,,,,0,27,3,10,,8,23,8,17,,,,,,,,,,30.3,"FCC",59.01,,,,1800,"Y"
16259658,"International",,,,,"Atlantic/Pacific",,,,,,,2,22,,20,27,11,17,,,,,,,,,,30.3,"FCC",59.01,,,,1800,"Y"
16259766,"International",,,,,"Atlantic",,,13,38,20,28,,1,,,,,,,,,,,,,,,17,"FCC",,,,,530,"N"
16259779,"International",,,,,"Atlantic",,,17,38,20,24,,1,,,,,,,,,,,,,,,17,"FCC",,,,,530,"N"
16259782,"International",,,,,"Atlantic",,,16,37,19,27,,1,,,,,,,,,,,,,,,17,"FCC",,,,,530,"N"
16260391,"International",,,,,"Atlantic/Pacific",,,,,0,25,3,15,,11,21,10,14,,,,,,,,,,30,"FCC",,,11,21,1254,"Y"
16260409,"International",,,,,"Atlantic/Pacific",,,,,0,25,3,15,,12,22,9,14,,,,,,,,,,30,"FCC",,,11,21,1254,"Y"
16260412,"International",,,,,"Atlantic/Pacific",,,,,0,23,3,16,,11,25,10,12,,,,,,,,,,30,"FCC",,,11,21,1254,"Y"
16260559,"International",,,,,"Atlantic/Pacific",38,,6,,13,6,10,9,,2,8,1,7,,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16260562,"International",,,,,"Atlantic/Pacific",,,11,27,10,1,11,7,,3,12,4,14,,,,,,,,,,24.6,"FCC",48.23,,,,,"N"
16261477,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16,"FCC",,,,,,"N"
16261480,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16,"FCC",,,,,,"N"
16262524,"International",,,,,"Pacific",58,,,,,,,,,,37,,1,5,,,,,,,,,26.8,"FCC",,,,,1000,"Y"
16262537,"International",,,,,"Atlantic/Pacific",,,,,,,,42,,49,,9,,,,,,,,,,,26.8,"FCC",,,,,1000,"Y"
16262540,"International",,,,,"Pacific",64,,,,,,,,,,31,,,5,,,,,,,,,26.8,"FCC",,,,,1000,"Y"
16262553,"International",,,,"Asia","Pacific",,,,,,,,,,,79,,21,,,,,,,,,,14,"FCC",,,,,244,"N"
16262566,"International",,,,,"Pacific",,,,,,,,,,,57,4,39,,,,,,,,,,14,"FCC",,,,,244,"N"
16262579,"International",,,,,"Pacific",,,,,,,,,,,32,17,51,,,,,,,,,,14,"FCC",,,,,244,"N"
16262582,"International",,,,"Asia","Pacific",,,,,,,,,,,55,,45,,,,,,,,,,14,"FCC",,,,,244,"N"
16262674,"International",,,,,"Atlantic",,,,,15,39,,,,,,,,,7,38,,,,,,,15.15,"FCC",22.7,,,,255,"N"
16263321,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16.2,"FCC",,,,,,"N"
16263347,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16.2,"FCC",,,,,,"N"
16263350,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16.2,"FCC",,,,,,"N"
16263363,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16.2,"FCC",,,,,,"N"
16263376,"International",,,,"Asia","Pacific",,,,,,,,,,,71,,,29,,,,,,,,,16.2,"FCC",,,,,,"N"
16263389,"International",,,,"Asia","Pacific",,,,,,,,,,,69,,,31,,,,,,,,,16.2,"FCC",,,,,,"N"
16263792,"International",,,,,"Atlantic/Pacific",5,,5,,35,,16,,,,20,1,18,1,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16263800,"International",,,,,"Atlantic/Pacific",1,,,,9,0,12,1,5,3,6,14,49,,,,,,,,,,22,"FCC",37.3,,,,594,"N"
16265091,"National",,"United States",,"North America","Pacific",50,,,,,,,,,,28,,19,4,,,,,,,,,16.49,"FCC",,,,,408,"N"
16265109,"National",,"United States",,"North America","Pacific",52,,,,,,,,,,27,,18,4,,,,,,,,,16.49,"FCC",,,,,408,"N"
16266177,"International",,,,,"Atlantic/Pacific",17,,28,1,0,15,0,1,,4,24,4,5,2,,,,,,,,,24.6,"FCC",,,,,1000,"N"
16266180,"International",,,,,"Atlantic/Pacific",5,3,37,,5,30,0,4,,1,10,2,2,,,,,,,,,,24.6,"FCC",,,,,1000,"N"
16266256,"International",,,,,"Atlantic/Pacific",,,,,0,9,0,4,,18,41,13,17,,,,,,,,,,30.35,"FCC",51,,,,1000,"Y"
16266269,"International",,,,,"Atlantic/Pacific",,,,,,,0,27,,13,31,12,16,,,,,,,,,,25.63,"FCC",51,,,,1000,"Y"
16267361,"International",,,,,"Pacific",44,1,,,,,,,,,47,,,9,,,,,,,,,24.8,"FCC",,,,,1000,"N"
16267374,"International",,,,,"Atlantic",,,,50,19,31,,1,,,,,,,,,,,,,,,24.8,"FCC",,,,,,"N"
16267387,"International",,,,,"Atlantic/Pacific",,,,9,2,,4,,42,,16,,27,,,,,,,,,,24.8,"FCC",,,,,,"N"
16267390,"International",,,,,"Atlantic/Pacific",40,14,,,,3,,3,,2,34,1,2,1,,,,,,,,,24.8,"FCC",,,,,,"N"
16267932,"International",,,,,"Atlantic/Pacific",3,36,22,7,6,27,,,,,,,,,,,,,,,,,25,"FCC",,,,,1400,"Y"
16267945,"International",,,,,"Atlantic/Pacific",,,,,,,3,34,,13,20,12,18,,,,,,,,,,25,"FCC",,,,,1400,"Y"
16267958,"International",,,,,"Atlantic/Pacific",28,9,,7,1,,2,,,,47,1,2,3,,,,,,,,,25,"FCC",,,,,1400,"Y"
16267961,"International",,,,,"Atlantic/Pacific",3,32,25,7,5,28,,,,,,,,,,,,,,,,,25,"FCC",,,,,1400,"Y"
16267974,"International",,,,,"Atlantic",,,,54,27,,,18,,,,,,,,,,,,,,,25,"FCC",,,,,1400,"Y"
16269057,"International",,,,,"Atlantic/Pacific",22,10,24,,5,4,6,,,,20,2,2,4,,,,,,,,,27.2,"FCC",48.34,,,,1453,"Y"
16269060,"International",,,,,"Atlantic/Pacific",55,,14,,4,2,,9,,,14,,,1,,,,,,,,,27.2,"FCC",48.34,,,,1453,"Y"
16269965,"International",,,,,"Pacific",55,,,,,,,,,,36,,,10,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16269978,"International",,,,,"Pacific",60,,,,,,,,,,32,,,8,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16269981,"International",,,,,"Pacific",63,,,,,,,,,,29,,,8,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16270011,"International",,,,,"Pacific",53,12,,,,,,,,,33,,,3,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16270024,"International",,,,,"Pacific",58,,,,,,,,,,32,,,10,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16270037,"International",,,,,"Pacific",66,,,,,,,,,,26,,,8,,,,,,,,,27.3,"FCC",,,,,900,"Y"
16271405,"International",,,,"Asia","Pacific",,,,,,,,,,,76,,24,,,,,,,,,,14,"FCC",,,,,244,"N"
16271418,"International",,,,"Asia","Pacific",,,,,,,,,,,67,1,33,,,,,,,,,,14,"FCC",,,,,244,"N"
16272402,"International",,,,,"Atlantic/Pacific",1,,5,,0,26,1,15,,9,27,10,12,,,,,,,,,,29.9,"FCC",51.04,,,,1000,"Y"
16272415,"International",,,,,"Atlantic/Pacific",,,,,0,12,1,24,,10,33,10,11,,,,,,,,,,29.9,"FCC",51.04,,,,1000,"Y"
16272428,"International",,,,,"Atlantic/Pacific",7,,7,,0,5,1,6,,13,41,8,12,,,,,,,,,,29.9,"FCC",51.04,,,,1000,"Y"
16272431,"International",,,,,"Atlantic/Pacific",4,,5,,0,5,1,10,,13,39,9,14,,,,,,,,,,29.9,"FCC",51.04,,,,1000,"Y"
16272457,"International",,,,,"Atlantic/Pacific",,,,,0,19,2,18,,12,25,11,13,,,,,,,,,,29.90,"FCC",51.04,,,,1000,"Y"
16272578,"International",,,,,"Atlantic/Pacific",,,,31,8,,19,,,,21,1,20,,,,,,,,,,24.8,"FCC",,,,,1440,"Y"
16272581,"International",,,,,"Atlantic/Pacific",4,5,0,20,6,,10,,,,41,0,13,0,,,,,,,,,24.8,"FCC",48.33,,,,1440,"Y"
16272594,"International",,,,,"Atlantic/Pacific",,,,,,,3,32,,13,24,11,16,,,,,,,,,,24.8,"FCC",,,,,1440,"Y"
16272602,"International",,,,,"Atlantic/Pacific",5,1,,,,,0,6,,20,31,16,22,0,,,,,,,,,24.8,"FCC",,,,,1440,"Y"
