mmsi,year,distance
374832000,2019,61530.073219031096
374832000,2020,59283.71484717727
374832000,2021,68063.22885751724
374835000,2019,75275.07969894633
374835000,2020,85309.95602324605
374835000,2021,81989.4656893313
374837000,2019,32025.90328118205
374837000,2020,14227.65218487382
374837000,2021,39753.58543807268
374839000,2019,66511.56789474934
374839000,2020,61782.155469827354
374839000,2021,63217.9093568176
374840000,2019,59248.02810843289
374840000,2020,64136.6988094002
374840000,2021,70914.27227845788
374846000,2019,65122.944977104664
374846000,2020,59340.56166358292
374846000,2021,60393.564885772765
374854000,2019,69877.07707922906
374854000,2020,53122.824940666556
374854000,2021,47111.80395627022
374860000,2019,30099.330842122436
374860000,2020,35815.75780338794
374860000,2021,35434.010680533946
374862000,2021,27642.117315635085
374874000,2019,16940.728668026626
374874000,2020,39371.19117281586
374874000,2021,42984.31577537954
374875000,2019,43179.21963176131
374875000,2020,50432.14899273217
374875000,2021,61604.853749901056
374880000,2019,67867.1281464696
374880000,2020,55533.42117040604
374880000,2021,46226.48981535435
374881000,2019,34830.72750291228
374881000,2020,42051.643968090415
374881000,2021,40979.25063916668
374883000,2019,32856.85289400816
374883000,2020,49342.09211356938
374883000,2021,51815.28093332052
374885000,2019,33259.9324400574
374885000,2020,29527.718625053763
374885000,2021,32791.682976305485
374891000,2019,30333.765535645187
374891000,2020,61402.0210570395
374891000,2021,41518.783864714205
374897000,2019,64259.26404501498
374897000,2020,85011.18149212748
374897000,2021,67587.07106721401
374907000,2019,73253.04629200697
374907000,2020,70575.23669624329
374907000,2021,65233.87428084016
374908000,2019,47940.74141843617
374908000,2020,30657.618757776916
374908000,2021,32453.90664702654
374910000,2019,72061.01592353731
374910000,2020,70182.17863699794
374910000,2021,68614.32742854953
374914000,2020,12783.60878317058
374914000,2021,49112.03568589687
374917000,2019,27407.178117744625
374917000,2020,39348.458156347275
374917000,2021,27942.584581121802
374921000,2019,49724.32477527857
374921000,2020,62750.7156650126
374921000,2021,62280.822677090764
374922000,2019,60858.43662966788
374922000,2020,54490.74707593024
374922000,2021,62284.7304213997
374923000,2019,69400.60267579556
374923000,2020,67287.18925219029
374923000,2021,56485.33460968733
374925000,2019,60534.811947859824
374925000,2020,70285.2656269446
374925000,2021,54804.783900395036
374927000,2019,18541.129745066166
374927000,2020,27225.631898403168
374927000,2021,25610.363485723734
374936000,2019,64479.12414196879
374936000,2020,60836.799718141556
374936000,2021,56763.50426067412
374942000,2019,40820.11897228658
374942000,2020,36686.26853942871
374942000,2021,49934.66900502145
374948000,2019,49755.42124342546
374948000,2020,18579.26795681566
374948000,2021,76926.65972533077
374956000,2019,56841.10531978309
374956000,2020,51053.993893265724
374956000,2021,43728.52196188271
374964000,2019,56871.69625097513
374964000,2020,71593.00983521342
374964000,2021,61443.556519046426
374968000,2019,50998.28700786829
374968000,2020,63532.58806279302
374968000,2021,56046.27938982844
374969000,2019,18371.651181444526
374969000,2020,30857.706634812057
374969000,2021,40580.48857112229
374971000,2019,48105.80249489099
374971000,2020,51297.33341716975
374971000,2021,54781.735882259905
374972000,2019,41070.33380559087
374972000,2020,41369.426091104746
374972000,2021,47669.46783825755
374982000,2019,48874.77524116635
374982000,2020,48632.44642960653
374982000,2021,57341.9096082896
374983000,2021,9438.081824243069
374985000,2019,41775.59398279339
374985000,2020,45572.23149821162
374985000,2021,48855.46869815141
374997000,2019,20724.26029345393
374997000,2020,9488.086598157883
374997000,2021,5742.116037636995
374999000,2019,31933.223636895418
374999000,2020,35899.657145127654
374999000,2021,33908.48308736086
375037000,2019,55693.503150463104
375037000,2020,51264.0809789896
375037000,2021,34851.38128647208
375074000,2019,36093.28579415381
375074000,2020,41108.768357768655
375074000,2021,37798.62074573338
375122000,2020,11913.574030339718
375122000,2021,16656.647558897734
375271000,2019,52765.876793429255
375271000,2020,44575.23649005778
375271000,2021,32881.989133417606
375278000,2020,6287.630011186004
375278000,2021,17426.991003662348
375671000,2020,1296.4922149181366
375671000,2021,25227.36608967185
375726000,2019,32163.216458544135
375726000,2020,29390.68916729465
375726000,2021,21058.53795272112
375778000,2019,40999.53611276299
375778000,2020,45811.213863290846
375778000,2021,38955.55962407589
375817000,2019,3439.601073384285
375817000,2020,42732.32910891995
375817000,2021,35424.380569547415
375821000,2019,32886.93259456754
375821000,2020,26883.871458292007
375821000,2021,44156.04281926155
375825000,2019,6875.818524852395
375825000,2020,19106.03298321925
375825000,2021,27074.925332918763
376064000,2020,4784.095413833857
376064000,2021,50802.48462176323
376181000,2019,1380.265964627266
376222000,2020,12689.616034068167
376222000,2021,15338.90604237467
376241000,2019,28219.210434123874
376241000,2020,28461.2572375983
376241000,2021,23212.18703275919
376259000,2021,21960.579176932573
376261000,2019,31940.99943061173
376261000,2020,23834.610161557794
376261000,2021,22712.004776000977
376281000,2019,6714.904881581664
376281000,2020,20928.149689763784
376281000,2021,49203.73414544761
376344000,2019,35833.903731793165
376344000,2020,42434.05207754299
376344000,2021,37413.10114784539
376369000,2019,39057.01969334483
376369000,2020,24620.004098378122
376369000,2021,44546.85764082521
376568000,2019,30637.238922536373
376568000,2020,23956.989878214896
376568000,2021,37855.50620227307
376616000,2019,11340.732485234737
376616000,2020,23572.36920775473
376616000,2021,28008.078114256263
376622000,2021,48816.208259530365
376652000,2021,4231.688509225845
376686000,2021,34725.7430748567
376689000,2019,35752.01085043326
376689000,2020,41067.99609228596
376689000,2021,38233.73877201229
376974000,2019,9244.275059223175
376985000,2019,178.52141523361206
376985000,2020,19236.930940121412
376985000,2021,18496.209570363164
377152000,2019,48839.203088350594
377152000,2020,43659.15323174
377152000,2021,40306.70192492008
377259000,2019,31487.290770992637
377259000,2020,30537.99578484893
377259000,2021,34993.18563830294
377277000,2019,22679.05184264481
377277000,2020,24535.72828170657
377277000,2021,16198.666261672974
377427000,2019,13021.093723654747
377427000,2020,8523.040542900562
377427000,2021,14942.14329880476
377531000,2019,58411.14383345842
377531000,2020,34397.58199805021
377531000,2021,36398.438736118376
377532000,2021,18699.008580446243
403516000,2019,50600.448976665735
403516000,2020,75431.5772549063
403516000,2021,76465.08664634079
403517000,2019,72103.07860635221
403517000,2020,65222.545451417565
403517000,2021,65731.23745495081
403518000,2019,69120.4427703917
403518000,2020,72685.477176629
403518000,2021,75060.02658605203
403519000,2019,62799.37404367328
403519000,2020,75090.66546757519
403519000,2021,59077.94702923298
403711810,2019,65381.91435055435
403711810,2020,65120.361494868994
403711810,2021,71790.86829663813
403789001,2021,24843.2741497308
405000079,2019,55008.16419009864
405000079,2020,61844.91579533368
405000079,2021,40226.38035658002
405000082,2019,28489.118954062462
405000082,2020,39381.37134683877
405000082,2021,35803.39154933393
405000090,2019,42324.570297405124
405000090,2020,44661.333737805486
405000090,2021,40362.54741028696
405000096,2019,21970.447034597397
405000096,2020,22865.31505191326
405000096,2021,31998.916938185692
405000097,2019,26958.66617566347
405000097,2020,34706.907095231116
405000097,2021,39328.299200460315
405000116,2019,31170.51604707539
405000116,2020,41796.836067050695
405000116,2021,44765.05923957378
405000117,2019,32027.94132272899
405000117,2020,30851.233540549874
405000117,2021,13.05209493637085
405000129,2019,31192.226769149303
405000129,2020,20358.673891156912
405000129,2021,32104.270955115557
405000130,2019,31090.517050236464
405000130,2020,40594.09473580867
405000130,2021,41882.808424167335
405000131,2019,33812.79449084401
405000131,2020,36374.00823889673
405000131,2021,33296.179821006954
405000132,2019,33702.92883000523
405000132,2020,27975.048619106412
405000132,2021,26947.909634917974
405000134,2019,25872.911275297403
405000134,2020,21456.225217811763
405000134,2021,34114.086055755615
405000135,2019,29453.072959415615
405000135,2020,18092.896626017988
405000141,2019,30181.216021716595
405000141,2020,23936.627479375806
405000141,2021,35501.75906124711
405000162,2019,32709.215157970786
405000162,2020,28072.671241492033
405000162,2021,29195.663155585527
405000163,2019,24226.189230121672
405000163,2020,30773.779804602265
405000163,2021,33619.30193965137
405000164,2019,10278.344090029597
405000165,2019,31958.762811727822
405000165,2020,41260.226663509384
405000165,2021,32905.31850849092
405000183,2019,38531.649917304516
405000183,2020,39189.53124767542
405000183,2021,41296.24632689357
405000193,2019,28395.560518741608
405000193,2020,26212.474278062582
405000193,2021,27106.967673249543
405000197,2019,39112.634228512645
405000197,2020,48997.20241822302
405000197,2021,50581.18868407607
405000198,2019,43402.89960409701
405000198,2020,37465.082042738795
405000198,2021,35992.71510861814
405000199,2019,39747.92275181413
405000199,2020,39773.11265176535
405000199,2021,40982.076328247786
405000200,2019,47327.99019572139
405000200,2020,53593.91835321486
405000200,2021,36839.13305717707
405000205,2019,33165.89260710776
405000205,2020,41797.68684746325
405000205,2021,46883.16441002488
405000210,2019,32994.09925480187
405000210,2020,28729.629814706743
405000210,2021,35822.14202956855
405000211,2019,6345.411582946777
405000211,2020,49226.56776730716
405000211,2021,43869.36042107642
405000212,2019,16651.41060602665
405000212,2020,47077.380068421364
405000212,2021,40612.334800064564
405000216,2019,44507.569125808775
405000216,2020,41923.504856325686
405000216,2021,40399.4911391139
405000217,2019,55880.76898768544
405000217,2020,35348.65995576978
405000217,2021,22246.3231311962
405000225,2019,33723.65343114734
405000225,2020,42703.20266223699
405000225,2021,42478.8841714859
405000231,2019,42839.59479241073
405000231,2020,35841.32869356871
405000231,2021,29377.215252645314
405000232,2019,63478.0707275942
405000232,2020,47182.89101687074
405000232,2021,37357.51228247583
405000240,2019,38084.397387206554
405000240,2020,36055.00934660435
405000240,2021,44197.078695744276
405000241,2019,40774.74089016765
405000241,2020,34481.093228161335
405000241,2021,49859.76787433028
405000242,2019,44319.263115890324
405000242,2020,41536.61068634689
405000242,2021,45599.126708969474
405000246,2019,37972.59523642063
405000246,2020,38041.99327878654
405000246,2021,47436.38581070304
405000249,2019,27192.824509859085
405000249,2020,40916.99891357124
405000249,2021,40949.32126426697
405000251,2019,31225.07167756895
405000251,2020,43055.14857453108
405000251,2021,37013.33205617964
405000254,2019,23284.260757386684
405000254,2020,49374.906028300524
405000254,2021,49736.87333362922
405000255,2019,23011.96807566285
405000255,2020,43940.95330692828
405000255,2021,50533.35047727823
405000256,2019,44204.40129439533
405000256,2020,66399.92416518927
405000256,2021,60459.36283376813
405000261,2019,8732.953399896622
405000261,2020,49060.44536781311
405000261,2021,57118.50781008229
405000262,2019,4097.510370254517
405000262,2020,50225.95701441914
405000262,2021,51651.77722708881
405000263,2019,1787.4827058315277
405000263,2020,39901.03454822302
405000263,2021,43802.401071444154
405000264,2019,5762.912541091442
405000264,2020,40240.55274424888
405000264,2021,44970.24194854498
405000265,2020,16131.552981466055
405000265,2021,46889.312257140875
405000266,2020,14367.433757424355
405000266,2021,52596.943146303296
405000273,2019,116.97965234518051
405000273,2020,64115.164327427745
405000273,2021,49429.82511565089
405000274,2020,37079.564587295055
405000274,2021,50130.08039251715
405000293,2020,22823.844095230103
405000293,2021,46412.54752661288
405000306,2020,4733.685031965375
405000306,2021,68785.85236144066
405000307,2020,712.3878086209297
405000307,2021,44974.467310637236
405000333,2021,29959.410117447376
405000336,2021,18926.649461641908
405000339,2021,2861.9733227193356
405000340,2021,15587.759597182274
405000343,2021,18441.82757472992
405000345,2021,11043.182613670826
405000347,2021,92.90298557281494
412018000,2019,46064.083948776126
412018000,2020,38348.36322847009
412018000,2021,40753.00514086336
412019000,2019,31058.12769794464
412019000,2020,33855.40956272185
412019000,2021,37067.39779891074
412028000,2019,51451.282304883
412028000,2020,58634.56323835254
412028000,2021,48750.25436210632
412029000,2019,38605.80491480231
412029000,2020,39920.97268563509
412029000,2021,30419.827422440052
412032000,2019,62442.98192255199
412032000,2020,59288.85079912841
412032000,2021,64895.96799015999
412034000,2019,43474.347906947136
412034000,2020,36933.32897435129
412034000,2021,33938.82490748167
412035000,2019,29994.995877802372
412035000,2020,22006.451995298266
412035000,2021,19602.307349007577
412053000,2019,50771.554164633155
412053000,2020,43510.04224823415
412053000,2021,26991.170231327415
412056000,2019,48955.964558422565
412056000,2020,46632.7025529854
412056000,2021,44489.351241886616
412057000,2019,45652.71637318283
412057000,2020,27758.391523718834
412057000,2021,47109.15524919331
412065000,2019,37140.12848288566
412065000,2020,34391.5080268234
412065000,2021,28723.39416322112
412068000,2019,55655.20550277829
412068000,2020,69041.53001483157
412068000,2021,68836.49440509826
412069000,2019,56399.09232143313
412069000,2020,50162.93836277723
412069000,2021,56849.65209813416
412072000,2019,47206.80833376199
412072000,2020,42523.13379861601
412072000,2021,35632.36637426913
412075000,2019,44655.87898784503
412075000,2020,46045.03839597106
412075000,2021,38235.64653047919
412078000,2019,38742.608001265675
412078000,2020,34301.5638788864
412078000,2021,36747.60936495662
412079290,2019,19654.867027416825
412079290,2020,6923.3237953186035
412079310,2019,20592.262504830956
412079310,2020,12855.022606987506
412084000,2019,49095.22778171301
412084000,2020,49150.21391233057
412084000,2021,47715.38258469105
412086000,2019,54496.14195675403
412086000,2020,50734.88857522607
412086000,2021,36919.343895599246
412095000,2019,51691.549047768116
412095000,2020,43243.53603016585
412095000,2021,34988.53193715215
412123000,2019,19130.851512148976
412123000,2020,27030.09423804283
412123000,2021,1142.4947500228882
412124000,2019,46099.33013565838
412124000,2020,41994.72691448778
412124000,2021,30164.86616479233
412128000,2019,44083.95129932463
412128000,2020,45055.985772788525
412128000,2021,37295.931664928794
412131000,2019,43583.35070285201
412131000,2020,39140.69293016195
412131000,2021,34416.683773472905
412142000,2019,49095.05680859089
412142000,2020,50522.37960217148
412142000,2021,47741.835379093885
412149000,2019,21187.23747855425
412149000,2020,47741.80780673027
412149000,2021,49286.75954400748
412158000,2019,52463.7486936599
412158000,2020,49313.171373806894
412158000,2021,48771.34921106696
412176000,2019,44344.87399961054
412176000,2020,18079.240301571786
412176000,2021,52745.64891830087
412178000,2019,23477.67717280984
412178000,2020,25704.97986331582
412178000,2021,13899.577067911625
412189000,2019,51656.881087213755
412189000,2020,48961.54455599189
412189000,2021,49604.71270312369
412199000,2019,43471.47376844287
412199000,2020,37232.36552770436
412199000,2021,15321.361681893468
412208470,2019,30999.098471313715
412208470,2020,28768.395125422627
412208470,2021,11034.01066634059
412209000,2019,39525.97828632593
412209000,2020,44739.27754038572
412209000,2021,26553.300754845142
412209270,2019,54761.505380541086
412209270,2020,52061.765544086695
412209270,2021,52386.410657569766
412209280,2019,52386.35943093896
412209280,2020,53966.45470228791
412209280,2021,53406.54153091833
412213000,2019,43952.74240291491
412213000,2020,43523.750682882965
412213000,2021,43263.75772845745
412241000,2019,49661.803832910955
412241000,2020,40891.17509804666
412241000,2021,36653.67173022032
412260000,2019,21215.73704069853
412260000,2020,73174.9246327579
412260000,2021,66777.80629211664
412272040,2019,35168.74146309495
412272040,2020,9099.33034041524
412272040,2021,11719.35202819109
412272050,2019,29716.846597880125
412272050,2020,40583.44556639902
412272050,2021,37320.70613107458
412274000,2019,39839.875423543155
412274000,2020,43602.15124540776
412274000,2021,33537.93186449446
412286000,2019,7195.763898104429
412286000,2020,39110.793312340975
412286000,2021,36751.85941341519
412288000,2019,13702.260441049933
412288000,2020,41352.70074167475
412288000,2021,29746.776086881757
412289000,2019,11358.428854703903
412289000,2020,42177.833998799324
412289000,2021,38219.920826137066
412301720,2019,43633.19868391752
412301720,2020,42742.82928235084
412301720,2021,37861.11938741803
412302810,2019,37101.696687437594
412302810,2020,32220.91755847633
412302810,2021,29544.336392723024
412302820,2019,41250.798842972144
412302820,2020,30046.089960753918
412302820,2021,30018.674857378006
412302830,2019,39085.590996682644
412302830,2020,38317.02698108181
412302830,2021,34176.40532467514
412302840,2019,38655.22101408243
412302840,2020,29969.616414882243
412302840,2021,31824.378348991275
412303370,2019,40403.01969447732
412303370,2020,41616.560625866055
412303370,2021,41056.27934637666
412324000,2019,34333.230276718736
412329120,2020,10036.858469754457
412329120,2021,30708.742661356926
412330080,2019,29049.454078305513
412330080,2020,31818.143606856465
412330080,2021,30440.82445268333
412330530,2019,41291.305094242096
412330530,2020,36111.81534291804
412330530,2021,35971.09818647802
412330580,2019,13138.351212739944
412330580,2020,16709.75170724094
412330580,2021,17197.64208123088
412330740,2019,44679.60799284279
412330740,2020,42257.2365450114
412330740,2021,32716.273049607873
412330850,2019,27205.795358121395
412330850,2020,34358.05444461107
412330850,2021,25637.26573375985
412331380,2019,27882.186694711447
412331380,2020,26586.4107876271
412331380,2021,25239.491399407387
412331780,2019,33726.278984844685
412331780,2020,20993.23619841039
412331780,2021,20565.794526427984
412332490,2019,24056.629233963788
412332490,2020,2412.7959139347076
412332490,2021,9149.635590011254
412343000,2019,15774.601594284177
412343000,2020,43755.77260872722
412343000,2021,50207.17423093319
412344000,2019,22375.792831599712
412344000,2020,39770.319537848234
412344000,2021,37424.58319187164
412345000,2019,13736.889023721218
412345000,2020,47018.287144616246
412345000,2021,47211.96794475615
412346000,2019,13732.211187435314
412346000,2020,44083.57026165724
412346000,2021,45617.87874469161
412347000,2019,11888.24024438858
412347000,2020,46185.67279251665
412347000,2021,58245.30745434761
412348000,2019,17918.757227301598
412348000,2020,45290.43887087703
412348000,2021,48306.704725176096
412349000,2019,22938.498836666346
412349000,2020,67450.9003149569
412349000,2021,51060.06517906487
412350530,2019,26602.960559502244
412350530,2020,25259.134052067995
412350530,2021,26074.230123370886
412353000,2019,33919.432325437665
412353000,2020,32794.84159781039
412353000,2021,34595.52627646923
412354030,2019,32495.539305999875
412354030,2020,30586.465149421245
412354030,2021,34746.69839730859
412354040,2019,33305.13341186941
412354040,2020,32069.011560566723
412354040,2021,35059.34342968464
412355330,2019,16059.819480866194
412355330,2020,20901.860668838024
412355330,2021,20772.57617343217
412355490,2019,25238.85719101876
412355490,2020,34503.423720791936
412355490,2021,23617.85096153617
412356180,2019,26689.029502511024
412356180,2020,27795.11994382739
412356180,2021,37775.3146430105
412356190,2019,19439.284677758813
412356190,2020,15333.675039291382
412356190,2021,35652.16561295092
412356260,2019,31297.01201981306
412356260,2020,13350.058420956135
412356260,2021,24162.877604961395
412356350,2019,32205.265190690756
412356350,2020,33449.3142709285
412356350,2021,31144.667256038636
412356460,2019,37533.15588438511
412356460,2020,34950.01811309159
412356460,2021,35054.523558437824
412356470,2019,26845.20562109351
412356470,2020,31011.85701110959
412356470,2021,36026.62581779063
412356540,2019,33596.03506746888
412356540,2020,35583.36539257318
412356540,2021,36881.84981345385
412356580,2019,21130.51418031007
412356580,2020,6503.212818048894
412356580,2021,17319.386650778353
412358350,2019,23142.590480953455
412358350,2020,15254.994231492281
412358350,2021,36985.2447350733
412358390,2019,22982.2035946697
412358390,2020,23694.815188236535
412358390,2021,26546.928312838078
412361380,2019,29526.147155955434
412361380,2020,29703.43486444652
412361380,2021,33079.53943404555
412361450,2019,30541.69416372478
412361450,2020,29831.584123529494
412361450,2021,28037.84748905897
412361460,2019,29260.676613874733
412361460,2020,16738.923874020576
412361460,2021,28329.42929086089
412361830,2019,36320.502382427454
412361830,2020,33379.83287601173
412361830,2021,30095.67518028617
412361840,2019,25649.07666695118
412361840,2020,30461.754906386137
412361840,2021,27357.06124392152
412362000,2019,45904.08524863422
412362000,2020,34333.914337426424
412362000,2021,40147.81658312678
412362910,2019,37936.67108461261
412362910,2020,31525.86286431551
412362910,2021,37113.77252317965
412362960,2019,36498.38745222986
412362960,2020,30035.41319785267
412362960,2021,39009.84642766416
412375890,2019,26636.107247039676
412375890,2020,25570.057678610086
412375890,2021,20153.144101530313
412376430,2019,35557.285527557135
412376430,2020,36129.217309206724
412376430,2021,31285.406699605286
412377000,2019,22339.29278448224
412377000,2020,57380.8493238315
412377000,2021,41915.06061397493
412377290,2019,37192.21079772711
412377290,2020,20533.832035303116
412377290,2021,20217.817156493664
412377480,2020,214.7179251909256
412378000,2019,11254.499454796314
412378000,2020,35009.53611524403
412378000,2021,37911.84401360154
412378670,2019,33251.14722819626
412378670,2020,32576.165230587125
412378670,2021,33150.60104009509
412378740,2019,37406.720253020525
412378740,2020,31630.39227977395
412378740,2021,23432.91621506214
412378840,2019,21902.756321638823
412378840,2020,21681.58097306639
412378840,2021,18746.30647622049
412379230,2019,27106.285313759
412379230,2020,30507.17633524537
412379230,2021,21603.097941726446
412379250,2019,34771.19582682848
412379250,2020,32752.62054812163
412379250,2021,32689.21275433898
412379450,2019,23629.423927120864
412379450,2020,23793.280595541
412379450,2021,19660.227313771844
412379460,2019,23718.86202222109
412379460,2020,21253.744637444615
412379460,2021,19539.625066041946
412379810,2019,35707.319081932306
412379810,2020,33133.31690693647
412379810,2021,32823.19332037866
412379820,2019,33780.13355064392
412379820,2020,32523.74279846251
412379820,2021,32319.16808962822
412379870,2019,35170.20902658999
412379870,2020,34250.19319024682
412379870,2021,26040.366806551814
412379910,2019,31519.860940903425
412379910,2020,29398.4869094491
412379910,2021,34085.32280681282
412380010,2019,35836.748530209064
412380010,2020,34922.82288234681
412380010,2021,31102.616669103503
412380020,2019,34968.12003068626
412380020,2020,27267.71596447751
412380020,2021,29057.305950075388
412380340,2019,17576.900927478448
412380340,2020,20220.340728275478
412380340,2021,28366.35336521268
412397000,2019,2454.504935488105
412397000,2020,33220.7331135273
412397000,2021,37457.31800675392
412398000,2019,9458.789936244488
412398000,2020,66995.46289421618
412398000,2021,67200.0730438903
412401710,2019,44416.5712685585
412401710,2020,43062.61431697011
412401710,2021,37284.51510984823
412403020,2019,22372.466913849115
412403020,2020,38337.34901472181
412403020,2021,30995.300500690937
412407680,2019,25752.64877262339
412407680,2020,24295.584340199828
412407680,2021,29809.988787651062
412408090,2019,36204.186259925365
412408090,2020,30162.65012878552
412408090,2021,2172.0456934198737
412411260,2019,37631.05730125308
412411260,2020,41842.41954553127
412411260,2021,41204.77044379711
412419520,2019,13329.016715537757
412422460,2019,22089.92061533034
412422470,2019,40813.39332856238
412422480,2019,42023.217154711485
412428670,2019,30007.216443359852
412428670,2020,29183.471378952265
412428670,2021,32437.133416205645
412429990,2019,27534.410523682833
412429990,2020,25579.533756539226
412429990,2021,26398.589814439416
412433770,2019,39154.400930244476
412433770,2020,33267.61852282286
412433770,2021,29670.656016349792
412434110,2019,31759.23804911971
412434110,2020,23656.536389425397
412434110,2021,24132.976661920547
412434450,2019,22680.24367158115
412434450,2020,30042.174597874284
412434450,2021,29241.540827013552
412434830,2019,35829.82361076772
412434830,2020,33559.1037157774
412434830,2021,27489.016707867384
412436120,2019,35630.88311378658
412436120,2020,37296.845664948225
412436120,2021,39390.22164134681
412436220,2019,19806.109918177128
412436220,2020,25321.34273803234
412436220,2021,27028.376997977495
412436440,2019,38545.00329864025
412436440,2020,25962.978042691946
412436440,2021,31673.13395115733
412436640,2019,16062.117726556957
412436640,2020,8250.354385316372
412436640,2021,38043.34832749516
412436980,2019,27722.587640941143
412436980,2020,24124.793033331633
412436980,2021,27138.930842667818
412437090,2019,48145.433924257755
412437090,2020,33205.03408724815
412437090,2021,35734.8624715507
412437730,2019,33907.02626703307
412437730,2020,28378.595891043544
412437730,2021,35535.428526729345
412438480,2019,16112.567555099726
412438480,2020,10818.734858505428
412438480,2021,6.753208100795746
412438850,2019,24238.071738605388
412438850,2020,24309.394388124347
412438850,2021,20517.154046714306
412439190,2019,28462.93893173337
412439190,2020,23252.169975072145
412439190,2021,19329.239485003054
412439610,2019,30675.830120563507
412439610,2020,30771.02378487587
412439610,2021,26408.465702861547
412453000,2019,43918.31596754491
412453000,2020,54670.39302178472
412453000,2021,45590.34708419442
412454980,2019,31877.94362166524
412454980,2020,30349.527044579387
412454980,2021,34935.820891574025
412459730,2019,51646.22064329684
412459730,2020,56838.58424901962
412459730,2021,47072.6629768163
412469000,2020,45667.79823452234
412469000,2021,54006.826862849295
412470000,2019,148.0089933872223
412470000,2020,35636.71097278595
412470000,2021,32057.511051237583
412470870,2019,53691.62028954923
412470870,2020,46611.89007657766
412470870,2021,46142.414448827505
412471640,2019,34924.36626083404
412471640,2020,34829.32684959471
412471640,2021,18462.840003609657
412473010,2019,44546.7585387826
412473010,2020,42723.42492906004
412473010,2021,36252.52593129873
412473020,2019,39592.44153615832
412473020,2020,36499.401069283485
412473020,2021,36813.918357372284
412473650,2019,36867.09110760689
412473650,2020,33073.95581418276
412473650,2021,30938.01214554906
412475000,2020,23208.691368937492
412475000,2021,35484.250850096345
412477010,2019,32379.90563350916
412477010,2020,33006.18421860039
412477010,2021,29285.54324863851
412478000,2020,15836.190773665905
412478000,2021,65705.59118026495
412499000,2019,22212.86698280275
412499000,2020,23934.4516620934
412499000,2021,27850.328163564205
412501950,2019,18494.382863260806
412501950,2020,13985.540309015661
412501950,2021,34636.087814282626
412502490,2019,9875.43847604096
412502490,2020,30319.636431068182
412502490,2021,30031.95161477104
412502780,2019,12231.71354983002
412502780,2020,232.61085081100464
412502780,2021,34.952290058135986
412508000,2019,47542.67412902415
412508000,2020,50109.392503499985
412508000,2021,46899.56650391221
412513000,2019,39854.41582226753
412513000,2020,44504.80189873278
412513000,2021,36478.15262547135
412523710,2019,36785.71676120162
412523710,2020,37675.63250565529
412523710,2021,39166.37076860666
412523890,2019,41340.47573673725
412523890,2020,50675.06545172632
412523890,2021,43482.61171524972
412523920,2019,45381.8625664562
412523920,2020,53807.59582660347
412523920,2021,47808.75610650331
412533000,2019,49559.55067111552
412533000,2020,66497.73468776047
412533000,2021,46037.36088871956
412534000,2019,54918.81670612097
412534000,2020,51802.82588434592
412534000,2021,50810.35718102753
412537000,2019,35947.40389332175
412537000,2020,28996.70124900341
412537000,2021,26176.76169386506
412541000,2019,52521.30835582316
412541000,2020,42984.30511240661
412541000,2021,29459.71379546821
412543000,2019,43684.10906793922
412543000,2020,46925.392070159316
412543000,2021,38812.83925271034
412553750,2019,33031.0880307816
412553750,2020,26512.742501579225
412553750,2021,31245.741158097982
412554210,2019,27914.9123300761
412554210,2020,24170.959646254778
412554210,2021,33350.104418344796
412554290,2019,27309.792851150036
412554290,2020,18980.70280918479
412554290,2021,37269.50415311754
412554320,2019,19928.234565109015
412554320,2020,37161.207887262106
412554320,2021,33702.56984974444
412554490,2019,33152.2117571719
412554490,2020,27019.383561253548
412554490,2021,25363.97758165002
412556000,2019,40883.453806847334
412556000,2020,37779.169478382915
412556000,2021,37895.07470706105
412563000,2019,41725.23174762726
412563000,2020,23121.256656363606
412563000,2021,32087.038851160556
412565000,2019,41616.61515665054
412565000,2020,50763.492476122454
412565000,2021,38815.89154326171
412567000,2019,31498.251204814762
412567000,2020,31295.271695777774
412567000,2021,36384.17189741135
412568000,2019,13278.122815966606
412568000,2020,48913.19996920228
412568000,2021,42644.826853990555
412569000,2019,45238.850633978844
412569000,2020,53087.256739750504
412569000,2021,43189.223079025745
412570000,2019,37461.21597537398
412570000,2020,35437.33270934224
412570000,2021,38014.7259503454
412592260,2019,30068.69022328034
412592260,2020,33007.36599075794
412592260,2021,29085.981666743755
412592390,2019,37794.2336884737
412592390,2020,36083.17148530483
412592390,2021,34598.99126943946
412592830,2019,26138.45442289114
412592830,2020,23490.886592179537
412592830,2021,22032.7677757442
412592840,2019,25352.878210023046
412592840,2020,24571.80735127628
412592840,2021,23592.65984673798
412599000,2019,39970.637319300324
412599000,2020,36460.20454284549
412599000,2021,32503.93522569537
412601000,2019,33533.94815798104
412601000,2020,35164.56367073953
412601000,2021,35171.95222005993
412602000,2019,39892.51208782196
412602000,2020,52945.05296844244
412602000,2021,41431.16453152895
412604000,2019,41840.519602552056
412604000,2020,35401.03491234779
412604000,2021,34553.61490289867
412606000,2019,38050.12133337557
412606000,2020,37760.54200410843
412606000,2021,31260.49674087763
412607000,2019,46263.771198961884
412607000,2020,51006.1097233668
412607000,2021,39391.350739210844
412613000,2019,36218.879473760724
412613000,2020,33400.829780086875
412613000,2021,37913.41183875501
412652000,2019,836.2354815602303
412652000,2020,22108.96048426628
412652000,2021,33872.82359869778
412654000,2020,44264.12619756162
412654000,2021,65286.592122823
412679000,2020,7096.818324625492
